Temperature Magnetization Magnetization2
0.8	0.00104857658076	-0.000165799223284
1.0	0.000543058295331	-3.44371431642e-05
0.6	0.00242712547214	-0.000627240561748
0.7	0.00155485630037	-0.000319909914419
0.4	0.00779137385167	-0.00307251421824
0.9	0.000747027900458	-8.21411765462e-05
0.5	0.00412665165848	-0.00131195131909
0.3	0.00797213622471	-0.00316346605272
0.2	0.00805237257692	-0.00325476658473
0.1	0.00871152852632	-0.00379318996123
0.03	0.0402492733333	-0.0281578218
0.04	0.0188743706667	-0.0110354025667
0.02	0.105030526667	-0.083514407
