 Tiempo,InterPos2,InterNeg2,InterPN2,InterZero,InterPN,InterNZ
           1 ,                17240 ,                17455 ,                30840 ,                    0 ,                    0 ,                    0
           2 ,                17604 ,                17819 ,                30112 ,                    0 ,                    0 ,                    0
           3 ,                17833 ,                18048 ,                29654 ,                    0 ,                    0 ,                    0
           4 ,                17925 ,                18140 ,                29470 ,                    0 ,                    0 ,                    0
           5 ,                18039 ,                18254 ,                29241 ,                    0 ,                    0 ,                    0
           6 ,                18117 ,                18332 ,                29086 ,                    0 ,                    0 ,                    0
           7 ,                18165 ,                18380 ,                28989 ,                    0 ,                    0 ,                    0
           8 ,                18224 ,                18439 ,                28872 ,                    0 ,                    0 ,                    0
           9 ,                18262 ,                18477 ,                28795 ,                    0 ,                    0 ,                    0
          10 ,                18327 ,                18542 ,                28665 ,                    0 ,                    0 ,                    0
          11 ,                18379 ,                18594 ,                28562 ,                    0 ,                    0 ,                    0
          12 ,                18415 ,                18630 ,                28490 ,                    0 ,                    0 ,                    0
          13 ,                18401 ,                18616 ,                28518 ,                    0 ,                    0 ,                    0
          14 ,                18443 ,                18658 ,                28434 ,                    0 ,                    0 ,                    0
          15 ,                18465 ,                18681 ,                28389 ,                    0 ,                    0 ,                    0
          16 ,                18483 ,                18698 ,                28354 ,                    0 ,                    0 ,                    0
          17 ,                18502 ,                18717 ,                28316 ,                    0 ,                    0 ,                    0
          18 ,                18525 ,                18741 ,                28269 ,                    0 ,                    0 ,                    0
          19 ,                18511 ,                18726 ,                28298 ,                    0 ,                    0 ,                    0
          20 ,                18551 ,                18766 ,                28218 ,                    0 ,                    0 ,                    0
          21 ,                18562 ,                18777 ,                28196 ,                    0 ,                    0 ,                    0
          22 ,                18599 ,                18814 ,                28122 ,                    0 ,                    0 ,                    0
          23 ,                18577 ,                18792 ,                28166 ,                    0 ,                    0 ,                    0
          24 ,                18566 ,                18781 ,                28187 ,                    0 ,                    0 ,                    0
          25 ,                18589 ,                18804 ,                28142 ,                    0 ,                    0 ,                    0
          26 ,                18566 ,                18781 ,                28187 ,                    0 ,                    0 ,                    0
          27 ,                18603 ,                18818 ,                28114 ,                    0 ,                    0 ,                    0
          28 ,                18591 ,                18807 ,                28137 ,                    0 ,                    0 ,                    0
          29 ,                18586 ,                18801 ,                28148 ,                    0 ,                    0 ,                    0
          30 ,                18604 ,                18820 ,                28111 ,                    0 ,                    0 ,                    0
          31 ,                18621 ,                18836 ,                28078 ,                    0 ,                    0 ,                    0
          32 ,                18631 ,                18846 ,                28058 ,                    0 ,                    0 ,                    0
          33 ,                18654 ,                18869 ,                28012 ,                    0 ,                    0 ,                    0
          34 ,                18646 ,                18861 ,                28027 ,                    0 ,                    0 ,                    0
          35 ,                18610 ,                18826 ,                28099 ,                    0 ,                    0 ,                    0
          36 ,                18598 ,                18813 ,                28124 ,                    0 ,                    0 ,                    0
          37 ,                18621 ,                18837 ,                28077 ,                    0 ,                    0 ,                    0
          38 ,                18611 ,                18826 ,                28097 ,                    0 ,                    0 ,                    0
          39 ,                18663 ,                18878 ,                27994 ,                    0 ,                    0 ,                    0
          40 ,                18661 ,                18876 ,                27997 ,                    0 ,                    0 ,                    0
          41 ,                18649 ,                18864 ,                28021 ,                    0 ,                    0 ,                    0
          42 ,                18657 ,                18873 ,                28005 ,                    0 ,                    0 ,                    0
          43 ,                18671 ,                18886 ,                27978 ,                    0 ,                    0 ,                    0
          44 ,                18685 ,                18900 ,                27949 ,                    0 ,                    0 ,                    0
          45 ,                18653 ,                18868 ,                28013 ,                    0 ,                    0 ,                    0
          46 ,                18653 ,                18868 ,                28014 ,                    0 ,                    0 ,                    0
          47 ,                18654 ,                18869 ,                28012 ,                    0 ,                    0 ,                    0
          48 ,                18647 ,                18863 ,                28025 ,                    0 ,                    0 ,                    0
          49 ,                18699 ,                18914 ,                27922 ,                    0 ,                    0 ,                    0
          50 ,                18673 ,                18888 ,                27974 ,                    0 ,                    0 ,                    0
          51 ,                18696 ,                18911 ,                27928 ,                    0 ,                    0 ,                    0
          52 ,                18642 ,                18857 ,                28035 ,                    0 ,                    0 ,                    0
          53 ,                18648 ,                18864 ,                28023 ,                    0 ,                    0 ,                    0
          54 ,                18625 ,                18840 ,                28070 ,                    0 ,                    0 ,                    0
          55 ,                18660 ,                18875 ,                27999 ,                    0 ,                    0 ,                    0
          56 ,                18642 ,                18857 ,                28036 ,                    0 ,                    0 ,                    0
          57 ,                18641 ,                18856 ,                28038 ,                    0 ,                    0 ,                    0
          58 ,                18644 ,                18859 ,                28031 ,                    0 ,                    0 ,                    0
          59 ,                18665 ,                18880 ,                27990 ,                    0 ,                    0 ,                    0
          60 ,                18701 ,                18916 ,                27918 ,                    0 ,                    0 ,                    0
          61 ,                18659 ,                18874 ,                28002 ,                    0 ,                    0 ,                    0
          62 ,                18637 ,                18852 ,                28046 ,                    0 ,                    0 ,                    0
          63 ,                18634 ,                18849 ,                28052 ,                    0 ,                    0 ,                    0
          64 ,                18662 ,                18877 ,                27996 ,                    0 ,                    0 ,                    0
          65 ,                18654 ,                18869 ,                28012 ,                    0 ,                    0 ,                    0
          66 ,                18668 ,                18883 ,                27983 ,                    0 ,                    0 ,                    0
          67 ,                18667 ,                18882 ,                27986 ,                    0 ,                    0 ,                    0
          68 ,                18670 ,                18885 ,                27980 ,                    0 ,                    0 ,                    0
          69 ,                18688 ,                18903 ,                27944 ,                    0 ,                    0 ,                    0
          70 ,                18692 ,                18907 ,                27936 ,                    0 ,                    0 ,                    0
          71 ,                18677 ,                18893 ,                27965 ,                    0 ,                    0 ,                    0
          72 ,                18661 ,                18876 ,                27997 ,                    0 ,                    0 ,                    0
          73 ,                18707 ,                18922 ,                27905 ,                    0 ,                    0 ,                    0
          74 ,                18716 ,                18932 ,                27887 ,                    0 ,                    0 ,                    0
          75 ,                18723 ,                18938 ,                27873 ,                    0 ,                    0 ,                    0
          76 ,                18716 ,                18932 ,                27887 ,                    0 ,                    0 ,                    0
          77 ,                18714 ,                18929 ,                27892 ,                    0 ,                    0 ,                    0
          78 ,                18675 ,                18890 ,                27969 ,                    0 ,                    0 ,                    0
          79 ,                18755 ,                18970 ,                27810 ,                    0 ,                    0 ,                    0
          80 ,                18743 ,                18959 ,                27833 ,                    0 ,                    0 ,                    0
          81 ,                18737 ,                18952 ,                27846 ,                    0 ,                    0 ,                    0
          82 ,                18711 ,                18927 ,                27897 ,                    0 ,                    0 ,                    0
          83 ,                18707 ,                18923 ,                27905 ,                    0 ,                    0 ,                    0
          84 ,                18669 ,                18885 ,                27981 ,                    0 ,                    0 ,                    0
          85 ,                18693 ,                18908 ,                27933 ,                    0 ,                    0 ,                    0
          86 ,                18707 ,                18923 ,                27905 ,                    0 ,                    0 ,                    0
          87 ,                18713 ,                18928 ,                27894 ,                    0 ,                    0 ,                    0
          88 ,                18725 ,                18940 ,                27870 ,                    0 ,                    0 ,                    0
          89 ,                18680 ,                18896 ,                27959 ,                    0 ,                    0 ,                    0
          90 ,                18678 ,                18894 ,                27963 ,                    0 ,                    0 ,                    0
          91 ,                18682 ,                18897 ,                27956 ,                    0 ,                    0 ,                    0
          92 ,                18685 ,                18900 ,                27950 ,                    0 ,                    0 ,                    0
          93 ,                18707 ,                18922 ,                27906 ,                    0 ,                    0 ,                    0
