 Tiempo,  AverEnergy,  AverEnergy^2,  C_v
           1 , -0.11767578125000000      ,   1.3883244991302491E-002 ,   4.4019137472162987E-005
           2 , -0.16208496093749999      ,   2.6339584589004518E-002 ,   8.4012385591099043E-005
           3 , -0.19001464843749999      ,   3.6248546838760373E-002 ,   1.7651880167101253E-004
           4 , -0.20124511718749999      ,   4.0624219179153445E-002 ,   1.5385431764991454E-004
           5 , -0.21523437500000001      ,   4.6399807929992674E-002 ,   9.1323153407637253E-005
           6 , -0.22470703124999999      ,   5.0516998767852782E-002 ,   2.9319600692763195E-005
           7 , -0.23061523437500001      ,   5.3227484226226807E-002 ,   5.4441856682385481E-005
           8 , -0.23779296875000000      ,   5.6648349761962889E-002 ,   1.2697997930786017E-004
           9 , -0.24245605468750001      ,   5.8924347162246704E-002 ,   1.7210952932507652E-004
          10 , -0.25039062499999998      ,   6.2809300422668454E-002 ,   1.4053746156776631E-004
          11 , -0.25671386718750000      ,   6.5979808568954468E-002 ,   9.6048109638147139E-005
          12 , -0.26110839843750000      ,   6.8213933706283564E-002 ,   4.4861697024238616E-005
          13 , -0.25935058593749999      ,   6.7322129011154169E-002 ,   7.3336530585315962E-005
          14 , -0.26447753906249999      ,   6.9968932867050165E-002 ,   2.5387901402994093E-005
          15 , -0.26726074218750001      ,   7.1511512994766241E-002 ,   1.0272677382566611E-004
          16 , -0.26938476562500002      ,   7.2646880149841303E-002 ,   9.7195315176719854E-005
          17 , -0.27170410156250002      ,   7.3916476964950559E-002 ,   1.1525699570589136E-004
          18 , -0.27458496093750001      ,   7.5482600927352900E-002 ,   1.0580266808565971E-004
          19 , -0.27280273437500002      ,   7.4508953094482425E-002 ,   1.0817434444929557E-004
          20 , -0.27766113281249999      ,   7.7189332246780401E-002 ,   1.1558960436753545E-004
          21 , -0.27900390624999999      ,   7.7902638912200922E-002 ,   7.3406437273039970E-005
          22 , -0.28356933593750000      ,   8.0522280931472776E-002 ,   1.3668229170455616E-004
          23 , -0.28085937500000002      ,   7.8999185562133784E-002 ,   1.4468771123913977E-004
          24 , -0.27956542968749998      ,   7.8254789113998413E-002 ,   1.2093783390861513E-004
          25 , -0.28232421875000002      ,   7.9812037944793704E-002 ,   1.2972032146676651E-004
          26 , -0.27956542968749998      ,   7.8276175260543826E-002 ,   1.4734048607346607E-004
          27 , -0.28405761718750000      ,   8.0767756700515753E-002 ,   9.7563980972033192E-005
          28 , -0.28264160156250001      ,   7.9984754323959351E-002 ,   1.2157950371594676E-004
          29 , -0.28198242187500000      ,   7.9682171344757080E-002 ,   2.0751248356987162E-004
          30 , -0.28422851562500001      ,   8.0884385108947757E-002 ,   1.2164941040367076E-004
          31 , -0.28625488281250000      ,   8.2060140371322629E-002 ,   1.4602771206390853E-004
          32 , -0.28747558593750000      ,   8.2801133394241333E-002 ,   1.9619863805608873E-004
          33 , -0.29023437499999999      ,   8.4280717372894290E-002 ,   5.5215981266492953E-005
          34 , -0.28933105468749998      ,   8.3812385797500610E-002 ,   1.2336617148230513E-004
          35 , -0.28496093750000001      ,   8.1277024745941159E-002 ,   9.1714630858907143E-005
          36 , -0.28342285156250002      ,   8.0388790369033819E-002 ,   7.4416772875650672E-005
          37 , -0.28630371093750001      ,   8.2048612833023074E-002 ,   9.7281410781634015E-005
          38 , -0.28505859374999998      ,   8.1390416622161871E-002 ,   1.6298118762764544E-004
          39 , -0.29135742187500002      ,   8.4950137138366702E-002 ,   7.5296125421271342E-005
          40 , -0.29116210937499998      ,   8.4842514991760251E-002 ,   8.2890199288114508E-005
          41 , -0.28969726562499998      ,   8.4026896953582758E-002 ,   1.2640895204811547E-004
          42 , -0.29069824218750001      ,   8.4555453062057501E-002 ,   6.1709944626419500E-005
          43 , -0.29233398437500002      ,   8.5571610927581782E-002 ,   1.3883026666744434E-004
          44 , -0.29409179687499998      ,   8.6590254306793207E-002 ,   1.2378929090802384E-004
          45 , -0.29018554687499998      ,   8.4370553493499756E-002 ,   2.0111344613328298E-004
          46 , -0.29011230468749999      ,   8.4266334772109985E-002 ,   1.2492030752945781E-004
          47 , -0.29023437499999999      ,   8.4358084201812747E-002 ,   1.5073059249829911E-004
          48 , -0.28947753906250001      ,   8.3908373117446894E-002 ,   1.3719445017462364E-004
          49 , -0.29572753906249999      ,   8.7628525495529172E-002 ,   2.1450388820248701E-004
          50 , -0.29257812500000002      ,   8.5829913616180420E-002 ,   2.8142519243400707E-004
          51 , -0.29541015625000000      ,   8.7413227558135992E-002 ,   1.8032981994196693E-004
          52 , -0.28884277343749998      ,   8.3533495664596558E-002 ,   1.2759000714077722E-004
          53 , -0.28959960937500001      ,   8.3939301967620852E-002 ,   8.8108917491912920E-005
          54 , -0.28671875000000002      ,   8.2273566722869867E-002 ,   8.1389045151624196E-005
          55 , -0.29104003906249998      ,   8.4917432069778448E-002 ,   2.6312067814753166E-004
          56 , -0.28881835937500000      ,   8.3503448963165278E-002 ,   1.0790649145632639E-004
          57 , -0.28869628906250000      ,   8.3494645357131955E-002 ,   1.8407166738505166E-004
          58 , -0.28908691406249998      ,   8.3639580011367801E-002 ,   8.4365598329102297E-005
          59 , -0.29160156250000002      ,   8.5325741767883295E-002 ,   3.6329696166090725E-004
