Temp,B-Field, AverMagnetization, AverMagnetization^2, Suceptibility, Cumulant,AverEnergy, AverEnergy^2, C_v
   1.00000000     ,   3.46499979E-02 ,   3.4635541381835937E-002 ,   1.2034089344507084E-003 ,   3.7882076378387922E-006 ,  0.66247548085964847      ,  -2.0006000005981983      ,   4.0024003635303238      ,   1.1368124219757192E-009
   1.00000000     ,   3.71249989E-02 ,   3.7110365600585934E-002 ,   1.3810117915435693E-003 ,   3.8325565344175631E-006 ,  0.66297254665708572      ,  -2.0006888632141600      ,   4.0027559287096244      ,   1.3204566329250156E-009
   1.00000000     ,   3.95999998E-02 ,   3.9570050659179686E-002 ,   1.5696068369830027E-003 ,   3.8179278129561647E-006 ,  0.66342780145521618      ,  -2.0007834849350536      ,   4.0031345550855555      ,   1.4966978767461114E-009
   1.00000000     ,   4.20750007E-02 ,   4.2054374084472657E-002 ,   1.7723686248925514E-003 ,   3.7982452557861184E-006 ,  0.66381166842978678      ,  -2.0008847792975595      ,   4.0035399017055120      ,   1.6808687774982900E-009
   1.00000000     ,   4.45500016E-02 ,   4.4525583572387693E-002 ,   1.9863281967310467E-003 ,   3.8006042693658655E-006 ,  0.66411727768081386      ,  -2.0009918060832010      ,   4.0039682098979839      ,   1.8858727912629547E-009
   1.00000000     ,   4.70249988E-02 ,   4.6979835052490232E-002 ,   2.2109297148056794E-003 ,   3.8248132464896098E-006 ,  0.66436207842525696      ,  -2.0011046749611241      ,   4.0044199222659564      ,   2.1146906448166192E-009
   1.00000000     ,   4.94999997E-02 ,   4.9463019256591800E-002 ,   2.4504316218302118E-003 ,   3.8413478522405890E-006 ,  0.66457785083102816      ,  -2.0012242094435404      ,   4.0048983388157335      ,   2.3528103909598030E-009
   1.00000000     ,   5.19750006E-02 ,   5.1929677810668942E-002 ,   2.7004873972252246E-003 ,   3.7959597053421196E-006 ,  0.66479367901389907      ,  -2.0013494601092372      ,   4.0053996640435781      ,   2.5640431999818247E-009
   1.00000000     ,   5.44499978E-02 ,   5.4390565948486326E-002 ,   2.9621947117231318E-003 ,   3.8610475264918252E-006 ,  0.66493002136574564      ,  -2.0014807841123718      ,   4.0059253320329571      ,   2.8618822867088056E-009
   1.00000000     ,   5.69249988E-02 ,   5.6865469360351563E-002 ,   3.2374828354222699E-003 ,   3.8012298491873174E-006 ,  0.66510213545101349      ,  -2.0016184720870593      ,   4.0064765108793656      ,   3.0792319805073021E-009
   1.00000000     ,   5.93999997E-02 ,   5.9327169952392581E-002 ,   3.5235088639135937E-003 ,   3.7957693535205748E-006 ,  0.66523113777539344      ,  -2.0017620193691577      ,   4.0070511855372075      ,   3.3483198436101702E-009
   1.00000000     ,   6.18750006E-02 ,   6.1796507797241211E-002 ,   3.8225793656840690E-003 ,   3.7709897495749947E-006 ,  0.66535225405685350      ,  -2.0019117694133231      ,   4.0076507361250080      ,   3.6094256472551933E-009
   1.00000000     ,   6.43500015E-02 ,   6.4258053283691413E-002 ,   4.1328780549799559E-003 ,   3.7806431702307186E-006 ,  0.66544751857063889      ,  -2.0020675627570510      ,   4.0082745297575473      ,   3.9135885643304391E-009
   1.00000000     ,   6.68250024E-02 ,   6.6718237762451171E-002 ,   4.4551695128111166E-003 ,   3.8462626841513983E-006 ,  0.66551624048251656      ,  -2.0022292202178056      ,   4.0089218545879595      ,   4.2939580779943753E-009
   1.00000000     ,   6.92999959E-02 ,   6.9189028472900385E-002 ,   4.7909276358329223E-003 ,   3.8059748091023166E-006 ,  0.66560835721638101      ,  -2.0023974613613631      ,   4.0095955978361051      ,   4.5696735284650458E-009
   1.00000000     ,   7.17749968E-02 ,   7.1652200164794927E-002 ,   5.1378095069783743E-003 ,   3.7717185225362437E-006 ,  0.66568830430479031      ,  -2.0025714168847526      ,   4.0102922845815607      ,   4.8577550870732011E-009
   1.00000000     ,   7.42499977E-02 ,   7.4108483276367182E-002 ,   5.4958758995402607E-003 ,   3.8086060166666463E-006 ,  0.66574284727810840      ,  -2.0027513408274054      ,   4.0110129384357851      ,   5.2498148050972304E-009
   1.00000000     ,   7.67249987E-02 ,   7.6570693511962884E-002 ,   5.8668435281480193E-003 ,   3.7724232450639730E-006 ,  0.66580968824010123      ,  -2.0029374434635536      ,   4.0117584079799027      ,   5.5515867458666435E-009
   1.00000000     ,   7.91999996E-02 ,   7.9034883804321290E-002 ,   6.2502840138791366E-003 ,   3.7711559165692216E-006 ,  0.66586253667785811      ,  -2.0031297182438896      ,   4.0125286740255843      ,   5.9137397201425301E-009
   1.00000000     ,   8.16750005E-02 ,   8.1489377746582034E-002 ,   6.6443282151711176E-003 ,   3.8095296459785682E-006 ,  0.66590213785937036      ,  -2.0033278246086628      ,   4.0133223792041983      ,   6.3529208560453299E-009
   1.00000000     ,   8.41500014E-02 ,   8.3968433990478514E-002 ,   7.0544619001203686E-003 ,   3.7639933070212142E-006 ,  0.66595553050989464      ,  -2.0035329104377397      ,   4.0141441298704290      ,   6.6633090156642538E-009
   1.00000000     ,   8.66250023E-02 ,   8.6412913589477544E-002 ,   7.4709727826231392E-003 ,   3.7811476006266095E-006 ,  0.66599211032056238      ,  -2.0037427636051630      ,   4.0149850697934486      ,   7.0933925400140652E-009
   1.00000000     ,   8.91000032E-02 ,   8.8843213195800783E-002 ,   7.8968829638941685E-003 ,   3.7664329396586149E-006 ,  0.66603087942657402      ,  -2.0039579599964181      ,   4.0158475129083548      ,   7.4753492285140055E-009
   1.00000000     ,   9.15749967E-02 ,   9.1329729690551753E-002 ,   8.3449024483602269E-003 ,   3.7829230109757278E-006 ,  0.66606245117446106      ,  -2.0041818208135287      ,   4.0167447788102200      ,   7.9307884703894160E-009
   1.00000000     ,   9.40499976E-02 ,   9.3770251159667972E-002 ,   8.7966388185205871E-003 ,   3.7788159733750937E-006 ,  0.66609417360058254      ,  -2.0044095428056545      ,   4.0176576236466950      ,   8.3563218566951036E-009
   1.00000000     ,   9.65249985E-02 ,   9.6223296432495123E-002 ,   9.2627264360309342E-003 ,   3.8036596951059737E-006 ,  0.66611923335372591      ,  -2.0046440399633667      ,   4.0185977358203528      ,   8.8597049696659269E-009
   1.00000000     ,   9.89999995E-02 ,   9.8678436584472659E-002 ,   9.7411964232265013E-003 ,   3.7625764707088782E-006 ,  0.66615164474852206      ,  -2.0048845814816469      ,   4.0195621942822806      ,   9.2194420986402292E-009
   1.00000000     ,  0.102475002     ,  0.10212638320922851      ,   1.0433560105644866E-002 ,   3.7619582466744128E-006 ,  0.66618597207528485      ,  -2.0052327625700075      ,   4.0209584419599471      ,   9.8758032862633627E-009
   1.00000000     ,  0.104950003     ,  0.10457437255859375      ,   1.0939554401516215E-002 ,   3.7550054926491216E-006 ,  0.66620907335960156      ,  -2.0054875376469270      ,   4.0219802739968538      ,   1.0339719302976391E-008
   1.00000000     ,  0.107425004     ,  0.10702139335632324      ,   1.1457328390186303E-002 ,   3.7497542574350951E-006 ,  0.66623030833883146      ,  -2.0057484512066290      ,   4.0230268603361576      ,   1.0818366646958566E-008
   1.00000000     ,  0.109899998     ,  0.10946043800354004      ,   1.1985351811111322E-002 ,   3.7643231844894376E-006 ,  0.66624791856881260      ,  -2.0060148509430218      ,   4.0240955935707010      ,   1.1366746655028237E-008
   1.00000000     ,  0.112374999     ,  0.11190430900573731      ,   1.2526359395376057E-002 ,   3.7850213245177455E-006 ,  0.66626387436707102      ,  -2.0062875582615152      ,   4.0251897783845862      ,   1.1949633282881678E-008
   1.00000000     ,  0.114850000     ,  0.11434036949157715      ,   1.3077464797221473E-002 ,   3.7447017510860298E-006 ,  0.66628485849178598      ,  -2.0065659982478694      ,   4.0263071176730252      ,   1.2348556843733149E-008
   1.00000000     ,  0.117325000     ,  0.11677779678344727      ,   1.3640806822779123E-002 ,   3.7530011830159277E-006 ,  0.66629990307834230      ,  -2.0068504148810629      ,   4.0274486006234369      ,   1.2915142733049834E-008
   1.00000000     ,  0.119800001     ,  0.11923643905639648      ,   1.4221124501950108E-002 ,   3.7961031003549972E-006 ,  0.66631085707534354      ,  -2.0071422681122262      ,   4.0286200980631381      ,   1.3620446104312123E-008
   1.00000000     ,  0.122275002     ,  0.12166367439270019      ,   1.4805814889124013E-002 ,   3.7652223910406707E-006 ,  0.66632764226467245      ,  -2.0074381529752796      ,   4.0298079520943224      ,   1.4073520127055872E-008
   1.00000000     ,  0.124750003     ,  0.12410992370605468      ,   1.5407021091636270E-002 ,   3.7479293135550540E-006 ,  0.66634232056868270      ,  -2.0077414172202070      ,   4.0310256130030382      ,   1.4581632790111598E-008
   1.00000000     ,  0.127224997     ,  0.12654595672607422      ,   1.6017640034633223E-002 ,   3.7608709157754827E-006 ,  0.66635364383943418      ,  -2.0080498997483800      ,   4.0322644150976910      ,   1.5218211579792751E-008
   1.00000000     ,  0.129700005     ,  0.12897513122558593      ,   1.6638335254101549E-002 ,   3.7507794444398279E-006 ,  0.66636614821089202      ,  -2.0083641010342981      ,   4.0335263780975659      ,   1.5774261896694952E-008
   1.00000000     ,  0.132174999     ,  0.13141837860107422      ,   1.7274552661043125E-002 ,   3.7624269078433137E-006 ,  0.66637623592743800      ,  -2.0086851100404126      ,   4.0348158877304430      ,   1.6432378124875413E-008
   1.00000000     ,  0.134649992     ,  0.13384199043273926      ,   1.7917424433790730E-002 ,   3.7460307932626891E-006 ,  0.66638794343941643      ,  -2.0090109790520536      ,   4.0361251309311355      ,   1.6979444517062348E-008
   1.00000000     ,  0.137125000     ,  0.13627346977233887      ,   1.8574176718310336E-002 ,   3.7181545177802922E-006 ,  0.66639976692744596      ,  -2.0093432508109279      ,   4.0374603170579402      ,   1.7478512859270268E-008
   1.00000000     ,  0.139600009     ,  0.13869712631225586      ,   1.9240624911881752E-002 ,   3.7320646038944971E-006 ,  0.66640802918829622      ,  -2.0096809942168452      ,   4.0388177166992740      ,   1.8182866767801897E-008
   1.00000000     ,  0.142075002     ,  0.14112015548706056      ,   1.9918641446908004E-002 ,   3.7431622158558275E-006 ,  0.66641611281696345      ,  -2.0100248274058758      ,   4.0401998256773162      ,   1.8889295461121947E-008
   1.00000000     ,  0.144549996     ,  0.14354189239501952      ,   2.0608001187238843E-002 ,   3.7263148954802539E-006 ,  0.66642556136661590      ,  -2.0103744282178226      ,   4.0416053610976297      ,   1.9465492329118206E-008
   1.00000000     ,  0.147025004     ,  0.14597069969177245      ,   2.1311160278441967E-002 ,   3.7151099363461060E-006 ,  0.66643427155897050      ,  -2.0107306789681201      ,   4.0430378834206184      ,   2.0077020934650136E-008
   1.00000000     ,  0.149499997     ,  0.14838236763000490      ,   2.2021048446480999E-002 ,   3.7214229950746636E-006 ,  0.66644137675420900      ,  -2.0110915740558690      ,   4.0444893400321114      ,   2.0793598842772099E-008
   1.00000000     ,  0.151975006     ,  0.15081825057983397      ,   2.2749877411478665E-002 ,   3.7327035170738043E-006 ,  0.66644791672733206      ,  -2.0114603641102016      ,   4.0459728179396564      ,   2.1553312024025217E-008
   1.00000000     ,  0.154449999     ,  0.15324379386901854      ,   2.3487347720325343E-002 ,   3.6873609550978903E-006 ,  0.66645736816776369      ,  -2.0118342473633839      ,   4.0474770608542405      ,   2.1990047116560163E-008
   1.00000000     ,  0.156924993     ,  0.15564267326354980      ,   2.4228361550588742E-002 ,   3.7198099646224003E-006 ,  0.66646201045081943      ,  -2.0122121792530296      ,   4.0489978772348341      ,   2.2900607632436731E-008
   1.00000000     ,  0.159400001     ,  0.15806145057678223      ,   2.4987109095757479E-002 ,   3.6869373209076628E-006 ,  0.66646994503659140      ,  -2.0125974965256335      ,   4.0505487064411430      ,   2.3419895356369125E-008
   1.00000000     ,  0.161875010     ,  0.16048932106018066      ,   2.5760552436451544E-002 ,   3.7302620937984532E-006 ,  0.66647364082105676      ,  -2.0129895360180616      ,   4.0521268965545287      ,   2.4436317858089751E-008
   1.00000000     ,  0.164350003     ,  0.16289132713317872      ,   2.6537329812554526E-002 ,   3.7453573462804812E-006 ,  0.66647847913022462      ,  -2.0133855974791288      ,   4.0537215894274858      ,   2.5291097216495473E-008
   1.00000000     ,  0.166824996     ,  0.16529896598815919      ,   2.7327455839261529E-002 ,   3.7076825069211339E-006 ,  0.66648579729204505      ,  -2.0137879351779358      ,   4.0553418736650793      ,   2.5796865088523191E-008
   1.00000000     ,  0.169299990     ,  0.16769813247680665      ,   2.8126368765250081E-002 ,   3.7051290414889804E-006 ,  0.66649104279355387      ,  -2.0141956535672283      ,   4.0569841573989178      ,   2.6549804132969257E-008
   1.00000000     ,  0.171774998     ,  0.17011025642395020      ,   2.8941214250828490E-002 ,   3.7149102064017170E-006 ,  0.66649552374120247      ,  -2.0146102836325608      ,   4.0586546223214821      ,   2.7403415536753073E-008
   1.00000000     ,  0.174250007     ,  0.17251095970153810      ,   2.9763712720677141E-002 ,   3.6815035314406719E-006 ,  0.66650175236330078      ,  -2.0150300282222582      ,   4.0603460425831743      ,   2.7945779912386115E-008
   1.00000000     ,  0.176725000     ,  0.17489813987731934      ,   3.0593049486129894E-002 ,   3.6901535835354160E-006 ,  0.66650583748508274      ,  -2.0154544290788516      ,   4.0620565845059033      ,   2.8812343622064418E-008
   1.00000000     ,  0.179199994     ,  0.17731897422790527      ,   3.1445734747717509E-002 ,   3.7161264809792982E-006 ,  0.66650909681820236      ,  -2.0158878444134718      ,   4.0638038310875286      ,   2.9833534753720414E-008
   1.00000000     ,  0.181675002     ,  0.17970440887451172      ,   3.2297354446144309E-002 ,   3.6798772066193308E-006 ,  0.66651474804361155      ,  -2.0163238954022300      ,   4.0655620815344822      ,   3.0364459391307719E-008
   1.00000000     ,  0.184150010     ,  0.18209302757263185      ,   3.3161584345559242E-002 ,   3.7136549919797313E-006 ,  0.66651734593967160      ,  -2.0167662842006844      ,   4.0673462765723301      ,   3.1483694762357572E-008
   1.00000000     ,  0.186625004     ,  0.18448891250610353      ,   3.4039857830153779E-002 ,   3.6989924690547515E-006 ,  0.66652178636166326      ,  -2.0172151220001289      ,   4.0691568806337033      ,   3.2207708500209264E-008
   1.00000000     ,  0.189099997     ,  0.18688092506408691      ,   3.4928170838069053E-002 ,   3.6906852601895079E-006 ,  0.66652577691254700      ,  -2.0176695232519579      ,   4.0709903380535932      ,   3.2993810350490094E-008
   1.00000000     ,  0.191574991     ,  0.18925092933654786      ,   3.5819602772278594E-002 ,   3.6885175315609642E-006 ,  0.66652938343708690      ,  -2.0181278781585790      ,   4.0728401664438811      ,   3.3843033264702171E-008
   1.00000000     ,  0.194049999     ,  0.19165607864379883      ,   3.6735725065140286E-002 ,   3.6725840222850969E-006 ,  0.66653335572060091      ,  -2.0185953670573857      ,   4.0747272904785596      ,   3.4573018226069507E-008
   1.00000000     ,  0.196525007     ,  0.19403311851501465      ,   3.7652525331590442E-002 ,   3.6742509287243652E-006 ,  0.66653653606120666      ,  -2.0190661887083365      ,   4.0766283098621727      ,   3.5476964477254569E-008
   1.00000000     ,  0.199000001     ,  0.19640679710388184      ,   3.8579265434000989E-002 ,   3.6354853955797295E-006 ,  0.66654101171062918      ,  -2.0195424646987736      ,   4.0785518027136272      ,   3.5992029800979708E-008
  0.500000000     ,   2.47499999E-03 ,   4.9514685821533200E-003 ,   2.8350885299150833E-005 ,   7.6676883581988442E-006 ,  0.49887249652915044      ,  -2.0000060676002067      ,   4.0000242704434790      ,   2.3344881583398092E-011
  0.500000000     ,   4.94999997E-03 ,   9.8865137481689448E-003 ,   1.0155515977821778E-004 ,   7.6240113709684506E-006 ,  0.61758843243735240      ,  -2.0000244693515570      ,   4.0000978780283774      ,   9.3599794581677997E-011
  0.500000000     ,   7.42499996E-03 ,   1.4851370239257812E-002 ,   2.2438260719995014E-004 ,   7.6388184328749897E-006 ,  0.64415044556490508      ,  -2.0000550757404785      ,   4.0002203060481447      ,   2.1157475771360623E-010
  0.500000000     ,   9.89999995E-03 ,   1.9803980255126953E-002 ,   3.9598780753556640E-004 ,   7.5803471802164115E-006 ,  0.65395717947681875      ,  -2.0000980306239580      ,   4.0003921321985390      ,   3.7081449022480228E-010
  0.500000000     ,   1.23749999E-02 ,   2.4756679992675782E-002 ,   6.1671601895708591E-004 ,   7.6456293946652095E-006 ,  0.65843022695272979      ,  -2.0001531223174425      ,   4.0006125128623671      ,   5.8461324670133763E-010
  0.500000000     ,   1.48499999E-02 ,   2.9689296188354492E-002 ,   8.8525969996990170E-004 ,   7.6107836201222585E-006 ,  0.66094717087145205      ,  -2.0002205029317950      ,   4.0008820605587001      ,   8.3990769894626283E-010
  0.500000000     ,   1.73249990E-02 ,   3.4642628173828127E-002 ,   1.2039061923359987E-003 ,   7.5890110917769225E-006 ,  0.66247066121931786      ,  -2.0003000904582482      ,   4.0012004521718625      ,   1.1383463061065413E-009
  0.500000000     ,   1.97999999E-02 ,   3.9588616867065426E-002 ,   1.5710611089697340E-003 ,   7.6050470448735773E-006 ,  0.66344297019977050      ,  -2.0003919882367911      ,   4.0015681069746414      ,   1.4907968193256238E-009
  0.500000000     ,   2.22750008E-02 ,   4.4523413238525392E-002 ,   1.9861554545164109E-003 ,   7.6422562158258781E-006 ,  0.66410497097975685      ,  -2.0004958788695366      ,   4.0019837618481882      ,   1.8967547532611206E-009
  0.500000000     ,   2.47499999E-02 ,   4.9467595825195311E-002 ,   2.4508434432069771E-003 ,   7.6008129641933278E-006 ,  0.66460109600538742      ,  -2.0006122239098962      ,   4.0024492710396204      ,   2.3276776062175486E-009
  0.500000000     ,   2.72249989E-02 ,   5.4406123886108396E-002 ,   2.9638104381592713E-003 ,   7.5682436973933259E-006 ,  0.66496539641039298      ,  -2.0007406038387465      ,   4.0029629645500640      ,   2.8041284849678050E-009
  0.500000000     ,   2.96999998E-02 ,   5.9331685409545899E-002 ,   3.5240533906716154E-003 ,   7.6089942685868273E-006 ,  0.66522839741569872      ,  -2.0008810135981312      ,   4.0035248314161915      ,   3.3548275268913130E-009
  0.500000000     ,   3.21750008E-02 ,   6.4258869171142582E-002 ,   4.1329666560853363E-003 ,   7.5287778626351165E-006 ,  0.66545241861387017      ,  -2.0010337666168740      ,   4.0041361361150374      ,   3.8964920179296314E-009
  0.500000000     ,   3.46499979E-02 ,   6.9186910400390628E-002 ,   4.7906280113256070E-003 ,   7.5988811478518853E-006 ,  0.66560975892297902      ,  -2.0011986025161530      ,   4.0047958478529528      ,   4.5613965937718604E-009
  0.500000000     ,   3.71249989E-02 ,   7.4116825408935549E-002 ,   5.4971172503975683E-003 ,   7.6268833978671707E-006 ,  0.66574204272331228      ,  -2.0013757976712814      ,   4.0055050848184077      ,   5.2562008079348743E-009
  0.500000000     ,   3.95999998E-02 ,   7.9020156631469732E-002 ,   6.2479704882955414E-003 ,   7.5706684670630991E-006 ,  0.66585899519655967      ,  -2.0015645949716059      ,   4.0062608293278341      ,   5.9359415160997742E-009
  0.500000000     ,   4.20750007E-02 ,   8.3949641952514642E-002 ,   7.0513321495702256E-003 ,   7.5795312296390166E-006 ,  0.66595012064242387      ,  -2.0017661517904397      ,   4.0070677281313865      ,   6.7099215073085361E-009
  0.500000000     ,   4.45500016E-02 ,   8.8862164688110354E-002 ,   7.9002638516080335E-003 ,   7.5590771023738290E-006 ,  0.66602909865072291      ,  -2.0019794021421711      ,   4.0079215284764862      ,   7.4998460775077547E-009
  0.500000000     ,   4.70249988E-02 ,   9.3788511657714846E-002 ,   8.8000617310649253E-003 ,   7.5536241912234348E-006 ,  0.66609462788791562      ,  -2.0022052659473721      ,   4.0088259290751438      ,   8.3510265369568515E-009
  0.500000000     ,   4.94999997E-02 ,   9.8675818862915043E-002 ,   9.7407003310666183E-003 ,   7.5662055995968924E-006 ,  0.66614895302273180      ,  -2.0024422259522221      ,   4.0097748705937972      ,   9.2692289399565198E-009
  0.500000000     ,   5.19750006E-02 ,  0.10357901084899902      ,   1.0732364727178938E-002 ,   7.5064774437624826E-006 ,  0.66620062921043322      ,  -2.0026916943784294      ,   4.0107740252672510      ,   1.0139626027694248E-008
  0.500000000     ,   5.44499978E-02 ,  0.10847977714538574      ,   1.1771657750224113E-002 ,   7.5914014231147353E-006 ,  0.66623682447515287      ,  -2.0029533638363275      ,   4.0118221805167495      ,   1.1253959542045777E-008
  0.500000000     ,   5.69249988E-02 ,  0.11334920524597168      ,   1.2851801576521830E-002 ,   7.5184932568327090E-006 ,  0.66627669715068982      ,  -2.0032261387013013      ,   4.0129149658216319      ,   1.2182027830931474E-008
  0.500000000     ,   5.93999997E-02 ,  0.11824268951416016      ,   1.3985077407800127E-002 ,   7.4875685160923078E-006 ,  0.66630983848770198      ,  -2.0035118127049421      ,   4.0140595869503954      ,   1.3208609317416631E-008
  0.500000000     ,   6.18750006E-02 ,  0.12313806739807129      ,   1.5166737282871618E-002 ,   7.5072806793412272E-006 ,  0.66633672924654608      ,  -2.0038095234747506      ,   4.0152526099606121      ,   1.4370019840725945E-008
  0.500000000     ,   6.43500015E-02 ,  0.12799799552917482      ,   1.6387251323745005E-002 ,   7.5289285166937892E-006 ,  0.66636035501241775      ,  -2.0041183956845297      ,   4.0164905478181572      ,   1.5588096147212127E-008
  0.500000000     ,   6.68250024E-02 ,  0.13286097640991210      ,   1.7655765212036205E-002 ,   7.4523188819744512E-006 ,  0.66638530755293246      ,  -2.0044392115965062      ,   4.0177765571449147      ,   1.6637166311284091E-008
  0.500000000     ,   6.92999959E-02 ,  0.13771670547485351      ,   1.8969644724307583E-002 ,   7.5075149200687363E-006 ,  0.66640284350677137      ,  -2.0047719472712431      ,   4.0191105650728884      ,   1.8028625703436774E-008
  0.500000000     ,   7.17749968E-02 ,  0.14257625106811522      ,   2.0331712040947750E-002 ,   7.4493446190482260E-006 ,  0.66642243017573555      ,  -2.0051167023276086      ,   4.0204929947503203      ,   1.9188703959116538E-008
  0.500000000     ,   7.42499977E-02 ,  0.14741290451049804      ,   2.1734290537128692E-002 ,   7.4522418149550185E-006 ,  0.66643811115270712      ,  -2.0054727712058429      ,   4.0219210411839539      ,   2.0543645007364830E-008
  0.500000000     ,   7.67249987E-02 ,  0.15225095451354981      ,   2.3184093389624613E-002 ,   7.4804786752008523E-006 ,  0.66645158418212924      ,  -2.0058407277071395      ,   4.0233970304334399      ,   2.2018930678768811E-008
  0.500000000     ,   7.91999996E-02 ,  0.15708365951538086      ,   2.4679009808894481E-002 ,   7.4674443007530233E-006 ,  0.66646496861882287      ,  -2.0062204462562758      ,   4.0249204848317879      ,   2.3420231087811771E-008
  0.500000000     ,   8.16750005E-02 ,  0.16191215080261231      ,   2.6219252082612946E-002 ,   7.4150101701461746E-006 ,  0.66647814547944506      ,  -2.0066120917201791      ,   4.0264920928207770      ,   2.4732578651764925E-008
  0.500000000     ,   8.41500014E-02 ,  0.16673309875488282      ,   2.7803638735245915E-002 ,   7.4250296808187066E-006 ,  0.66648867255887689      ,  -2.0070152319159540      ,   4.0281101477151653      ,   2.6290059906841634E-008
  0.500000000     ,   8.66250023E-02 ,  0.17153249626159667      ,   2.9427098147038488E-002 ,   7.4017466076270466E-006 ,  0.66649897787176748      ,  -2.0074295097507751      ,   4.0297732435612570      ,   2.7772077970666942E-008
  0.500000000     ,   8.91000032E-02 ,  0.17634112785339356      ,   3.1099869371087406E-002 ,   7.3519969610233438E-006 ,  0.66650907000122639      ,  -2.0078559870209856      ,   4.0314856719119341      ,   2.9183670591237387E-008
  0.500000000     ,   9.15749967E-02 ,  0.18112394874572754      ,   3.2809574948137743E-002 ,   7.3802777856152302E-006 ,  0.66651668624586291      ,  -2.0082932748088389      ,   4.0332418853784704      ,   3.0944239171049048E-008
  0.500000000     ,   9.40499976E-02 ,  0.18591054145812988      ,   3.4566433023806312E-002 ,   7.4071971025713168E-006 ,  0.66652381809323047      ,  -2.0087424367584332      ,   4.0350461854240143      ,   3.2759224666278897E-008
  0.500000000     ,   9.65249985E-02 ,  0.19068770904541016      ,   3.6365482341934693E-002 ,   7.3599218953918077E-006 ,  0.66653173784740938      ,  -2.0092031321274160      ,   4.0368972347224652      ,   3.4287385375364465E-008
  0.500000000     ,   9.89999995E-02 ,  0.19544722511291504      ,   3.8203301551644107E-002 ,   7.3674946112350925E-006 ,  0.66653810044047712      ,  -2.0096746354063870      ,   4.0387921492219698      ,   3.6104701450767607E-008
  0.500000000     ,  0.102475002     ,  0.20212064216613770      ,   4.0856407082527295E-002 ,   7.3061857508299743E-006 ,  0.66654742608074113      ,  -2.0103562207687058      ,   4.0415321439741927      ,   3.8363037191402327E-008
  0.500000000     ,  0.104950003     ,  0.20687702835083008      ,   4.2801750677814707E-002 ,   7.2916370891101812E-006 ,  0.66655310356854414      ,  -2.0108558670120011      ,   4.0435413279358441      ,   4.0157029701504143E-008
