 Alfa,posDsty,Temperatura,Energia,Cv,magnetANTI,SusceptAnti,cumulantAnti,magnetFerro,SusceptFerro,cumulantFerro
 -0.990000010     ,  0.500000000     ,   2.10000016E-03 ,  -2.0000000000000000      ,   0.00000000     ,   0.0000000000000000      ,   0.00000000     ,              NaN ,   1.0000000000000000      ,   0.00000000     ,  0.666666687    
 -0.990000010     ,  0.500000000     ,   4.10000002E-03 ,  -1.9999976987522234      ,   3.46783213E-06 ,   1.0674999999999780E-004 ,   3.12907177E-05 ,  -3.72951698     ,  0.99988324768543246      ,   3.74541996E-05 ,  0.666666448    
 -0.990000010     ,  0.500000000     ,   6.09999988E-03 ,  -1.9999354400617697      ,   4.66636593E-05 ,   1.4196250000000762E-003 ,   2.58884626E-04 , -0.146048576     ,  0.99662186337709424      ,   8.38163192E-04 ,  0.666659832    
 -0.990000010     ,  0.500000000     ,   8.10000021E-03 ,  -1.9996135291185835      ,   1.73049542E-04 ,   3.4488749999999754E-003 ,   8.81147222E-04 ,  -1.39466198E-02 ,  0.97787987837195400      ,   5.93984080E-03 ,  0.666599870    
 -0.990000010     ,  0.500000000     ,   1.01000005E-02 ,  -1.9986520050355419      ,   4.69002611E-04 ,   5.9146249999997664E-003 ,   2.00001779E-03 ,   1.31384807E-03 ,  0.90422862464785581      ,   5.69156334E-02 ,  0.665754437    
 -0.990000010     ,  0.500000000     ,   1.20999999E-02 ,  -1.9959017801583718      ,   6.90128247E-04 ,   9.0459999999996342E-003 ,   3.90032632E-03 ,   6.49571791E-03 ,  0.22065374990340789      ,   1.90744531     ,  0.192015514    
 -0.990000010     ,  0.500000000     ,   1.41000003E-02 ,  -1.9944885065061762      ,   3.17602418E-04 ,   1.0614249999999643E-002 ,   4.70495597E-03 ,  -3.07344515E-02 ,   8.8842749962327064E-002 ,  0.301557958     ,   3.26595977E-02
 -0.990000010     ,  0.500000000     ,   1.61000006E-02 ,  -1.9936971660108633      ,   1.96610665E-04 ,   1.1800749999999667E-002 ,   5.02209505E-03 ,  -9.98117495E-03 ,   5.6261499952361918E-002 ,  0.115991816     ,  -4.06622142E-02
 -0.990000010     ,  0.500000000     ,   1.81000009E-02 ,  -1.9931574802755403      ,   1.38730276E-04 ,   1.2367999999999624E-002 ,   4.80321515E-03 ,   8.97468813E-03 ,   4.6329499953403137E-002 ,   6.72980547E-02 ,   1.56461131E-02
 -0.990000010     ,  0.500000000     ,   2.01000012E-02 ,  -1.9927694668955769      ,   1.09596120E-04 ,   1.2790249999999595E-002 ,   4.65000607E-03 ,  -3.07582524E-02 ,   4.1335749957687219E-002 ,   4.67156135E-02 ,   3.44202407E-02
 -0.990000010     ,  0.500000000     ,   2.21000016E-02 ,  -1.9924736159277188      ,   8.23447335E-05 ,   1.3540874999999512E-002 ,   4.78955777E-03 ,   9.17507801E-03 ,   3.6292124970303846E-002 ,   3.33925299E-02 ,   1.70869138E-02
 -0.990000010     ,  0.500000000     ,   2.41000000E-02 ,  -1.9922373936529951      ,   6.52433446E-05 ,   1.3964124999999496E-002 ,   4.55065817E-03 ,   6.05082698E-03 ,   3.4576874963985753E-002 ,   2.82360408E-02 ,  -1.34996958E-02
 -0.990000010     ,  0.500000000     ,   2.61000004E-02 ,  -1.9920438325876020      ,   5.48569296E-05 ,   1.4258374999999584E-002 ,   4.55356156E-03 ,  -8.32149014E-03 ,   3.2997624946385619E-002 ,   2.45272871E-02 ,  -2.45913919E-02
 -0.990000010     ,  0.500000000     ,   2.81000007E-02 ,  -1.9918772439964698      ,   4.62178796E-05 ,   1.4368624999999488E-002 ,   4.22851276E-03 ,   5.32750087E-03 ,   3.1819624973833560E-002 ,   2.04242244E-02 ,   1.24377152E-02
 -0.990000010     ,  0.500000000     ,   3.01000010E-02 ,  -1.9917389091284010      ,   3.93864029E-05 ,   1.5020499999999498E-002 ,   4.27679252E-03 ,  -5.87120093E-03 ,   3.0288249983522111E-002 ,   1.69519950E-02 ,   2.19259411E-02
 -0.990000010     ,  0.500000000     ,   3.21000032E-02 ,  -1.9916212779905866      ,   3.37469937E-05 ,   1.5342624999999575E-002 ,   4.09580208E-03 ,   2.26379149E-02 ,   2.9315624981513248E-002 ,   1.52832316E-02 ,   2.41404888E-03
 -0.990000010     ,  0.500000000     ,   3.41000035E-02 ,  -1.9915166343403692      ,   3.01096079E-05 ,   1.5444624999999502E-002 ,   3.94190662E-03 ,   1.39588695E-02 ,   2.7962624958320522E-002 ,   1.34594617E-02 ,  -9.45468526E-03
 -0.990000010     ,  0.500000000     ,   3.61000039E-02 ,  -1.9914320719210159      ,   2.60599809E-05 ,   1.5666249999999531E-002 ,   3.79361585E-03 ,   3.68312187E-02 ,   2.7638999992236495E-002 ,   1.18680317E-02 ,   1.52894175E-02
 -0.990000010     ,  0.500000000     ,   3.81000042E-02 ,  -1.9913496857495836      ,   2.30303976E-05 ,   1.5652124999999545E-002 ,   3.67752276E-03 ,   1.00819371E-03 ,   2.7129124979814515E-002 ,   1.09833507E-02 ,   1.25731071E-02
 -0.990000010     ,  0.500000000     ,   4.01000045E-02 ,  -1.9912787183172720      ,   2.11561837E-05 ,   1.6043874999999444E-002 ,   3.66163091E-03 ,  -2.15743650E-02 ,   2.6772374994936399E-002 ,   1.04189767E-02 ,  -1.76409688E-02
 -0.990000010     ,  0.500000000     ,   4.21000049E-02 ,  -1.9912168046263137      ,   1.87954047E-05 ,   1.6061249999999420E-002 ,   3.49426176E-03 ,   6.02249661E-03 ,   2.6432499968144112E-002 ,   9.68382042E-03 ,  -3.20876651E-02
 -0.990000010     ,  0.500000000     ,   4.41000052E-02 ,  -1.9911614246791334      ,   1.65967431E-05 ,   1.6284749999999418E-002 ,   3.43575724E-03 ,   1.73216257E-02 ,   2.5767249986948446E-002 ,   8.48017354E-03 ,   1.58390123E-02
 -0.990000010     ,  0.500000000     ,   4.61000055E-02 ,  -1.9911076634804104      ,   1.52897701E-05 ,   1.6398374999999486E-002 ,   3.28233442E-03 ,   9.64340102E-03 ,   2.5793874984676949E-002 ,   8.16474110E-03 ,  -8.27140734E-03
