 Tiempo InterPos2 InterNeg2 InterPN2
           1                 3700                 8007                13893   2796.9240722656250        2211.1396484375000       0.79056119912700551     
           2                 3720                 8017                13863   2796.9240722656250        2206.3649902343750       0.78885408871579676     
           3                 3724                 8018                13858   2796.9240722656250        2205.5690917968750       0.78856952666944302     
           4                 3692                 7994                13914   2796.9240722656250        2214.4819335937500       0.79175618514374879     
           5                 3727                 8000                13873   2796.9240722656250        2207.9565429687500       0.78942312551953309     
           6                 3719                 7991                13890   2796.9240722656250        2210.6621093750000       0.79039046189919326     
           7                 3723                 8020                13857   2796.9240722656250        2205.4099121093750       0.78851261426017227     
           8                 3718                 8021                13861   2796.9240722656250        2206.0466308593750       0.78874026389725527     
           9                 3718                 8027                13855   2796.9240722656250        2205.0917968750000       0.78839887673060205     
          10                 3727                 8022                13851   2796.9240722656250        2204.4550781250000       0.78817122709351906     
          11                 3732                 8006                13862   2796.9240722656250        2206.2058105468750       0.78879717630652602     
          12                 3712                 8024                13864   2796.9240722656250        2206.5241699218750       0.78891100112506751     
          13                 3717                 8038                13845   2796.9240722656250        2203.5002441406250       0.78782983992686584     
          14                 3722                 8026                13852   2796.9240722656250        2204.6142578125000       0.78822813950278980     
          15                 3712                 8027                13861   2796.9240722656250        2206.0466308593750       0.78874026389725527     
          16                 3733                 8041                13826   2796.9240722656250        2200.4760742187500       0.78674859143969278     
          17                 3722                 8062                13816   2796.9240722656250        2198.8845214843750       0.78617955463595657     
          18                 3706                 8016                13878   2796.9240722656250        2208.7521972656250       0.78970760027691556     
          19                 3720                 8015                13865   2796.9240722656250        2206.6831054687500       0.78896782624536699     
          20                 3710                 8040                13850   2796.9240722656250        2204.2958984375000       0.78811431468424831     
          21                 3703                 8043                13854   2796.9240722656250        2204.9326171875000       0.78834196432133130     
          22                 3705                 8001                13894   2796.9240722656250        2211.2988281250000       0.79061811153627626     
          23                 3706                 7997                13897   2796.9240722656250        2211.7761230468750       0.79078876147511723     
          24                 3736                 8018                13846   2796.9240722656250        2203.6591796875000       0.78788666504716531     
          25                 3708                 8002                13890   2796.9240722656250        2210.6621093750000       0.79039046189919326     
          26                 3724                 8038                13838   2796.9240722656250        2202.3859863281250       0.78743145306197060     
          27                 3699                 8013                13888   2796.9240722656250        2210.3437500000000       0.79027663708065177     
          28                 3726                 7992                13882   2796.9240722656250        2209.3889160156250       0.78993524991399855     
          29                 3715                 8037                13848   2796.9240722656250        2203.9775390625000       0.78800048986570681     
          30                 3722                 7985                13893   2796.9240722656250        2211.1396484375000       0.79056119912700551     
          31                 3720                 8005                13875   2796.9240722656250        2208.2746582031250       0.78953686304910331     
          32                 3717                 8028                13855   2796.9240722656250        2205.0917968750000       0.78839887673060205     
          33                 3716                 8006                13878   2796.9240722656250        2208.7521972656250       0.78970760027691556     
          34                 3716                 8029                13855   2796.9240722656250        2205.0917968750000       0.78839887673060205     
          35                 3715                 8027                13858   2796.9240722656250        2205.5690917968750       0.78856952666944302     
          36                 3729                 8031                13840   2796.9240722656250        2202.7043457031250       0.78754527788051210     
          37                 3705                 8027                13868   2796.9240722656250        2207.1606445312500       0.78913856347317934     
          38                 3707                 8029                13864   2796.9240722656250        2206.5241699218750       0.78891100112506751     
          39                 3715                 8010                13875   2796.9240722656250        2208.2746582031250       0.78953686304910331     
          40                 3733                 8043                13824   2796.9240722656250        2200.1579589843750       0.78663485391012256     
          41                 3719                 8065                13816   2796.9240722656250        2198.8845214843750       0.78617955463595657     
          42                 3712                 8048                13840   2796.9240722656250        2202.7043457031250       0.78754527788051210     
          43                 3711                 7999                13890   2796.9240722656250        2210.6621093750000       0.79039046189919326     
          44                 3713                 8008                13879   2796.9240722656250        2208.9113769531250       0.78976451268618630     
          45                 3696                 8006                13898   2796.9240722656250        2211.9353027343750       0.79084567388438809     
          46                 3712                 8003                13885   2796.9240722656250        2209.8662109375000       0.79010589985283952     
          47                 3727                 7999                13874   2796.9240722656250        2208.1157226562500       0.78948003792880384     
          48                 3706                 8016                13878   2796.9240722656250        2208.7521972656250       0.78970760027691556     
          49                 3710                 8032                13858   2796.9240722656250        2205.5690917968750       0.78856952666944302     
          50                 3706                 8047                13847   2796.9240722656250        2203.8183593750000       0.78794357745643606     
          51                 3738                 8012                13850   2796.9240722656250        2204.2958984375000       0.78811431468424831     
          52                 3703                 8053                13844   2796.9240722656250        2203.3410644531250       0.78777292751759509     
          53                 3730                 8017                13853   2796.9240722656250        2204.7734375000000       0.78828505191206055     
          54                 3721                 7998                13881   2796.9240722656250        2209.2297363281250       0.78987833750472780     
          55                 3715                 7985                13900   2796.9240722656250        2212.2536621093750       0.79095949870292959     
          56                 3703                 8031                13866   2796.9240722656250        2206.8422851562500       0.78902473865463785     
          57                 3727                 8034                13839   2796.9240722656250        2202.5451660156250       0.78748836547124124     
          58                 3710                 8033                13857   2796.9240722656250        2205.4099121093750       0.78851261426017227     
          59                 3715                 8039                13846   2796.9240722656250        2203.6591796875000       0.78788666504716531     
          60                 3730                 8040                13830   2796.9240722656250        2201.1127929687500       0.78697624107677577     
          61                 3719                 8024                13857   2796.9240722656250        2205.4099121093750       0.78851261426017227     
          62                 3700                 8026                13874   2796.9240722656250        2208.1157226562500       0.78948003792880384     
          63                 3729                 8051                13820   2796.9240722656250        2199.5212402343750       0.78640720427303956     
          64                 3717                 8037                13846   2796.9240722656250        2203.6591796875000       0.78788666504716531     
          65                 3712                 8027                13861   2796.9240722656250        2206.0466308593750       0.78874026389725527     
          66                 3703                 8060                13837   2796.9240722656250        2202.2268066406250       0.78737454065269974     
