Temperatura,Energia,Energia2,Cv,magnetFerro,magnetFerro2,magnetFerro4,susceptFerro,cumulantFerro,magnetAnti,magnetAnti2,magnetAnti4,susceptAnti,cumulantAnti 
   2.25000000     ,  -5.5293675000000002      ,   31.313451499999999      ,  0.14608327021309581      ,   3.1118749999999999E-004 ,   2.1810107421875000E-003 ,   1.6073208808898927E-005 ,   9.6929507590063041E-004 , -0.12633015901637790      ,  0.78922024999999996      ,  0.66375524121093754      ,  0.50558083549976351      ,   1.8171839335779698E-002 ,  0.61748064739103614     
   2.25500011     ,  -5.5177895000000001      ,   31.205069500000000      ,  0.14927525986865781      ,   2.4568749999999997E-004 ,   2.2195966796875002E-003 ,   1.6483675956726073E-005 ,   9.8427323269811287E-004 , -0.11528197050483002      ,  0.78366040625000000      ,  0.65603343847656248      ,  0.49680156943798065      ,   1.8585278403129422E-002 ,  0.61522242179386610     
   2.25999999     ,  -5.5019520000000002      ,   31.045833999999999      ,  0.15160901123192477      ,   2.6640624999999999E-005 ,   2.2763032226562501E-003 ,   1.7440058231353759E-005 ,   1.0072135145055550E-003 , -0.12193180525200065      ,  0.77241179687499995      ,  0.64258023486328120      ,  0.48337303451013564      ,   2.0336394475350805E-002 ,  0.60978276393418895     
   2.26195002     ,  -5.4981350000000004      ,   31.007148000000001      ,  0.15199295710893035      ,   2.8125000000000001E-007 ,   2.2965449218750001E-003 ,   1.7765062332153321E-005 ,   1.0152942703404238E-003 , -0.12278239356058651      ,  0.77132537499999998      ,  0.64089879687499995      ,  0.48112394735145569      ,   2.0316966252838867E-002 ,  0.60955774590084799     
   2.26500010     ,  -5.4910924999999997      ,   30.941511500000001      ,  0.15387523661613423      ,   1.6734375000000001E-004 ,   2.3132050781250000E-003 ,   1.8048294067382811E-005 ,   1.0212701787777093E-003 , -0.12431149110751671      ,  0.76738237499999995      ,  0.63615487890625000      ,  0.47652193665313719      ,   2.0873804418538301E-002 ,  0.60750339881587923     
   2.26909995     ,  -5.4885890000000002      ,   30.920258000000000      ,  0.15453047428415639      ,   5.1562500000000004E-007 ,   2.3206596679687498E-003 ,   1.8124810695648194E-005 ,   1.0227225181400599E-003 , -0.12183584940170444      ,  0.76654567187500000      ,  0.63445030810546876      ,  0.47421658081197737      ,   2.0650496231547643E-002 ,  0.60730060363384575     
   2.26910496     ,  -5.4885095000000002      ,   30.919455500000002      ,  0.15454342861874901      ,   1.3124999999999999E-006 ,   2.3208876953125001E-003 ,   1.8127585411071779E-005 ,   1.0228207965441345E-003 , -0.12178707422984636      ,  0.76648943749999998      ,  0.63437865332031251      ,  0.47414092168331146      ,   2.0656865741304813E-002 ,  0.60727451521183617     
   2.26910996     ,  -5.4885830000000002      ,   30.920217999999998      ,  0.15453413389337003      ,   2.6875000000000001E-006 ,   2.3204169921875002E-003 ,   1.8120751380920410E-005 ,   1.0226110720434737E-003 , -0.12181926635952678      ,  0.76655262499999999      ,  0.63445636230468749      ,  0.47421856289005282      ,   2.0648375755002168E-002 ,  0.60730644404795919     
   2.26911497     ,  -5.4886685000000002      ,   30.921094499999999      ,  0.15452139408880078      ,   5.5468750000000001E-006 ,   2.3197807617187502E-003 ,   1.8111083507537843E-005 ,   1.0223283925426749E-003 , -0.12183584808197190      ,  0.76662876562500004      ,  0.63455072412109370      ,  0.47431589932203294      ,   2.0638468750878592E-002 ,  0.60734262914882708     
   2.26911998     ,  -5.4886815000000002      ,   30.921230500000000      ,  0.15451942785252812      ,   7.4218750000000000E-006 ,   2.3198774414062498E-003 ,   1.8112219333648681E-005 ,   1.0223687761999182E-003 , -0.12181266988362771      ,  0.76664392187499997      ,  0.63456599072265629      ,  0.47432886485147474      ,   2.0634910805390934E-002 ,  0.60735080530191432     
   2.26912498     ,  -5.4886575000000004      ,   30.921012500000000      ,  0.15452756850789920      ,   5.7343749999999996E-006 ,   2.3202250976562498E-003 ,   1.8117525577545165E-005 ,   1.0225197160281640E-003 , -0.12180501056681470      ,  0.76664598437499998      ,  0.63456227197265624      ,  0.47431908012628554      ,   2.0631832238866794E-002 ,  0.60735429422043952     
   2.26912999     ,  -5.4885985000000002      ,   30.920414500000000      ,  0.15453653702390166      ,   6.8750000000000002E-006 ,   2.3203896484374998E-003 ,   1.8119008064270020E-005 ,   1.0225900140770235E-003 , -0.12173774177406993      ,  0.76659912500000005      ,  0.63450373535156246      ,  0.47425954783344271      ,   2.0637653402092990E-002 ,  0.60733115266864623     
   2.26913500     ,  -5.4886369999999998      ,   30.920766000000000      ,  0.15452203617117219      ,   6.1249999999999998E-006 ,   2.3203964843749999E-003 ,   1.8118568420410155E-005 ,   1.0225907488990399E-003 , -0.12170395512908638      ,  0.76660412499999997      ,  0.63451133984374997      ,  0.47426720851898191      ,   2.0637580232914055E-002 ,  0.60733422771967849     
   2.26914001     ,  -5.4885869999999999      ,   30.920280000000002      ,  0.15453355697137103      ,   3.7343750000000001E-006 ,   2.3203051757812502E-003 ,   1.8117798328399657E-005 ,   1.0225482379365364E-003 , -0.12174445208879514      ,  0.76657832812500004      ,  0.63447924267578126      ,  0.47423455852556229      ,   2.0640819187399240E-002 ,  0.60732149561320214     
   2.26914501     ,  -5.4886070000000000      ,   30.920479000000000      ,  0.15452889127394598      ,   4.9843750000000000E-006 ,   2.3203090820312498E-003 ,   1.8117315769195557E-005 ,   1.0225477417816133E-003 , -0.12171078510297395      ,  0.76658120312500000      ,  0.63449138134765626      ,  0.47425733400583270      ,   2.0644181459132837E-002 ,  0.60731767620745336     
   2.26915002     ,  -5.4886784999999998      ,   30.921147500000000      ,  0.15450560213111120      ,   1.4843750000000001E-006 ,   2.3201420898437499E-003 ,   1.8116826534271239E-005 ,   1.0224718773933659E-003 , -0.12184208660047235      ,  0.76660817187499997      ,  0.63453427099609372      ,  0.47431042829656600      ,   2.0644814694634687E-002 ,  0.60732681379308984     
   2.26915503     ,  -5.4885890000000002      ,   30.920258000000000      ,  0.15452296937864218      ,   5.1562500000000004E-007 ,   2.3206596679687498E-003 ,   1.8124810695648194E-005 ,   1.0226976893239826E-003 , -0.12183584940170444      ,  0.76654567187500000      ,  0.63445030810546876      ,  0.47421658081197737      ,   2.0649994895785749E-002 ,  0.60730060363384575     
   2.26916003     ,  -5.4885095000000002      ,   30.919455500000002      ,  0.15453593490840939      ,   1.3124999999999999E-006 ,   2.3208876953125001E-003 ,   1.8127585411071779E-005 ,   1.0227959652884004E-003 , -0.12178707422984636      ,  0.76648943749999998      ,  0.63437865332031251      ,  0.47414092168331146      ,   2.0656364249823981E-002 ,  0.60727451521183617     
   2.26916504     ,  -5.4885830000000002      ,   30.920217999999998      ,  0.15452662874390444      ,   2.6875000000000001E-006 ,   2.3204169921875002E-003 ,   1.8120751380920410E-005 ,   1.0225862458238674E-003 , -0.12181926635952678      ,  0.76655262499999999      ,  0.63445636230468749      ,  0.47421856289005282      ,   2.0647874468516011E-002 ,  0.60730644404795919     
   2.26917005     ,  -5.4886685000000002      ,   30.921094499999999      ,  0.15451391323576807      ,   5.5468750000000001E-006 ,   2.3197807617187502E-003 ,   1.8111083507537843E-005 ,   1.0223036422652247E-003 , -0.12183584808197190      ,  0.76662876562500004      ,  0.63455072412109370      ,  0.47431589932203294      ,   2.0637969099463787E-002 ,  0.60734262914882708     
   2.26917505     ,  -5.4886815000000002      ,   30.921230500000000      ,  0.15451192335164196      ,   7.4218750000000000E-006 ,   2.3198774414062498E-003 ,   1.8112219333648681E-005 ,   1.0223439557534957E-003 , -0.12181266988362771      ,  0.76664392187499997      ,  0.63456599072265629      ,  0.47432886485147474      ,   2.0634409843595151E-002 ,  0.60735080530191432     
   2.26918006     ,  -5.4886575000000004      ,   30.921012500000000      ,  0.15452006357825102      ,   5.7343749999999996E-006 ,   2.3202250976562498E-003 ,   1.8117525577545165E-005 ,   1.0224948918619182E-003 , -0.12180501056681470      ,  0.76664598437499998      ,  0.63456227197265624      ,  0.47431908012628554      ,   2.0631331350692780E-002 ,  0.60735429422043952     
   2.26918507     ,  -5.4885985000000002      ,   30.920414500000000      ,  0.15452903162585663      ,   6.8750000000000002E-006 ,   2.3203896484374998E-003 ,   1.8119008064270020E-005 ,   1.0225651881503972E-003 , -0.12173774177406993      ,  0.76659912500000005      ,  0.63450373535156246      ,  0.47425954783344271      ,   2.0637152371511775E-002 ,  0.60733115266864623     
   2.26919007     ,  -5.4886369999999998      ,   30.920766000000000      ,  0.15451453144399560      ,   6.1249999999999998E-006 ,   2.3203964843749999E-003 ,   1.8118568420410155E-005 ,   1.0225659228991714E-003 , -0.12170395512908638      ,  0.76660412499999997      ,  0.63451133984374997      ,  0.47426720851898191      ,   2.0637079202991088E-002 ,  0.60733422771967849     
   2.26919508     ,  -5.4885880000000000      ,   30.920249999999999      ,  0.15451809375405243      ,   5.3125000000000000E-007 ,   2.3206660156249999E-003 ,   1.8124925613403322E-005 ,   1.0226824355995217E-003 , -0.12183677336490240      ,  0.76654537499999997      ,  0.63444981640624998      ,  0.47421588524055480      ,   2.0649614302231979E-002 ,  0.60730055937736083     
   2.26920009     ,  -5.4885900000000003      ,   30.920342999999999      ,  0.15453122704034225      ,   4.9062499999999998E-006 ,   2.3204169921875002E-003 ,   1.8119269371032716E-005 ,   1.0225704713291118E-003 , -0.12172751810858484      ,  0.76657615624999997      ,  0.63448302246093746      ,  0.47424550929164888      ,   2.0643406499269389E-002 ,  0.60731711818716727     
   2.26999998     ,  -5.4864614999999999      ,   30.899360500000000      ,  0.15488379832063062      ,   2.3882812500000000E-004 ,   2.3237719726562499E-003 ,   1.8245523929595949E-005 ,   1.0236629591024028E-003 , -0.12628438451158153      ,  0.76451642187500002      ,  0.63231123095703123      ,  0.47232093886804583      ,   2.1068665770220686E-002 ,  0.60621956165660063     
   2.27500010     ,  -5.4827519999999996      ,   30.861720999999999      ,  0.15479317325462161      ,   6.1812500000000005E-005 ,   2.3427802734375001E-003 ,   1.8415194511413574E-005 ,   1.0297917859393344E-003 , -0.11838659421371656      ,  0.76305437499999995      ,  0.62979488378906245      ,  0.46882963856792448      ,   2.0897978790612746E-002 ,  0.60600062766874108     
   2.27999997     ,  -5.4782669999999998      ,   30.816582000000000      ,  0.15488855822343009      ,   4.0937500000000004E-006 ,   2.3680312499999999E-003 ,   1.8677862167358398E-005 ,   1.0386101801131162E-003 , -0.11027624901296296      ,  0.76043271874999996      ,  0.62673626367187496      ,  0.46546306643486024      ,   2.1262431343874077E-002 ,  0.60500252169579771     
   2.28500009     ,  -5.4703520000000001      ,   30.741350000000001      ,  0.15639986283087084      ,   4.1768749999999998E-004 ,   2.3977753906249998E-003 ,   1.9359926223754882E-005 ,   1.0492782372023887E-003 , -0.12244591885450773      ,  0.75545293749999998      ,  0.62056466015625000      ,  0.45880400108528135      ,   2.1818606625735117E-002 ,  0.60287074822169129     
