Temperatura MagneticField Magnetization Magnetization2
0.2 0.08415 0.3974901 0.1582032
0.2 0.086625 0.4078867 0.1665754
0.2 0.0891 0.4181807 0.175075
0.2 0.091575 0.4284079 0.183733
0.2 0.09405 0.4383526 0.1923502
0.2 0.096525 0.4482893 0.201159
0.2 0.099 0.4581295 0.2100761
0.2 0.1 0.4620776 0.2137077
0.2 0.102475 0.4717926 0.2227788
0.2 0.10495 0.4813569 0.231891
0.2 0.107425 0.490793 0.2410631
0.2 0.1099 0.5001505 0.2503334
0.2 0.112375 0.5094659 0.2597358
0.2 0.11485 0.518564 0.2690878
0.2 0.117325 0.5274718 0.2784035
0.2 0.1198 0.5363638 0.2878584
0.2 0.122275 0.5450681 0.2972691
0.2 0.12475 0.5537954 0.3068578
0.2 0.127225 0.5623329 0.3163876
0.2 0.1297 0.5706684 0.3258279
0.2 0.132175 0.5788434 0.3352224
0.2 0.13465 0.5870811 0.3448245
0.2 0.137125 0.5950998 0.3543021
0.2 0.1396 0.6031608 0.3639574
0.2 0.142075 0.6108161 0.3732482
0.2 0.14455 0.618645 0.3828713
0.2 0.147025 0.6261673 0.3922351
0.2 0.1495 0.6335739 0.4015619
0.2 0.151975 0.6410136 0.4110427
0.2 0.15445 0.6481969 0.4203
0.2 0.156925 0.6553693 0.4296489
0.2 0.1594 0.6623761 0.4388795
0.2 0.161875 0.669206 0.4479716
0.2 0.16435 0.6760074 0.4571175
0.2 0.166825 0.6826603 0.4661553
0.2 0.1693 0.6892348 0.4751728
0.2 0.171775 0.6957129 0.4841427
0.2 0.17425 0.7020511 0.493
0.2 0.176725 0.7082377 0.5017203
0.2 0.1792 0.7143322 0.5103903
0.2 0.181675 0.7203174 0.5189744
0.2 0.18415 0.7262674 0.5275787
0.2 0.186625 0.7321007 0.5360855
0.2 0.1891 0.7376973 0.5443096
0.2 0.191575 0.7434143 0.5527734
0.2 0.19405 0.7488497 0.560883
0.2 0.196525 0.7542513 0.569
0.2 0.199 0.7594458 0.5768612
0.3 0.002475 0.008292305 0.0003121781
0.3 0.00495 0.01641325 0.0005122118
0.3 0.007425 0.02479305 0.0008578771
0.3 0.0099 0.03297128 0.001330291
0.3 0.012375 0.04128035 0.001947807
0.3 0.01485 0.04943764 0.002687531
0.3 0.017325 0.05763585 0.003567364
0.3 0.0198 0.06580591 0.004572336
0.3 0.022275 0.07408831 0.00573183
0.3 0.02475 0.08235461 0.007023779
0.3 0.027225 0.0905313 0.008439378
0.3 0.0297 0.09861717 0.009966173
0.3 0.032175 0.1068259 0.01165208
0.3 0.03465 0.1148922 0.01344058
0.3 0.037125 0.123038 0.01537982
0.3 0.0396 0.1312525 0.01746556
0.3 0.042075 0.1393246 0.01965097
0.3 0.04455 0.1473491 0.02195108
0.3 0.047025 0.1555167 0.02442302
0.3 0.0495 0.1634844 0.02696466
0.3 0.051975 0.1715817 0.0296771
0.3 0.05445 0.1795015 0.03245739
0.3 0.056925 0.1875531 0.03541185
0.3 0.0594 0.1954571 0.03843805
0.3 0.061875 0.2034121 0.04161201
0.3 0.06435 0.2113929 0.04491997
0.3 0.066825 0.2191685 0.04826765
0.3 0.0693 0.2270127 0.05176691
0.3 0.071775 0.234851 0.05538343
0.3 0.07425 0.2425636 0.05906628
0.3 0.076725 0.2502846 0.06287067
0.3 0.0792 0.2579917 0.06678861
0.3 0.081675 0.2657266 0.07083646
0.3 0.08415 0.2733538 0.07494935
0.3 0.086625 0.2809759 0.07917232
0.3 0.0891 0.2885015 0.08345821
0.3 0.091575 0.2961912 0.08795018
0.3 0.09405 0.3036326 0.09241489
0.3 0.096525 0.3111016 0.09700621
0.3 0.099 0.3185929 0.1017233
0.3 0.1 0.3213678 0.1034967
0.3 0.102475 0.3288657 0.1083711
0.3 0.10495 0.3361285 0.1131993
0.3 0.107425 0.3434695 0.1181876
0.3 0.1099 0.3507005 0.1232064
0.3 0.112375 0.3580098 0.1283861
0.3 0.11485 0.3651562 0.1335501
0.3 0.117325 0.3722837 0.1388046
0.3 0.1198 0.3794646 0.1442022
0.3 0.122275 0.3864631 0.1495618
0.3 0.12475 0.39342 0.154986
0.3 0.127225 0.4003847 0.160514
0.3 0.1297 0.4072343 0.1660447
0.3 0.132175 0.4141157 0.1716936
0.3 0.13465 0.4209114 0.1773681
0.3 0.137125 0.4277203 0.183143
0.3 0.1396 0.4343983 0.1888985
0.3 0.142075 0.4411089 0.1947726
0.3 0.14455 0.4477034 0.2006336
0.3 0.147025 0.4542095 0.2064997
0.3 0.1495 0.4607622 0.212494
0.3 0.151975 0.4672762 0.2185376
0.3 0.15445 0.4737697 0.224646
0.3 0.156925 0.4800774 0.2306607
0.3 0.1594 0.4864245 0.236795
0.3 0.161875 0.4927847 0.2430222
0.3 0.16435 0.498956 0.2491402
0.3 0.166825 0.5050273 0.2552363
0.3 0.1693 0.5111831 0.2614884
0.3 0.171775 0.5173128 0.2677912
0.3 0.17425 0.523314 0.2740348
0.3 0.176725 0.5292945 0.2803292
0.3 0.1792 0.5351322 0.2865405
0.3 0.181675 0.5409578 0.2928071
0.3 0.18415 0.546865 0.299233
0.3 0.186625 0.5526722 0.3056159
0.3 0.1891 0.5582428 0.3118027
0.3 0.191575 0.5639575 0.3182147
0.3 0.19405 0.5695939 0.3246012
0.3 0.196525 0.5750836 0.3308841
0.3 0.199 0.5805724 0.3372255
0.8 0.002475 0.003097144 0.0002542916
0.8 0.00495 0.006240654 0.0002819516
0.8 0.007425 0.009186875 0.0003284945
0.8 0.0099 0.01222905 0.0003955734
0.8 0.012375 0.01549139 0.0004833775
0.8 0.01485 0.01857 0.0005912406
0.8 0.017325 0.02158891 0.0007104658
0.8 0.0198 0.02479181 0.0008583061
0.8 0.022275 0.02779188 0.001015957
0.8 0.02475 0.0310037 0.001204256
0.8 0.027225 0.03397628 0.001401294
0.8 0.0297 0.0372139 0.001628861
0.8 0.032175 0.04020645 0.001859324
0.8 0.03465 0.04329306 0.002116808
0.8 0.037125 0.04632567 0.002389025
0.8 0.0396 0.04944713 0.002688974
0.8 0.042075 0.05255282 0.003005114
0.8 0.04455 0.05568008 0.003343754
0.8 0.047025 0.05858024 0.003676355
0.8 0.0495 0.06176278 0.004057426
0.8 0.051975 0.06485808 0.004451579
0.8 0.05445 0.06787318 0.004852194
0.8 0.056925 0.07100211 0.005281945
0.8 0.0594 0.0741184 0.005737192
0.8 0.061875 0.07714418 0.006194208
0.8 0.06435 0.08025995 0.006683502
0.8 0.066825 0.08339683 0.007199993
0.8 0.0693 0.08646543 0.007719834
0.8 0.071775 0.08954463 0.008262094
0.8 0.07425 0.09257785 0.008812647
0.8 0.076725 0.09563742 0.009388236
0.8 0.0792 0.0987861 0.01000077
0.8 0.081675 0.1017 0.01058541
0.8 0.08415 0.1048306 0.01123226
0.8 0.086625 0.1078743 0.01187869
0.8 0.0891 0.110992 0.01256143
0.8 0.091575 0.1139195 0.01321751
0.8 0.09405 0.1169962 0.01392868
0.8 0.096525 0.1200623 0.01465615
0.8 0.099 0.1231529 0.01540772
0.8 0.1 0.1244516 0.01572968
0.8 0.102475 0.1273353 0.01645596
0.8 0.10495 0.1305129 0.01727415
0.8 0.107425 0.1335068 0.01806435
0.8 0.1099 0.1364744 0.01886255
0.8 0.112375 0.1395819 0.01972315
0.8 0.11485 0.1426814 0.02059752
0.8 0.117325 0.1456088 0.02144092
0.8 0.1198 0.1486396 0.02233316
0.8 0.122275 0.1517429 0.02326471
0.8 0.12475 0.1546149 0.02414206
0.8 0.127225 0.15772 0.02511471
0.8 0.1297 0.1607903 0.02609097
0.8 0.132175 0.1635858 0.02699756
0.8 0.13465 0.1667031 0.0280275
0.8 0.137125 0.1697878 0.02906665
0.8 0.1396 0.1726769 0.03005383
0.8 0.142075 0.1756434 0.03108777
0.8 0.14455 0.178766 0.03219249
0.8 0.147025 0.1817284 0.03325838
0.8 0.1495 0.184732 0.03436016
0.8 0.151975 0.1877125 0.03547172
0.8 0.15445 0.1906116 0.03656666
0.8 0.156925 0.193698 0.03775336
0.8 0.1594 0.1966512 0.03890528
0.8 0.161875 0.1996194 0.04008271
0.8 0.16435 0.2025963 0.0412795
0.8 0.166825 0.2055766 0.04249611
0.8 0.1693 0.2085722 0.04373618
0.8 0.171775 0.211442 0.04494182
0.8 0.17425 0.2144392 0.04621555
0.8 0.176725 0.2175083 0.04754265
0.8 0.1792 0.2203189 0.04877331
0.8 0.181675 0.2232921 0.05009062
0.8 0.18415 0.2262566 0.05142444
0.8 0.186625 0.2293817 0.05284808
0.8 0.1891 0.2320464 0.05407715
0.8 0.191575 0.2349835 0.05544855
0.8 0.19405 0.2378985 0.0568254
0.8 0.196525 0.2408176 0.058223
0.8 0.199 0.2436328 0.05958651
0.7 0.002475 0.003586899 0.0002581028
0.7 0.00495 0.007156289 0.000293386
0.7 0.007425 0.01069918 0.0003592553
0.7 0.0099 0.01415848 0.0004444221
0.7 0.012375 0.01760237 0.0005524917
0.7 0.01485 0.02118997 0.000693203
0.7 0.017325 0.02467386 0.0008548062
0.7 0.0198 0.02823566 0.001041219
0.7 0.022275 0.03187478 0.00125935
0.7 0.02475 0.03534339 0.001491781
0.7 0.027225 0.03881445 0.00175
0.7 0.0297 0.04240964 0.002042844
0.7 0.032175 0.04583752 0.002344879
0.7 0.03465 0.04951777 0.002696176
0.7 0.037125 0.0528513 0.003036873
0.7 0.0396 0.0564298 0.003425195
0.7 0.042075 0.06007576 0.003851267
0.7 0.04455 0.06361576 0.004289877
0.7 0.047025 0.06714926 0.004752842
0.7 0.0495 0.07061315 0.005228379
0.7 0.051975 0.07418948 0.00574601
0.7 0.05445 0.07766234 0.00627511
0.7 0.056925 0.08123176 0.006841321
0.7 0.0594 0.08470938 0.007419259
0.7 0.061875 0.08824479 0.008030572
0.7 0.06435 0.09163334 0.008639539
0.7 0.066825 0.09514974 0.009293666
0.7 0.0693 0.09874863 0.009993487
0.7 0.071775 0.1021816 0.01068508
0.7 0.07425 0.105718 0.01141773
0.7 0.076725 0.109136 0.01215289
0.7 0.0792 0.1127735 0.01296147
0.7 0.081675 0.1161117 0.01372126
0.7 0.08415 0.1197077 0.0145704
0.7 0.086625 0.123129 0.0154018
0.7 0.0891 0.1265757 0.01626263
0.7 0.091575 0.1300382 0.01714923
0.7 0.09405 0.1335899 0.01808604
0.7 0.096525 0.1370311 0.01901713
0.7 0.099 0.1405842 0.02000298
0.7 0.1 0.1418752 0.02036574
0.7 0.102475 0.1453305 0.02135786
0.7 0.10495 0.1488624 0.02239821
0.7 0.107425 0.1523048 0.02343282
0.7 0.1099 0.1557316 0.02448893
0.7 0.112375 0.1591395 0.0255634
0.7 0.11485 0.1626886 0.02670588
0.7 0.117325 0.1660759 0.02781984
0.7 0.1198 0.1694603 0.02895298
0.7 0.122275 0.1729081 0.03013485
0.7 0.12475 0.1764555 0.03137283
0.7 0.127225 0.1798244 0.03257152
0.7 0.1297 0.1831884 0.03379418
0.7 0.132175 0.1865738 0.03504642
0.7 0.13465 0.1900165 0.03634142
0.7 0.137125 0.1933527 0.03762156
0.7 0.1396 0.1968623 0.03898906
0.7 0.142075 0.2002519 0.04033517
0.7 0.14455 0.2035965 0.04168639
0.7 0.147025 0.2070039 0.04308154
0.7 0.1495 0.2103164 0.04446819
0.7 0.151975 0.2138328 0.04595733
0.7 0.15445 0.2171395 0.04738277
0.7 0.156925 0.2204487 0.0488291
0.7 0.1594 0.2237802 0.05031019
0.7 0.161875 0.2271212 0.05181658
0.7 0.16435 0.2306683 0.05343993
0.7 0.166825 0.2339425 0.05496067
0.7 0.1693 0.2372946 0.05654019
0.7 0.171775 0.2405943 0.0581145
0.7 0.17425 0.2439445 0.05973876
0.7 0.176725 0.2472254 0.06134905
0.7 0.1792 0.2504679 0.06296353
0.7 0.181675 0.2538146 0.06465112
0.7 0.18415 0.2572066 0.06638387
0.7 0.186625 0.2605548 0.0681148
0.7 0.1891 0.2636787 0.06975341
0.7 0.191575 0.2670496 0.07154017
0.7 0.19405 0.2702295 0.07325063
0.7 0.196525 0.2736287 0.07509805
0.7 0.199 0.2768575 0.07687583
0.6 0.002475 0.00411123 0.0002620712
0.6 0.00495 0.008203716 0.0003113124
0.6 0.007425 0.01230917 0.000394522
0.6 0.0099 0.01655939 0.000518168
0.6 0.012375 0.02063271 0.0006690817
0.6 0.01485 0.02476482 0.0008567216
0.6 0.017325 0.02882997 0.001074417
0.6 0.0198 0.03311403 0.001339902
0.6 0.022275 0.03705801 0.001616718
0.6 0.02475 0.04121986 0.0019429
0.6 0.027225 0.04535544 0.002300134
0.6 0.0297 0.04937965 0.002682823
0.6 0.032175 0.05358431 0.003114972
0.6 0.03465 0.05766458 0.003568568
0.6 0.037125 0.06172352 0.004049506
0.6 0.0396 0.0659191 0.004587497
0.6 0.042075 0.07003202 0.00514609
0.6 0.04455 0.07414149 0.005740035
0.6 0.047025 0.07824741 0.006363764
0.6 0.0495 0.08241119 0.007034001
0.6 0.051975 0.08646837 0.007720407
0.6 0.05445 0.09048408 0.008430135
0.6 0.056925 0.0945675 0.009184309
0.6 0.0594 0.09860712 0.009962479
0.6 0.061875 0.1027742 0.01080186
0.6 0.06435 0.106797 0.01164769
0.6 0.066825 0.1108525 0.01252761
0.6 0.0693 0.114957 0.01345844
0.6 0.071775 0.1191313 0.01443403
0.6 0.07425 0.1231102 0.01539629
0.6 0.076725 0.1272612 0.01643574
0.6 0.0792 0.1312013 0.01745324
0.6 0.081675 0.1352403 0.01852896
0.6 0.08415 0.1393395 0.01965384
0.6 0.086625 0.1433806 0.02079982
0.6 0.0891 0.1474331 0.0219743
0.6 0.091575 0.1514732 0.02318307
0.6 0.09405 0.1555039 0.0244214
0.6 0.096525 0.1594667 0.02566729
0.6 0.099 0.1635814 0.02699562
0.6 0.1 0.1652164 0.02753337
0.6 0.102475 0.1690629 0.02881864
0.6 0.10495 0.1731401 0.03021258
0.6 0.107425 0.1772299 0.0316467
0.6 0.1099 0.1811354 0.03304703
0.6 0.112375 0.1852527 0.03455607
0.6 0.11485 0.1891123 0.03599876
0.6 0.117325 0.1930925 0.03752122
0.6 0.1198 0.1969437 0.03902199
0.6 0.122275 0.2010163 0.04064161
0.6 0.12475 0.2050546 0.04228287
0.6 0.127225 0.2088841 0.04386641
0.6 0.1297 0.2128109 0.04552237
0.6 0.132175 0.2167474 0.04721099
0.6 0.13465 0.2206842 0.04893334
0.6 0.137125 0.2246888 0.05071582
0.6 0.1396 0.2286004 0.05249059
0.6 0.142075 0.2325477 0.05430933
0.6 0.14455 0.23638 0.05610765
0.6 0.147025 0.240206 0.05792796
0.6 0.1495 0.2440856 0.05980735
0.6 0.151975 0.2479805 0.06172349
0.6 0.15445 0.2518721 0.06366761
0.6 0.156925 0.2557937 0.06565768
0.6 0.1594 0.2596718 0.06765744
0.6 0.161875 0.2634269 0.06962141
0.6 0.16435 0.2672913 0.07166956
0.6 0.166825 0.271039 0.07368926
0.6 0.1693 0.2748725 0.07578025
0.6 0.171775 0.2787416 0.07792305
0.6 0.17425 0.2824942 0.08002542
0.6 0.176725 0.2863772 0.08223595
0.6 0.1792 0.2901215 0.08439451
0.6 0.181675 0.2938575 0.08657486
0.6 0.18415 0.2975524 0.08876121
0.6 0.186625 0.301345 0.09103008
0.6 0.1891 0.3051349 0.09332795
0.6 0.191575 0.3088591 0.09561574
0.6 0.19405 0.3126284 0.0979568
0.6 0.196525 0.3162829 0.1002565
0.6 0.199 0.3200227 0.1026343
0.5 0.002475 0.004866191 0.0002673252
0.5 0.00495 0.009858521 0.000338948
0.5 0.007425 0.01488976 0.0004662444
0.5 0.0099 0.0198201 0.0006385267
0.5 0.012375 0.02465661 0.0008539086
0.5 0.01485 0.02976851 0.001129109
0.5 0.017325 0.03471317 0.001447923
0.5 0.0198 0.03962409 0.001816813
0.5 0.022275 0.0446272 0.002233544
0.5 0.02475 0.04950451 0.002694
0.5 0.027225 0.0544275 0.003205423
0.5 0.0297 0.05928073 0.003756545
0.5 0.032175 0.06418354 0.004361759
0.5 0.03465 0.06918824 0.005029914
0.5 0.037125 0.07409399 0.005732339
0.5 0.0396 0.0790828 0.006496767
0.5 0.042075 0.0839609 0.007292234
0.5 0.04455 0.08889976 0.008143694
0.5 0.047025 0.09386944 0.009053561
0.5 0.0495 0.09876463 0.009993265
0.5 0.051975 0.1036173 0.01097679
0.5 0.05445 0.1085196 0.01201643
0.5 0.056925 0.1134216 0.01310511
0.5 0.0594 0.1182418 0.01422071
0.5 0.061875 0.1231136 0.01539645
0.5 0.06435 0.1280481 0.01663592
0.5 0.066825 0.1328783 0.01789612
0.5 0.0693 0.1375999 0.01917388
0.5 0.071775 0.1426113 0.02057798
0.5 0.07425 0.1475205 0.02200152
0.5 0.076725 0.1521478 0.02338643
0.5 0.0792 0.1570584 0.02490412
0.5 0.081675 0.1618185 0.02642469
0.5 0.08415 0.1666871 0.02802174
0.5 0.086625 0.1715256 0.02965795
0.5 0.0891 0.1762743 0.03130938
0.5 0.091575 0.1811708 0.03305807
0.5 0.09405 0.1859006 0.03479496
0.5 0.096525 0.190638 0.03657709
0.5 0.099 0.1954211 0.03842493
0.5 0.1 0.1973687 0.03918837
0.5 0.102475 0.2021028 0.04107965
0.5 0.10495 0.2068385 0.04301404
0.5 0.107425 0.2115092 0.0449691
0.5 0.1099 0.2163016 0.04701724
0.5 0.112375 0.2210319 0.04908805
0.5 0.11485 0.2258538 0.05124218
0.5 0.117325 0.2304697 0.05334714
0.5 0.1198 0.2350684 0.05548871
0.5 0.122275 0.2398693 0.05776769
0.5 0.12475 0.244507 0.06001245
0.5 0.127225 0.2491085 0.06228474
0.5 0.1297 0.2538027 0.06464517
0.5 0.132175 0.2584063 0.06700178
0.5 0.13465 0.2630212 0.06940764
0.5 0.137125 0.2675246 0.07179738
0.5 0.1396 0.2722025 0.07432101
0.5 0.142075 0.2767964 0.07684192
0.5 0.14455 0.2812921 0.07934901
0.5 0.147025 0.2858255 0.08192169
0.5 0.1495 0.290404 0.08455818
0.5 0.151975 0.2949941 0.08724446
0.5 0.15445 0.2993819 0.08985087
0.5 0.156925 0.3039736 0.09262196
0.5 0.1594 0.3082976 0.09526693
0.5 0.161875 0.3129817 0.09817926
0.5 0.16435 0.3172935 0.1008949
0.5 0.166825 0.3217915 0.1037667
0.5 0.1693 0.3262099 0.1066315
0.5 0.171775 0.330631 0.1095343
0.5 0.17425 0.3349705 0.1124226
0.5 0.176725 0.339405 0.115414
0.5 0.1792 0.3437593 0.1183856
0.5 0.181675 0.3482445 0.121489
0.5 0.18415 0.3525061 0.1244743
0.5 0.186625 0.3569052 0.1275921
0.5 0.1891 0.3611676 0.1306541
0.5 0.191575 0.3654585 0.1337717
0.5 0.19405 0.3696984 0.136887
0.5 0.196525 0.3739997 0.1400852
0.5 0.199 0.378212 0.1432553
0.4 0.002475 0.006250488 0.0002835031
0.4 0.00495 0.01240437 0.0003975273
0.4 0.007425 0.01860757 0.0005907706
0.4 0.0099 0.0247289 0.0008578538
0.4 0.012375 0.03089325 0.001197068
0.4 0.01485 0.03707277 0.001617696
0.4 0.017325 0.04325178 0.002114668
0.4 0.0198 0.04954998 0.002701204
0.4 0.022275 0.05567881 0.003343025
0.4 0.02475 0.06179243 0.004062241
0.4 0.027225 0.06797705 0.004863734
0.4 0.0297 0.07413841 0.00573815
0.4 0.032175 0.0801461 0.006666081
0.4 0.03465 0.08633288 0.007696173
0.4 0.037125 0.09254341 0.008805547
0.4 0.0396 0.09864925 0.009974585
0.4 0.042075 0.1047787 0.01121853
0.4 0.04455 0.1108845 0.0125364
0.4 0.047025 0.1169999 0.0139298
0.4 0.0495 0.1230422 0.01537851
0.4 0.051975 0.1291806 0.0169279
0.4 0.05445 0.1352993 0.01854523
0.4 0.056925 0.1413939 0.02023102
0.4 0.0594 0.1474459 0.02197922
0.4 0.061875 0.1534132 0.02377243
0.4 0.06435 0.1593799 0.02564027
0.4 0.066825 0.1654376 0.02760819
0.4 0.0693 0.1715462 0.02966567
0.4 0.071775 0.17757 0.03176916
0.4 0.07425 0.1835595 0.03393053
0.4 0.076725 0.189419 0.03611284
0.4 0.0792 0.1955548 0.03847673
0.4 0.081675 0.2013872 0.0407912
0.4 0.08415 0.2073469 0.04322567
0.4 0.086625 0.2132433 0.04570574
0.4 0.0891 0.219098 0.04823771
0.4 0.091575 0.2250738 0.05088931
0.4 0.09405 0.2308365 0.05351665
0.4 0.096525 0.2368044 0.05630798
0.4 0.099 0.2426126 0.05909192
0.4 0.1 0.2449596 0.06023381
0.4 0.102475 0.2506778 0.06306723
0.4 0.10495 0.2565026 0.06602171
0.4 0.107425 0.2623061 0.06903205
0.4 0.1099 0.2679582 0.07202814
0.4 0.112375 0.273782 0.07518338
0.4 0.11485 0.2794792 0.07833342
0.4 0.117325 0.2851253 0.08152248
0.4 0.1198 0.2908678 0.08482798
0.4 0.122275 0.2965808 0.08818228
0.4 0.12475 0.302174 0.09152994
0.4 0.127225 0.3077289 0.0949194
0.4 0.1297 0.3133851 0.09843006
0.4 0.132175 0.3189378 0.1019392
0.4 0.13465 0.3243444 0.1054166
0.4 0.137125 0.3300667 0.1091625
0.4 0.1396 0.3355425 0.112805
0.4 0.142075 0.3409588 0.1164691
0.4 0.14455 0.346405 0.1202122
0.4 0.147025 0.3517372 0.1239331
0.4 0.1495 0.3573609 0.1279202
0.4 0.151975 0.3626427 0.1317229
0.4 0.15445 0.3679904 0.1356278
0.4 0.156925 0.3733854 0.1396263
0.4 0.1594 0.3785896 0.1435388
0.4 0.161875 0.383991 0.1476563
0.4 0.16435 0.3891989 0.1516835
0.4 0.166825 0.394429 0.1557793
0.4 0.1693 0.39958 0.1598695
0.4 0.171775 0.4048631 0.1641181
0.4 0.17425 0.4099798 0.1682882
0.4 0.176725 0.4150628 0.1724794
0.4 0.1792 0.4201906 0.1767628
0.4 0.181675 0.4253041 0.181084
0.4 0.18415 0.4304826 0.1855144
0.4 0.186625 0.4353847 0.1897578
0.4 0.1891 0.4404893 0.1942273
0.4 0.191575 0.4453675 0.1985488
0.4 0.19405 0.450386 0.203043
0.4 0.196525 0.4552159 0.2074154
0.4 0.199 0.4601392 0.2119206
1.1 0.1 0.0906404 0.008459233
1 0.002475 0.00251689 0.0002506138
1 0.00495 0.004918013 0.0002676614
1 0.007425 0.007456284 0.0002990378
1 0.0099 0.009881313 0.0003406141
1 0.012375 0.01225335 0.000392718
1 0.01485 0.0147632 0.0004631558
1 0.017325 0.01727044 0.0005417801
1 0.0198 0.01975245 0.0006326272
1 0.022275 0.02230076 0.0007420912
1 0.02475 0.02475531 0.000857063
1 0.027225 0.02724589 0.0009872966
1 0.0297 0.02974129 0.001127456
1 0.032175 0.03223198 0.001283177
1 0.03465 0.03464888 0.001444986
1 0.037125 0.03707344 0.001616642
1 0.0396 0.0396525 0.001817203
1 0.042075 0.04206761 0.002012971
1 0.04455 0.04453561 0.002227687
1 0.047025 0.04698724 0.002452388
1 0.0495 0.0493921 0.002681379
1 0.051975 0.05187809 0.002934698
