      1   10486   10486 0.000587         -664.000
      2   11104   11104 0.000168      -139764.000
      3   12088   12088 0.001312      -185632.000
      4   12710   12710 0.001030      -207868.000
      5   14230   14230 0.000557      -222168.000
      6   14236   14236 0.001831      -232548.000
      7   15336   15336 0.000397      -238708.000
      8   16170   16170 0.001778      -243912.000
      9   16328   16328 0.000259      -246780.000
     10   17458   17458 0.000572      -250120.000
     11   18306   18306 0.001183      -252336.000
     12   17746   17746 0.001060      -252600.000
     13   17130   17130 0.000099      -253636.000
     14   16908   16908 0.001678      -255016.000
     15   17526   17526 0.001106      -257656.000
     16   17080   17080 0.000168      -258992.000
     17   16776   16776 0.000671      -259464.000
     18   16492   16492 0.000229      -259148.000
     19   16846   16846 0.001106      -259828.000
     20   17142   17142 0.000557      -260296.000
     21   18180   18180 0.000519      -260936.000
     22   18294   18294 0.000832      -261736.000
     23   17124   17124 0.000153      -261760.000
     24   17322   17322 0.000496      -261632.000
     25   17424   17424 0.000473      -262672.000
     26   17282   17282 0.000771      -263460.000
     27   17238   17238 0.002235      -263400.000
     28   17370   17370 0.000404      -262996.000
     29   17980   17980 0.000290      -263140.000
     30   18130   18130 0.000969      -263584.000
     31   18714   18714 0.001427      -264316.000
     32   18430   18430 0.000648      -263784.000
     33   17986   17986 0.000603      -263844.000
     34   17998   17998 0.000221      -263708.000
     35   18132   18132 0.000137      -265216.000
     36   18146   18146 0.000359      -265492.000
     37   17936   17936 0.001938      -265180.000
     38   17660   17660 0.000595      -264612.000
     39   17814   17814 0.000450      -264452.000
     40   18744   18744 0.000214      -265236.000
     41   19222   19222 0.000267      -265800.000
     42   17938   17938 0.001396      -265352.000
     43   17714   17714 0.000389      -265172.000
     44   17706   17706 0.000847      -265048.000
     45   17778   17778 0.000481      -266532.000
     46   17940   17940 0.000046      -266784.000
     47   17656   17656 0.001266      -266172.000
     48   17932   17932 0.000168      -265660.000
     49   18120   18120 0.000397      -265584.000
     50   18494   18494 0.000557      -265456.000
     51   18786   18786 0.000313      -265956.000
     52   18008   18008 0.000412      -265688.000
     53   17852   17852 0.000443      -265076.000
     54   17416   17416 0.000595      -265792.000
     55   18060   18060 0.000198      -266856.000
     56   18128   18128 0.001740      -267004.000
     57   17734   17734 0.001320      -265692.000
     58   17436   17436 0.000458      -265344.000
     59   17914   17914 0.000435      -266080.000
     60   18484   18484 0.000443      -265816.000
     61   18590   18590 0.000755      -266316.000
     62   18766   18766 0.001457      -266328.000
     63   18172   18172 0.002029      -265556.000
     64   18122   18122 0.000572      -266328.000
     65   18180   18180 0.000381      -267480.000
     66   17848   17848 0.001617      -267544.000
     67   17504   17504 0.001282      -266688.000
     68   17320   17320 0.000275      -266504.000
     69   17880   17880 0.000290      -266320.000
     70   18038   18038 0.000832      -266300.000
     71   18576   18576 0.000519      -266000.000
     72   17578   17578 0.000359      -266840.000
     73   17458   17458 0.000740      -266584.000
     74   17644   17644 0.000259      -267228.000
     75   17836   17836 0.000015      -267112.000
     76   17614   17614 0.001640      -267192.000
     77   17814   17814 0.000710      -266236.000
     78   17284   17284 0.000763      -266096.000
     79   18620   18620 0.000732      -266608.000
     80   19004   19004 0.000488      -266144.000
     81   18670   18670 0.000572      -266488.000
     82   17600   17600 0.000305      -266924.000
     83   17572   17572 0.000854      -266280.000
     84   17754   17754 0.001274      -267068.000
     85   17524   17524 0.000763      -267176.000
     86   17484   17484 0.000793      -266916.000
     87   17552   17552 0.000107      -266984.000
     88   17432   17432 0.000412      -266412.000
     89   17586   17586 0.001213      -266260.000
     90   18088   18088 0.001755      -266356.000
     91   18388   18388 0.000519      -266316.000
     92   17698   17698 0.000801      -266324.000
     93   17130   17130 0.000175      -266156.000
     94   17714   17714 0.000908      -266292.000
     95   17162   17162 0.001549      -266992.000
     96   17282   17282 0.000679      -266648.000
     97   17120   17120 0.000061      -265992.000
     98   16846   16846 0.000404      -266120.000
     99   17764   17764 0.001083      -266604.000
    100   18486   18486 0.001259      -266980.000
    101   18592   18592 0.000000      -266796.000
    102   17968   17968 0.000839      -266536.000
    103   17818   17818 0.000282      -266552.000
    104   17714   17714 0.000435      -267316.000
    105   17848   17848 0.000763      -267540.000
    106   18008   18008 0.001343      -266856.000
    107   17908   17908 0.000626      -266460.000
    108   17620   17620 0.001419      -266240.000
    109   17710   17710 0.000648      -266272.000
    110   18200   18200 0.000900      -266460.000
    111   17644   17644 0.000412      -266640.000
    112   16620   16620 0.000153      -266628.000
    113   16362   16362 0.000206      -265884.000
    114   16646   16646 0.000648      -267028.000
    115   16628   16628 0.000732      -267556.000
    116   16840   16840 0.001633      -266768.000
    117   16448   16448 0.000229      -266524.000
    118   17190   17190 0.000862      -266328.000
    119   17730   17730 0.001045      -266456.000
    120   18694   18694 0.000481      -266628.000
    121   18060   18060 0.000916      -266592.000
    122   18046   18046 0.000999      -266424.000
    123   18330   18330 0.000389      -265872.000
    124   18424   18424 0.000183      -267304.000
    125   18344   18344 0.000259      -267740.000
    126   18100   18100 0.001404      -267272.000
    127   17844   17844 0.000626      -266732.000
    128   17680   17680 0.000565      -266832.000
    129   18108   18108 0.000397      -266748.000
    130   18398   18398 0.000008      -267396.000
    131   17538   17538 0.000725      -266492.000
    132   17280   17280 0.000290      -266244.000
    133   16834   16834 0.000038      -266608.000
    134   17270   17270 0.000084      -267680.000
    135   17382   17382 0.000206      -267652.000
    136   17152   17152 0.001755      -267064.000
    137   17172   17172 0.000000      -266392.000
    138   17770   17770 0.000420      -266592.000
    139   18354   18354 0.000191      -266436.000
    140   19002   19002 0.000572      -266696.000
    141   17928   17928 0.000092      -266492.000
    142   17772   17772 0.000671      -265980.000
    143   17620   17620 0.000320      -266424.000
    144   18206   18206 0.000374      -267720.000
    145   17810   17810 0.000816      -267768.000
    146   17602   17602 0.000999      -266728.000
    147   17414   17414 0.000191      -266752.000
    148   17358   17358 0.000679      -266788.000
    149   17698   17698 0.000130      -266736.000
    150   17996   17996 0.000824      -266812.000
    151   17894   17894 0.001396      -267028.000
    152   17144   17144 0.001709      -266356.000
    153   17272   17272 0.000885      -267124.000
    154   17756   17756 0.000397      -267896.000
    155   17574   17574 0.001457      -267828.000
    156   17654   17654 0.001732      -266980.000
    157   17020   17020 0.000198      -266812.000
    158   18102   18102 0.000557      -266664.000
    159   18710   18710 0.000160      -266560.000
    160   19322   19322 0.001534      -266148.000
    161   18256   18256 0.000153      -266932.000
    162   17796   17796 0.001251      -266376.000
    163   17820   17820 0.000137      -267300.000
    164   17650   17650 0.000023      -267248.000
    165   17328   17328 0.000504      -267520.000
    166   17490   17490 0.000023      -267208.000
    167   16864   16864 0.000366      -266736.000
    168   17600   17600 0.000153      -267152.000
    169   18032   18032 0.000931      -266668.000
    170   18012   18012 0.000458      -266820.000
    171   16864   16864 0.000229      -267056.000
    172   16932   16932 0.001541      -266712.000
