 tiempo ave_magnetization ave_absmagnetization ave_energy
           1  -2.68000007       24.2000008      -194.639999    
           2   3.55999994       41.0800018      -352.959991    
           3   8.64000034       56.7200012      -429.359985    
           4   15.8400002       63.9199982      -478.880005    
           5   19.2399998       73.1600037      -512.000000    
           6   20.3999996       81.8399963      -539.599976    
           7   19.5200005       87.2799988      -561.200012    
           8   21.3999996       94.5999985      -578.400024    
           9   24.3199997       101.760002      -590.080017    
          10   30.6800003       105.879997      -601.039978    
          11   31.6000004       110.800003      -610.080017    
          12   26.9200001       113.639999      -614.880005    
          13   25.8400002       121.519997      -619.200012    
          14   25.7999992       124.360001      -622.880005    
          15   23.9200001       126.559998      -628.080017    
          16   24.3999996       130.160004      -636.799988    
          17   25.1599998       134.919998      -637.119995    
          18   24.0799999       139.279999      -638.559998    
          19   23.2399998       146.199997      -642.719971    
          20   22.5200005       148.919998      -649.679993    
          21   22.7199993       151.919998      -652.080017    
          22   25.7600002       154.240005      -653.119995    
          23   25.6399994       158.119995      -652.159973    
          24   28.0799999       161.600006      -655.119995    
          25   26.8400002       164.199997      -657.760010    
          26   27.0000000       167.080002      -661.280029    
          27   25.6800003       167.600006      -660.000000    
          28   25.7199993       171.960007      -668.239990    
          29   26.2800007       172.039993      -664.719971    
          30   28.2399998       175.199997      -666.880005    
          31   29.3600006       180.240005      -669.760010    
          32   28.0799999       186.000000      -673.520020    
          33   28.1200008       192.520004      -675.520020    
          34   27.6000004       195.199997      -676.559998    
          35   26.9599991       199.759995      -678.320007    
          36   29.0799999       204.839996      -681.840027    
          37   30.0000000       207.919998      -682.239990    
          38   30.1200008       212.520004      -684.400024    
          39   32.6399994       216.080002      -685.119995    
          40   33.4399986       218.960007      -691.200012    
          41   32.5200005       222.520004      -689.840027    
          42   31.6399994       226.440002      -688.799988    
          43   31.0000000       227.639999      -689.119995    
          44   33.6800003       232.639999      -693.679993    
          45   33.2799988       236.960007      -698.799988    
          46   30.1200008       239.639999      -696.320007    
          47   28.8400002       243.960007      -699.440002    
          48   28.6000004       247.479996      -701.840027    
          49   29.7999992       249.800003      -701.440002    
          50   30.2399998       253.360001      -702.400024    
          51   31.5200005       255.360001      -703.280029    
          52   30.9599991       257.920013      -707.200012    
          53   30.7600002       259.160004      -708.719971    
          54   28.0799999       261.679993      -708.479980    
          55   28.2800007       260.920013      -708.400024    
          56   29.3600006       263.359985      -711.280029    
          57   25.0799999       268.040009      -714.080017    
          58   24.7600002       268.200012      -714.960022    
          59   25.5599995       271.079987      -715.039978    
          60   26.3600006       272.600006      -716.000000    
          61   26.0799999       273.600006      -716.880005    
          62   26.3199997       278.399994      -720.320007    
          63   27.1599998       280.200012      -723.440002    
          64   24.3600006       282.600006      -727.039978    
          65   24.9200001       282.600006      -724.960022    
          66   26.5200005       283.239990      -727.119995    
          67   27.8400002       285.920013      -729.359985    
          68   27.4400005       286.079987      -729.039978    
          69   27.0000000       287.079987      -729.200012    
          70   25.6800003       289.519989      -732.400024    
          71   27.0000000       290.200012      -731.280029    
          72   27.0000000       290.600006      -733.440002    
          73   27.5599995       291.640015      -733.919983    
          74   29.1599998       292.920013      -733.440002    
          75   30.0000000       293.920013      -731.039978    
          76   28.2800007       294.679993      -733.359985    
          77   27.2800007       297.040009      -732.960022    
          78   27.8799992       298.440002      -733.679993    
          79   27.9599991       299.480011      -735.599976    
          80   28.1599998       300.000000      -733.280029    
          81   28.1599998       300.880005      -736.479980    
          82   28.3999996       302.720001      -736.960022    
          83   27.6000004       303.679993      -739.039978    
          84   28.7600002       304.359985      -741.200012    
          85   29.0799999       302.119995      -738.159973    
          86   27.3600006       303.839996      -736.559998    
          87   28.5599995       305.279999      -738.880005    
          88   29.2000008       307.519989      -742.400024    
          89   28.5200005       309.559998      -743.919983    
          90   28.6800003       308.920013      -743.840027    
          91   28.9200001       308.040009      -741.840027    
          92   28.8799992       308.880005      -743.440002    
          93   28.0799999       309.200012      -744.960022    
          94   26.5200005       309.880005      -745.599976    
          95   25.6800003       311.200012      -746.000000    
          96   24.8400002       311.640015      -745.679993    
          97   23.1599998       310.760010      -746.080017    
          98   20.9200001       312.519989      -744.159973    
          99   22.4400005       312.679993      -743.679993    
         100   22.5200005       313.640015      -746.640015    
         101   20.8400002       313.160004      -746.320007    
         102   18.6399994       313.679993      -746.559998    
         103   19.5599995       313.880005      -747.200012    
         104   19.6399994       314.920013      -749.039978    
         105   20.6000004       315.000000      -750.159973    
         106   21.0799999       314.279999      -748.320007    
         107   22.7199993       316.559998      -750.159973    
         108   23.0000000       316.600006      -753.119995    
         109   22.3199997       315.760010      -748.719971    
         110   22.7999992       316.320007      -748.000000    
         111   21.3999996       316.359985      -746.239990    
         112   21.2800007       316.079987      -748.960022    
         113   21.7600002       317.200012      -748.479980    
         114   21.9599991       317.480011      -749.119995    
         115   21.1599998       316.679993      -748.159973    
         116   21.6800003       316.640015      -751.359985    
         117   22.5599995       316.480011      -750.719971    
         118   22.1200008       315.880005      -748.719971    
         119   22.1200008       315.959991      -748.719971    
         120   23.1599998       316.440002      -750.239990    
         121   22.5200005       316.040009      -748.799988    
         122   22.3199997       315.519989      -746.239990    
         123   21.8799992       314.839996      -743.520020    
         124   22.7600002       315.720001      -746.640015    
         125   21.7600002       317.040009      -748.320007    
         126   21.9599991       317.160004      -748.799988    
         127   22.0400009       315.880005      -745.840027    
         128   22.7999992       317.200012      -747.760010    
