 tiempo ave_magnetization ave_absmagnetization ave_energy
         120   2.59999990       79.0000000      -377.440002    
         121   5.00000000       77.4800034      -378.320007    
         122  0.680000007       77.0000000      -386.399994    
         123   3.72000003       83.1600037      -387.839996    
         124   2.79999995       77.8399963      -380.399994    
         125   2.40000010       77.5999985      -387.440002    
         126   1.15999997       79.8799973      -388.880005    
         127   1.27999997       70.8799973      -387.279999    
         128  -1.03999996       66.6399994      -377.440002    
         129   2.64000010       69.4400024      -380.480011    
         130   8.60000038       71.6399994      -384.000000    
         131   12.2399998       71.2799988      -383.920013    
         132   19.4799995       72.5999985      -380.480011    
         133   18.7600002       74.5199966      -376.959991    
         134   20.9200001       70.9199982      -382.799988    
         135   16.3199997       72.4000015      -386.160004    
         136   11.7200003       69.1600037      -376.799988    
         137   6.59999990       73.4800034      -377.279999    
         138   9.64000034       78.2799988      -377.760010    
         139   2.96000004       77.0400009      -376.320007    
         140  -3.07999992       77.4000015      -376.559998    
         141  -9.92000008       78.8000031      -383.359985    
         142  -5.40000010       79.8799973      -381.359985    
         143  -7.48000002       75.8000031      -376.880005    
         144  -6.51999998       75.5599976      -377.440002    
         145  -1.39999998       75.8000031      -379.359985    
         146  -2.75999999       72.1200027      -374.239990    
         147   2.31999993       75.5199966      -379.200012    
         148   10.6000004       65.3199997      -375.679993    
         149   9.43999958       69.7600021      -379.040009    
         150   16.3600006       69.9599991      -382.880005    
         151   16.3199997       70.0000000      -372.480011    
         152   12.1199999       74.3600006      -371.440002    
         153   7.88000011       71.0000000      -379.359985    
         154   2.48000002       66.9599991      -384.959991    
         155   1.12000000       66.8000031      -389.600006    
         156 -0.759999990       66.7600021      -370.480011    
         157  -1.15999997       64.1999969      -373.359985    
         158  -3.44000006       62.1599998      -376.239990    
         159  -1.91999996       61.2799988      -371.119995    
         160 -0.400000006       62.9599991      -374.640015    
         161  -3.96000004       63.4799995      -379.839996    
         162   3.31999993       69.8000031      -380.720001    
         163   4.48000002       70.2399979      -371.279999    
         164   3.03999996       71.1999969      -378.000000    
         165   6.76000023       77.6399994      -385.920013    
         166   9.23999977       71.6399994      -377.679993    
         167   4.40000010       70.3199997      -377.279999    
         168   3.48000002       74.5199966      -381.279999    
         169   1.96000004       74.5999985      -384.160004    
         170   3.40000010       66.7600021      -380.720001    
         171   5.92000008       64.3199997      -381.679993    
         172   6.92000008       59.9599991      -376.480011    
         173   7.00000000       62.7599983      -375.920013    
         174   4.19999981       64.1999969      -379.200012    
         175   6.88000011       68.0800018      -380.640015    
         176   4.11999989       69.8000031      -372.160004    
         177   8.80000019       74.2399979      -372.640015    
         178   11.1199999       78.1600037      -379.760010    
         179   17.3199997       77.4000015      -380.160004    
         180   15.0000000       72.1999969      -379.359985    
         181   10.3199997       71.3600006      -378.799988    
         182   10.8800001       73.4400024      -378.640015    
         183   18.6800003       78.6800003      -384.880005    
         184   17.0000000       77.8799973      -370.399994    
         185   17.5599995       75.4800034      -378.160004    
         186   21.7600002       78.4800034      -377.359985    
         187   24.1599998       79.1999969      -379.200012    
         188   22.3600006       85.7200012      -377.440002    
         189   17.3199997       84.1200027      -381.519989    
         190   15.3199997       86.5199966      -379.040009    
         191   17.7999992       88.4400024      -382.640015    
         192   19.3600006       82.8000031      -373.440002    
         193   19.8799992       88.2799988      -383.519989    
         194   20.0400009       85.4000015      -386.160004    
         195   20.5599995       91.1999969      -384.000000    
         196   24.8799992       91.2799988      -381.440002    
         197   24.0000000       92.8000031      -385.679993    
         198   21.8799992       95.5599976      -387.200012    
         199   18.9599991       93.7600021      -386.559998    
         200   14.7600002       90.4400024      -389.519989    
         201   14.1599998       94.9599991      -390.000000    
         202   21.0799999       95.8799973      -392.480011    
         203   17.1200008       91.0400009      -387.839996    
         204   14.6800003       90.5999985      -378.880005    
         205   18.1200008       92.7600021      -386.399994    
         206   24.7999992       96.1600037      -383.839996    
         207   24.8400002       96.5199966      -384.559998    
         208   19.2399998       96.2799988      -383.279999    
         209   22.9599991       101.040001      -393.359985    
         210   26.1599998       100.400002      -391.839996    
         211   26.3999996       102.720001      -396.559998    
         212   22.6800003       106.760002      -384.799988    
         213   18.2000008       103.959999      -390.640015    
         214   17.6399994       102.680000      -396.959991    
         215   20.9200001       95.4000015      -388.880005    
         216   23.4400005       99.9199982      -388.559998    
         217   24.3600006       99.6399994      -389.679993    
         218   20.0799999       100.000000      -394.320007    
         219   22.0799999       100.480003      -387.600006    
         220   22.0799999       98.6399994      -384.880005    
         221   26.4400005       95.8000031      -390.239990    
         222   23.8400002       91.3600006      -395.519989    
         223   24.1200008       93.3199997      -382.399994    
         224   26.3999996       87.6800003      -377.119995    
         225   25.6800003       89.1200027      -383.679993    
         226   27.6000004       87.0400009      -383.920013    
         227   28.6000004       87.8799973      -389.119995    
         228   30.5200005       89.0000000      -379.679993    
         229   29.5599995       95.0000000      -387.119995    
         230   27.3600006       88.1600037      -388.799988    
         231   24.9200001       90.3600006      -387.359985    
         232   26.7600002       84.1999969      -384.720001    
         233   24.9599991       81.1999969      -383.440002    
         234   24.1599998       82.1600037      -385.600006    
         235   28.8400002       86.3600006      -383.040009    
         236   30.6800003       84.9199982      -387.040009    
         237   32.7599983       86.4400024      -394.640015    
         238   34.5600014       87.8399963      -396.079987    
         239   38.8400002       90.0400009      -391.040009    
         240   40.1199989       92.0400009      -386.959991    
         241   42.7200012       89.6800003      -387.040009    
         242   42.5600014       84.8000031      -392.880005    
         243   47.7200012       78.3600006      -386.880005    
         244   41.6399994       73.0000000      -388.079987    
         245   42.0800018       77.8399963      -394.239990    
         246   44.2799988       82.7600021      -388.720001    
         247   43.9599991       82.5999985      -390.000000    
         248   44.1599998       88.4800034      -395.920013    
         249   43.2400017       88.3600006      -395.119995    
         250   45.3600006       93.5199966      -401.760010    
         251   41.4399986       91.3600006      -397.119995    
         252   40.7999992       91.0400009      -394.079987    
         253   44.0000000       93.4400024      -392.880005    
         254   41.7200012       93.0000000      -398.239990    
         255   36.8800011       86.9599991      -388.160004    
         256   38.9199982       86.7600021      -392.320007    
         257   42.8400002       89.5599976      -389.119995    
         258   46.5600014       92.4000015      -384.559998    
         259   38.4000015       88.3199997      -384.399994    
         260   31.2000008       83.3600006      -380.640015    
         261   28.0400009       85.9599991      -388.079987    
         262   30.0000000       85.8399963      -390.640015    
         263   22.7999992       82.3199997      -382.799988    
         264   20.0400009       79.0800018      -379.679993    
         265   13.9200001       82.0000000      -382.799988    
         266   12.1199999       83.4800034      -392.239990    
         267   14.2399998       80.8000031      -388.480011    
         268   13.3199997       81.8799973      -383.760010    
         269   18.4799995       83.8399963      -382.000000    
         270   18.5599995       78.6399994      -384.000000    
         271   18.5200005       73.2399979      -383.359985    
         272   17.3199997       74.4400024      -377.519989    
         273   17.1599998       78.7600021      -380.559998    
         274   17.2000008       74.9599991      -384.959991    
         275   15.6800003       75.9199982      -383.440002    
         276   22.6399994       80.7200012      -394.160004    
         277   24.1200008       74.0400009      -393.920013    
         278   28.8400002       74.3600006      -389.519989    
         279   23.8400002       77.4400024      -388.160004    
         280   21.4799995       75.1600037      -378.559998    
         281   20.2399998       73.7600021      -382.799988    
         282   21.9599991       70.3600006      -386.320007    
         283   21.9200001       70.8000031      -379.040009    
         284   27.2000008       70.1600037      -384.399994    
         285   28.6000004       76.1999969      -384.959991    
         286   22.6000004       75.2399979      -383.200012    
         287   26.2000008       74.8399963      -387.600006    
         288   28.7999992       74.3199997      -383.600006    
         289   27.7600002       72.3199997      -383.920013    
         290   27.0799999       70.7600021      -386.239990    
         291   31.6800003       74.4000015      -382.239990    
         292   27.7999992       72.7600021      -386.000000    
         293   27.3999996       77.8799973      -386.959991    
         294   27.1599998       76.5199966      -388.079987    
         295   26.1200008       84.8399963      -386.480011    
         296   27.4799995       81.1600037      -382.559998    
         297   21.7999992       82.1999969      -378.480011    
         298   24.2800007       81.4800034      -380.079987    
         299   31.1200008       80.0000000      -381.119995    
         300   32.5999985       76.1999969      -383.200012    
         301   30.0000000       76.1600037      -384.640015    
         302   26.0400009       77.3199997      -387.839996    
         303   22.2399998       78.3199997      -387.279999    
         304   20.4400005       75.9599991      -390.640015    
         305   20.6000004       76.5999985      -388.880005    
         306   21.3999996       71.4800034      -385.839996    
         307   20.6399994       69.4400024      -379.440002    
         308   21.3999996       72.1999969      -381.119995    
         309   21.8400002       70.8799973      -390.559998    
         310   20.9599991       69.4400024      -393.679993    
         311   16.6000004       71.0800018      -394.239990    
         312   19.1200008       77.1999969      -393.200012    
         313   15.3599997       72.2399979      -392.480011    
         314   15.1599998       72.1200027      -385.519989    
         315   16.4799995       71.6800003      -386.720001    
         316   14.9600000       74.0000000      -388.160004    
         317   21.0400009       72.0000000      -388.799988    
         318   12.6400003       74.8799973      -392.399994    
         319   10.1599998       76.7200012      -387.760010    
         320   12.3599997       78.8399963      -384.079987    
         321   13.3199997       76.8399963      -387.519989    
         322   10.5200005       79.4000015      -397.279999    
         323   13.6400003       75.4000015      -397.440002    
         324   16.7600002       69.9599991      -390.480011    
         325   16.9200001       73.6399994      -394.000000    
         326   17.3600006       71.1999969      -394.239990    
         327   15.7600002       65.3600006      -387.839996    
         328   13.8400002       66.1600037      -386.399994    
         329   11.5600004       64.7600021      -385.679993    
         330   6.11999989       63.9599991      -379.760010    
         331   6.92000008       66.7600021      -385.119995    
         332   3.48000002       67.7200012      -378.239990    
         333   3.96000004       67.2399979      -373.679993    
         334   1.32000005       66.2799988      -381.040009    
         335   5.19999981       68.3199997      -380.160004    
         336   8.47999954       72.4000015      -379.359985    
         337   10.3599997       73.8799973      -378.959991    
         338   6.96000004       75.9199982      -382.799988    
         339   4.55999994       75.3600006      -373.040009    
         340  -1.91999996       72.8799973      -376.880005    
         341   3.24000001       75.9599991      -372.160004    
         342   4.84000015       79.0800018      -372.480011    
         343   11.2399998       79.0000000      -377.440002    
         344   16.9599991       84.7200012      -386.640015    
         345   19.5200005       82.1600037      -380.880005    
         346   18.4400005       82.3600006      -386.640015    
         347   23.2000008       84.8000031      -383.279999    
         348   28.8799992       85.2799988      -383.279999    
         349   34.5999985       89.9599991      -391.519989    
         350   32.4399986       87.8000031      -388.480011    
         351   29.3999996       85.8000031      -381.600006    
         352   29.8400002       83.1200027      -380.320007    
         353   28.4799995       85.0400009      -387.200012    
         354   32.1599998       89.5199966      -396.880005    
         355   29.6800003       87.3600006      -387.839996    
         356   30.3600006       91.7200012      -382.000000    
         357   26.5200005       90.4400024      -386.959991    
         358   23.6800003       89.2799988      -385.760010    
         359   20.8400002       86.1999969      -382.799988    
         360   19.1599998       79.2399979      -381.200012    
         361   18.5200005       80.6800003      -388.079987    
         362   12.7200003       78.2399979      -386.480011    
         363   9.27999973       76.7200012      -376.959991    
         364   5.59999990       72.0800018      -380.160004    
         365   4.76000023       74.0400009      -382.799988    
         366   3.64000010       79.2399979      -384.799988    
         367   1.79999995       76.0400009      -379.600006    
         368  -1.20000005       74.3199997      -381.440002    
         369  -9.92000008       72.8000031      -381.040009    
         370  -2.72000003       74.0000000      -388.399994    
         371  -1.72000003       73.4000015      -388.160004    
         372   2.88000011       71.5999985      -382.640015    
         373   2.51999998       73.7200012      -378.320007    
         374   6.71999979       74.0800018      -377.839996    
         375   6.23999977       74.1600037      -375.679993    
         376   3.20000005       80.2399979      -375.040009    
         377  -1.32000005       76.1200027      -381.040009    
         378  -4.44000006       76.6800003      -379.440002    
         379  -2.35999990       73.8799973      -377.200012    
         380   3.96000004       69.1600037      -381.600006    
         381   8.84000015       70.2799988      -380.239990    
         382   7.07999992       74.5199966      -379.760010    
         383 -0.479999989       73.1200027      -380.799988    
         384  0.680000007       75.8799973      -390.640015    
         385   1.44000006       76.4000015      -385.600006    
         386   5.15999985       73.1600037      -381.119995    
         387   2.96000004       74.7200012      -383.200012    
         388   0.00000000       78.1600037      -385.519989    
         389   6.15999985       75.3600006      -386.880005    
         390   3.55999994       74.6800003      -380.160004    
         391  -2.31999993       72.4000015      -380.559998    
         392  -4.92000008       70.0400009      -373.440002    
         393  -6.19999981       70.1200027      -376.559998    
         394  -8.31999969       73.1200027      -382.239990    
         395  -8.92000008       75.7200012      -380.880005    
         396  -4.96000004       77.6800003      -385.359985    
         397  -2.68000007       75.6399994      -383.040009    
         398   1.12000000       83.9199982      -383.200012    
         399   1.79999995       88.5999985      -382.480011    
         400   4.00000000       88.5599976      -380.079987    
         401   1.12000000       88.4000015      -384.239990    
         402 -0.800000012       85.8399963      -385.760010    
         403   1.32000005       93.0800018      -390.720001    
         404   8.00000000       94.6399994      -379.279999    
         405   9.60000038       89.5999985      -386.399994    
         406   6.84000015       84.5199966      -385.040009    
         407   5.92000008       81.1200027      -383.279999    
         408   5.88000011       81.0800018      -383.200012    
         409   9.60000038       85.2799988      -388.320007    
         410   14.2399998       82.6399994      -390.480011    
         411   8.76000023       71.6399994      -387.679993    
         412   9.60000038       77.6800003      -391.040009    
         413   9.84000015       78.8000031      -384.239990    
         414   11.6000004       81.1200027      -387.119995    
         415   12.2399998       79.8399963      -383.760010    
         416   16.0000000       79.7600021      -382.720001    
         417   21.7199993       80.2799988      -390.559998    
         418   23.8799992       77.8000031      -397.519989    
         419   28.3199997       77.4400024      -387.040009    
         420   27.1599998       76.6800003      -382.640015    
         421   27.1599998       80.8399963      -390.880005    
         422   27.7199993       81.2399979      -396.160004    
         423   23.5599995       79.6399994      -385.920013    
         424   25.7600002       82.4800034      -383.040009    
         425   23.8799992       85.4000015      -389.839996    
         426   26.2399998       82.8000031      -383.359985    
         427   25.9599991       79.7200012      -384.720001    
         428   26.0799999       75.8399963      -384.399994    
         429   25.7999992       76.9199982      -381.440002    
         430   21.7199993       73.4800034      -379.119995    
         431   23.5599995       72.9199982      -376.959991    
         432   17.1599998       67.6399994      -375.119995    
         433   14.2399998       66.9599991      -378.559998    
         434   11.8000002       66.8399963      -379.040009    
         435   15.9200001       76.0800018      -383.040009    
         436   17.4400005       83.1999969      -378.959991    
         437   13.4799995       75.7200012      -375.200012    
         438   13.8400002       81.3600006      -384.799988    
         439   16.0400009       79.4800034      -389.119995    
         440   16.4799995       73.1200027      -377.679993    
         441   18.2399998       72.9599991      -383.200012    
         442   17.6399994       72.5999985      -376.079987    
         443   17.7999992       69.4800034      -371.279999    
         444   16.7999992       68.8799973      -376.079987    
         445   18.9599991       73.8399963      -374.320007    
         446   13.8400002       67.6800003      -380.720001    
         447   12.6000004       71.6399994      -379.440002    
         448   8.19999981       70.2799988      -378.559998    
         449   7.80000019       71.0000000      -376.720001    
         450   9.15999985       75.0800018      -378.720001    
         451   8.07999992       77.1200027      -380.320007    
         452   3.48000002       78.9199982      -378.959991    
         453   7.11999989       74.4800034      -385.119995    
         454   7.03999996       77.5199966      -380.399994    
         455   10.1999998       78.7600021      -381.200012    
         456   6.11999989       73.6399994      -379.440002    
         457   1.63999999       73.0800018      -383.040009    
         458   2.16000009       77.1999969      -387.279999    
         459   2.64000010       75.8399963      -390.799988    
         460   1.79999995       78.4400024      -388.079987    
         461   3.20000005       84.9599991      -398.399994    
         462  -3.27999997       81.8399963      -391.839996    
         463  -1.20000005       78.8799973      -382.320007    
         464  -7.03999996       76.9599991      -386.239990    
         465  -4.67999983       77.2399979      -379.760010    
         466  -8.96000004       74.0000000      -379.440002    
         467  -10.7600002       75.1600037      -379.920013    
         468  -3.51999998       75.0400009      -375.920013    
         469  -1.75999999       77.5199966      -381.279999    
         470  0.239999995       79.3600006      -386.480011    
         471   1.51999998       83.5999985      -384.880005    
         472   2.00000000       81.1200027      -379.359985    
         473  -1.12000000       79.3600006      -373.920013    
         474   1.63999999       86.2799988      -379.839996    
         475  0.560000002       87.5199966      -373.679993    
         476   6.96000004       83.5199966      -378.079987    
         477   4.76000023       80.1200027      -382.720001    
         478   8.88000011       78.1600037      -385.679993    
         479   9.11999989       74.8000031      -381.519989    
         480   9.56000042       81.1600037      -386.959991    
         481   5.00000000       79.3199997      -382.079987    
         482   11.0799999       80.0400009      -381.839996    
         483   8.96000004       79.0400009      -384.959991    
         484   8.39999962       77.8399963      -385.760010    
         485   9.00000000       80.3600006      -385.040009    
         486   8.88000011       74.4800034      -386.799988    
         487   4.23999977       71.5999985      -386.799988    
         488   2.24000001       72.2399979      -378.880005    
         489   8.84000015       71.4800034      -383.040009    
         490   7.51999998       69.0400009      -380.079987    
         491   5.59999990       73.5199966      -380.959991    
         492   8.84000015       78.0400009      -385.200012    
         493   8.23999977       76.1600037      -388.480011    
         494   10.5600004       77.6800003      -380.880005    
         495   6.92000008       76.0400009      -384.160004    
         496   3.96000004       72.2799988      -384.239990    
         497   5.80000019       71.3199997      -386.559998    
         498   2.44000006       69.1600037      -382.559998    
         499  0.439999998       74.9199982      -381.519989    
         500   1.63999999       73.0000000      -380.079987    
         501   9.60000038       71.4400024      -389.839996    
         502   11.0000000       71.4000015      -387.839996    
         503   12.9600000       74.6399994      -386.000000    
         504   13.9600000       77.4800034      -388.160004    
         505   19.3600006       78.0800018      -384.239990    
         506   15.4399996       77.4400024      -383.359985    
         507   10.8000002       79.9199982      -384.880005    
         508   14.1199999       82.8399963      -388.720001    
         509   7.51999998       84.3199997      -383.600006    
         510   6.92000008       81.3199997      -375.279999    
         511   7.71999979       80.9199982      -369.040009    
         512   9.07999992       83.7200012      -369.600006    
         513   13.5600004       86.0400009      -376.559998    
         514   19.8400002       89.8399963      -379.519989    
         515   17.8400002       86.3199997      -380.239990    
         516   20.2800007       83.5599976      -378.880005    
         517   18.9200001       85.0000000      -380.399994    
         518   10.2799997       90.0400009      -381.359985    
         519   7.32000017       85.4800034      -378.959991    
         520   5.92000008       85.8399963      -388.480011    
         521   5.84000015       85.0400009      -385.119995    
         522   6.67999983       84.7600021      -382.720001    
         523   7.71999979       88.6800003      -382.079987    
         524   3.68000007       91.5199966      -388.239990    
         525   6.80000019       99.4400024      -390.160004    
         526   1.91999996       97.7600021      -388.640015    
         527  -2.72000003       96.2399979      -387.519989    
         528  -2.83999991       94.5999985      -390.880005    
         529  -2.16000009       88.5599976      -383.679993    
         530  -2.68000007       85.5599976      -386.880005    
         531   1.36000001       82.4800034      -377.519989    
         532   2.00000000       82.3199997      -382.079987    
         533   6.19999981       86.5999985      -387.839996    
         534   8.27999973       88.2799988      -386.480011    
         535   4.03999996       90.5199966      -386.640015    
         536   1.88000000       88.7600021      -387.600006    
         537  -4.84000015       91.4800034      -395.760010    
         538  -11.1599998       86.4400024      -394.880005    
         539  -4.36000013       88.5199966      -394.720001    
         540  -3.75999999       85.9199982      -392.239990    
         541  -10.1999998       83.8000031      -391.200012    
         542  -8.07999992       85.1200027      -384.160004    
         543  -6.28000021       85.1600037      -382.320007    
         544  -1.32000005       82.7600021      -381.200012    
         545  -10.0400000       83.8799973      -378.320007    
         546  -11.0400000       83.9199982      -383.279999    
         547  -15.7200003       76.4400024      -372.640015    
         548  -13.3999996       80.7600021      -373.440002    
         549  -18.3600006       82.5999985      -373.359985    
         550  -8.92000008       80.5999985      -384.320007    
         551  -2.72000003       79.9199982      -381.119995    
         552   5.07999992       85.4000015      -386.399994    
         553   8.76000023       81.3199997      -387.279999    
         554   9.27999973       79.6800003      -386.480011    
         555   11.7600002       80.0000000      -380.720001    
         556   10.6400003       77.8399963      -383.920013    
         557   8.19999981       81.3199997      -396.559998    
         558   9.35999966       75.5999985      -390.959991    
         559   12.1199999       71.8799973      -387.679993    
         560   11.6800003       70.4800034      -385.760010    
         561   9.47999954       70.0400009      -383.040009    
         562   4.96000004       67.1999969      -380.640015    
         563   4.63999987       66.1600037      -384.399994    
         564   3.24000001       68.5199966      -382.559998    
         565  -4.00000000       64.1600037      -380.160004    
         566  -6.23999977       66.6399994      -382.079987    
         567  -6.51999998       65.3199997      -377.440002    
         568  -3.59999990       71.5199966      -382.320007    
         569  -1.48000002       76.0400009      -387.920013    
         570  -1.12000000       76.7200012      -384.239990    
         571   1.75999999       72.0800018      -378.079987    
         572   8.60000038       74.1999969      -380.720001    
         573   6.32000017       78.7200012      -385.679993    
         574   8.03999996       79.8000031      -383.359985    
         575   17.2399998       79.9599991      -385.519989    
         576   16.9200001       82.6800003      -380.640015    
         577   17.3199997       84.1200027      -386.559998    
         578   17.7600002       83.9199982      -384.079987    
         579   11.9200001       80.4800034      -377.679993    
         580   11.1599998       78.1999969      -386.799988    
         581   8.60000038       76.1200027      -385.279999    
         582   9.43999958       75.2799988      -379.200012    
         583   9.72000027       77.0800018      -381.279999    
         584   13.1999998       76.4800034      -378.880005    
         585   9.43999958       73.1200027      -388.160004    
         586   8.56000042       72.8000031      -383.920013    
         587   4.32000017       72.0800018      -382.880005    
         588  0.720000029       75.6800003      -392.000000    
         589  -4.92000008       77.6399994      -387.279999    
         590  -1.72000003       73.8799973      -385.040009    
         591   2.35999990       77.0800018      -383.839996    
         592   5.96000004       80.0400009      -386.000000    
         593   3.96000004       76.5199966      -383.679993    
         594   5.84000015       75.8399963      -379.440002    
         595   12.5200005       75.9599991      -378.799988    
         596   12.5200005       77.9599991      -377.600006    
         597   16.1200008       78.2799988      -380.640015    
         598   12.6400003       77.6800003      -385.279999    
         599   15.2399998       77.0800018      -377.279999    
         600   20.5599995       77.4400024      -386.399994    
         601   14.8400002       78.1200027      -383.839996    
         602   11.9600000       74.2799988      -382.079987    
         603   12.7600002       73.3199997      -378.720001    
         604   13.2399998       75.8799973      -384.000000    
         605   11.0000000       70.5199966      -381.600006    
         606   5.63999987       75.8799973      -390.640015    
         607   1.60000002       77.9199982      -386.959991    
         608   2.92000008       74.9199982      -384.480011    
         609   3.75999999       71.5999985      -386.799988    
         610   2.96000004       69.7600021      -379.279999    
         611   5.76000023       70.5599976      -374.399994    
         612   3.24000001       65.9599991      -379.600006    
         613   6.84000015       67.8799973      -373.920013    
         614   9.60000038       64.2399979      -378.239990    
         615   10.3999996       68.1600037      -370.239990    
         616   15.2799997       67.1999969      -377.600006    
         617   13.3199997       75.8799973      -378.720001    
         618   20.2800007       76.5199966      -384.399994    
         619   20.7999992       73.1200027      -379.440002    
         620   15.1199999       71.1999969      -381.600006    
         621   14.5600004       72.0000000      -383.839996    
         622   15.2399998       69.7200012      -382.239990    
         623   14.1199999       74.5999985      -376.399994    
         624   17.3199997       79.3199997      -378.480011    
         625   18.9200001       76.5199966      -378.640015    
         626   17.0000000       76.8399963      -378.640015    
         627   14.2399998       70.7200012      -375.279999    
         628   16.4400005       72.0400009      -372.640015    
