 tiempo ave_magnetization ave_absmagnetization ave_energy
           1   1.88000000       31.2399998      -186.479996    
           2   3.44000006       48.5600014      -344.160004    
           3   1.27999997       54.7999992      -414.399994    
           4  0.439999998       62.8400002      -465.440002    
           5 -0.119999997       72.6800003      -498.640015    
           6  -1.32000005       83.6399994      -522.719971    
           7  -4.19999981       92.6800003      -544.640015    
           8  -4.96000004       98.9599991      -560.080017    
           9  -4.92000008       106.599998      -571.039978    
          10  -5.15999985       108.760002      -578.719971    
          11  -2.72000003       114.400002      -590.799988    
          12 -0.680000007       121.559998      -606.239990    
          13  0.479999989       129.199997      -609.760010    
          14  -1.88000000       136.199997      -615.440002    
          15  -3.31999993       138.039993      -619.280029    
          16  -3.16000009       141.080002      -620.719971    
          17  -4.48000002       145.600006      -624.719971    
          18  -3.40000010       149.399994      -631.440002    
          19  -4.80000019       154.880005      -632.159973    
          20  -1.91999996       159.039993      -638.559998    
          21  -3.24000001       164.919998      -641.440002    
          22  -3.27999997       170.559998      -644.799988    
          23  -2.07999992       173.839996      -643.200012    
          24  -3.24000001       177.080002      -646.719971    
          25  -2.31999993       182.880005      -653.599976    
          26  -1.15999997       184.520004      -655.599976    
          27  0.720000029       188.160004      -655.200012    
          28   2.75999999       189.160004      -656.559998    
          29   3.35999990       192.240005      -658.799988    
          30   3.27999997       197.919998      -663.440002    
          31   4.00000000       203.600006      -663.919983    
          32   6.36000013       205.639999      -669.520020    
          33   5.71999979       211.559998      -670.640015    
          34   5.15999985       213.080002      -667.119995    
          35   4.28000021       220.039993      -670.880005    
          36   3.55999994       221.320007      -677.200012    
          37   5.88000011       224.440002      -679.520020    
          38   7.15999985       228.119995      -678.719971    
          39   9.31999969       231.559998      -679.520020    
          40   9.76000023       235.440002      -682.880005    
          41   10.6800003       236.440002      -685.840027    
          42   11.6800003       239.520004      -689.119995    
          43   11.0799999       239.639999      -689.359985    
          44   11.3599997       243.360001      -694.719971    
          45   12.7600002       244.039993      -694.559998    
          46   12.1199999       247.479996      -695.119995    
          47   13.0400000       246.080002      -698.080017    
          48   14.1999998       247.479996      -698.719971    
          49   13.4799995       251.479996      -699.760010    
          50   12.2399998       252.720001      -700.159973    
          51   13.9600000       253.080002      -701.840027    
          52   11.6000004       255.679993      -704.559998    
          53   12.7600002       258.119995      -706.799988    
          54   12.0799999       259.920013      -708.000000    
          55   12.6400003       258.640015      -708.000000    
          56   13.4799995       260.359985      -711.840027    
          57   13.6000004       262.239990      -712.320007    
          58   13.7200003       262.839996      -707.280029    
          59   13.7200003       264.359985      -706.640015    
          60   15.3599997       267.920013      -707.679993    
          61   14.8800001       268.320007      -707.359985    
          62   13.2399998       268.200012      -707.840027    
          63   14.0400000       270.760010      -708.080017    
          64   13.3999996       273.720001      -711.039978    
          65   13.5600004       275.320007      -708.239990    
          66   13.1999998       273.920013      -709.760010    
          67   12.1199999       273.320007      -708.640015    
          68   12.1199999       274.839996      -715.200012    
          69   9.76000023       274.720001      -711.840027    
          70   9.43999958       275.519989      -712.559998    
          71   7.28000021       275.839996      -711.200012    
          72   8.52000046       278.440002      -714.000000    
