 tiempo ave_magnetization ave_absmagnetization ave_energy
           1   2.35999990       25.2399998      -196.960007    
           2   3.27999997       35.7599983      -355.359985    
           3   3.24000001       44.5999985      -439.200012    
           4   4.96000004       56.1599998      -488.079987    
           5   3.68000007       61.5200005      -521.760010    
           6   6.15999985       68.8799973      -545.280029    
           7   8.52000046       78.4400024      -567.119995    
           8   12.7600002       85.8799973      -584.479980    
           9   15.7600002       92.4800034      -596.640015    
          10   16.2000008       99.3199997      -606.640015    
          11   13.5600004       105.879997      -613.280029    
          12   15.8800001       112.919998      -622.400024    
          13   15.6000004       114.879997      -628.799988    
          14   13.8400002       116.800003      -633.919983    
          15   12.6000004       123.480003      -637.119995    
          16   12.6800003       128.759995      -639.840027    
          17   15.2399998       132.199997      -645.440002    
          18   13.6800003       136.000000      -647.919983    
          19   14.2399998       138.479996      -653.679993    
          20   13.3599997       139.600006      -653.760010    
          21   11.6800003       144.559998      -658.880005    
          22   15.5200005       147.520004      -661.440002    
          23   17.6800003       149.839996      -663.760010    
          24   15.6400003       154.039993      -668.799988    
          25   14.8400002       160.679993      -669.280029    
          26   17.2399998       162.199997      -670.479980    
          27   17.1200008       166.240005      -671.440002    
          28   20.9599991       169.440002      -672.400024    
          29   19.2800007       175.039993      -676.080017    
          30   22.0000000       178.479996      -676.960022    
          31   18.9599991       182.240005      -680.000000    
          32   19.7999992       186.600006      -681.919983    
          33   19.3199997       189.800003      -681.119995    
          34   21.2000008       192.240005      -683.760010    
          35   19.5200005       195.119995      -684.799988    
          36   21.8799992       198.119995      -687.679993    
          37   23.8400002       200.160004      -688.960022    
          38   24.3600006       201.479996      -687.679993    
          39   25.0799999       206.279999      -690.960022    
          40   21.6399994       209.000000      -692.559998    
          41   18.9599991       214.639999      -696.719971    
          42   15.9200001       216.479996      -696.400024    
          43   17.0000000       221.080002      -698.400024    
          44   17.0000000       223.240005      -701.200012    
          45   15.6400003       227.320007      -706.080017    
          46   16.0799999       229.600006      -706.479980    
          47   15.3599997       229.839996      -707.919983    
          48   14.0799999       232.639999      -709.520020    
          49   13.3599997       233.440002      -710.320007    
          50   11.7200003       235.960007      -712.320007    
          51   11.0799999       238.679993      -713.760010    
          52   10.4399996       239.639999      -714.000000    
          53   10.8000002       243.759995      -715.039978    
          54   9.39999962       245.399994      -716.880005    
          55   7.67999983       246.960007      -716.799988    
          56   7.63999987       250.759995      -721.440002    
          57   9.00000000       252.199997      -724.880005    
          58   9.15999985       253.960007      -726.159973    
          59   10.1599998       254.720001      -725.359985    
          60   9.76000023       256.399994      -727.599976    
          61   8.27999973       257.320007      -725.840027    
          62   9.60000038       257.119995      -729.280029    
          63   10.7200003       259.519989      -726.719971    
          64   11.1999998       260.799988      -726.479980    
          65   12.4399996       261.799988      -726.559998    
          66   11.0000000       263.720001      -729.359985    
