 tiempo ave_magnetization ave_absmagnetization ave_energy
           1  -4.36000013       23.6399994      -153.679993    
           2  -3.55999994       31.7999992      -269.519989    
           3  -5.03999996       40.9599991      -317.760010    
           4  -5.76000023       43.0400009      -332.959991    
           5  -5.51999998       43.4399986      -359.679993    
           6  -14.5600004       46.5600014      -365.440002    
           7  -14.2799997       54.4399986      -370.959991    
           8  -18.0000000       56.2400017      -375.760010    
           9  -14.0000000       51.4399986      -382.160004    
          10  -17.3199997       57.2400017      -388.880005    
          11  -16.3199997       57.0400009      -389.519989    
          12  -18.6399994       64.4000015      -392.239990    
          13  -15.1599998       68.4400024      -403.359985    
          14  -13.2399998       67.5599976      -396.559998    
          15  -11.6400003       61.6399994      -395.760010    
          16  -11.1999998       65.4400024      -394.799988    
          17  -10.4399996       64.3600006      -395.600006    
          18  -5.96000004       69.9599991      -399.359985    
          19  -5.48000002       73.1600037      -405.040009    
          20  -4.07999992       71.5999985      -402.640015    
          21  -11.8800001       78.8399963      -404.239990    
          22  -14.9600000       76.5599976      -406.320007    
          23  -13.8000002       83.6399994      -410.000000    
          24  -9.47999954       85.7200012      -398.399994    
          25  -14.9600000       87.8399963      -406.239990    
          26  -10.6800003       90.1999969      -400.959991    
          27  -17.0799999       88.3600006      -409.760010    
          28  -18.7999992       90.4000015      -409.600006    
          29  -23.6000004       90.8000031      -402.399994    
          30  -24.3999996       92.5599976      -411.040009    
          31  -21.2800007       89.5999985      -406.000000    
          32  -25.4799995       89.6399994      -402.559998    
          33  -30.8799992       92.6399994      -401.600006    
          34  -30.2000008       96.4400024      -396.320007    
          35  -30.0799999       91.2799988      -401.519989    
          36  -33.2000008       92.4800034      -401.359985    
          37  -27.7600002       88.8000031      -400.880005    
          38  -28.0000000       87.0400009      -399.920013    
          39  -27.9599991       90.3600006      -398.880005    
          40  -23.3600006       87.5999985      -392.320007    
          41  -23.4400005       91.4400024      -401.440002    
          42  -22.1599998       90.3199997      -400.320007    
          43  -24.6399994       90.6399994      -399.760010    
          44  -19.9200001       87.5999985      -394.320007    
          45  -19.9599991       87.2399979      -399.760010    
          46  -25.0799999       82.5199966      -398.320007    
          47  -27.2800007       78.9599991      -396.239990    
          48  -29.1599998       81.0000000      -394.720001    
          49  -22.6800003       74.8399963      -397.679993    
          50  -21.2399998       77.8799973      -401.920013    
          51  -19.5200005       78.3199997      -404.640015    
          52  -24.2000008       82.0400009      -399.440002    
          53  -18.1599998       82.2399979      -403.920013    
          54  -23.8400002       78.8799973      -406.959991    
          55  -25.3600006       77.5999985      -410.559998    
          56  -24.9200001       74.7600021      -400.160004    
          57  -20.0799999       78.3199997      -406.720001    
          58  -15.3599997       81.4400024      -405.519989    
          59  -18.3999996       84.2399979      -397.119995    
          60  -15.8800001       87.8799973      -399.440002    
          61  -17.8400002       89.8399963      -400.160004    
          62  -15.1599998       94.0400009      -407.760010    
          63  -13.4399996       94.4000015      -399.040009    
          64  -14.3599997       97.2399979      -401.040009    
          65  -13.8400002       98.3199997      -402.799988    
          66  -13.1199999       103.279999      -406.079987    
          67  -8.03999996       102.839996      -406.559998    
          68  -7.15999985       99.1600037      -406.000000    
          69  -9.35999966       100.559998      -406.799988    
          70  -5.11999989       104.320000      -405.440002    
          71  -11.3599997       105.760002      -411.440002    
          72  -11.1599998       105.959999      -399.440002    
          73  -12.0400000       100.680000      -405.679993    
          74  -10.2799997       103.879997      -408.239990    
          75  -6.15999985       108.800003      -409.519989    
          76  -5.19999981       111.440002      -403.200012    
          77  -6.00000000       116.320000      -405.279999    
          78  -8.76000023       111.559998      -415.679993    
          79  -6.96000004       112.239998      -416.320007    
          80  -2.55999994       108.480003      -412.079987    
          81  -4.00000000       107.919998      -415.760010    
          82  -10.0400000       106.680000      -407.760010    
          83  -7.80000019       104.360001      -404.239990    
          84  -7.11999989       100.959999      -408.720001    
          85  -8.56000042       109.440002      -416.559998    
          86  -6.19999981       114.440002      -425.679993    
          87  -10.2799997       111.400002      -422.320007    
          88  -6.32000017       112.000000      -413.200012    
          89 -0.600000024       109.800003      -413.839996    
          90   2.24000001       106.239998      -414.880005    
          91   1.51999998       112.000000      -414.720001    
          92  -3.72000003       113.800003      -406.640015    
          93 -0.959999979       110.720001      -407.440002    
          94   1.88000000       110.279999      -412.640015    
          95   3.64000010       111.400002      -410.160004    
          96   5.00000000       115.160004      -414.160004    
          97   6.92000008       118.680000      -415.679993    
          98   5.40000010       121.160004      -424.720001    
          99   5.84000015       117.760002      -417.279999    
         100   6.84000015       114.279999      -410.239990    
         101   7.28000021       113.040001      -414.559998    
         102   9.76000023       112.320000      -417.279999    
         103   1.72000003       109.480003      -411.679993    
         104  -2.88000011       110.000000      -405.359985    
         105  -2.35999990       107.480003      -409.119995    
         106   4.76000023       106.360001      -407.440002    
         107   3.11999989       105.360001      -411.200012    
         108   2.48000002       99.5999985      -400.000000    
         109   3.92000008       97.5199966      -406.079987    
         110   5.28000021       99.4400024      -408.320007    
         111   3.11999989       101.919998      -407.760010    
         112   5.55999994       94.5999985      -402.399994    
         113   10.6000004       98.9199982      -408.720001    
         114   9.60000038       95.2799988      -403.839996    
         115   7.36000013       92.4000015      -406.399994    
         116   2.83999991       95.4000015      -403.760010    
         117   5.36000013       90.4000015      -402.880005    
         118   4.48000002       90.9599991      -410.320007    
         119   5.19999981       91.9199982      -406.959991    
         120   9.07999992       91.8799973      -398.239990    
         121   10.4399996       91.0800018      -406.000000    
         122   6.00000000       90.0000000      -409.839996    
         123   3.16000009       84.0400009      -404.000000    
         124   3.83999991       89.1999969      -400.320007    
         125   2.11999989       90.4400024      -406.000000    
         126   3.51999998       93.2799988      -406.399994    
         127   8.56000042       95.4400024      -403.920013    
         128   17.2000008       92.1600037      -398.559998    
         129   19.7199993       96.8399963      -397.440002    
         130   19.1200008       94.6399994      -402.959991    
         131   16.7600002       96.2799988      -407.119995    
         132   17.6399994       97.2399979      -403.760010    
         133   9.43999958       97.3600006      -405.600006    
         134   11.6400003       97.1600037      -412.079987    
         135   16.6399994       91.3600006      -410.799988    
         136   15.2799997       90.0800018      -411.359985    
         137   11.3199997       89.1600037      -411.200012    
         138   5.76000023       86.4000015      -412.079987    
         139   4.23999977       79.6800003      -401.040009    
         140   5.48000002       73.0000000      -398.399994    
         141   10.1199999       73.4000015      -405.760010    
         142   5.19999981       78.7200012      -401.920013    
         143   8.19999981       79.5599976      -393.920013    
         144   7.32000017       74.4400024      -394.959991    
         145   7.32000017       73.8799973      -400.799988    
         146   6.07999992       74.6399994      -406.320007    
         147   2.83999991       73.7200012      -409.200012    
         148  -3.51999998       77.6800003      -411.040009    
         149  -2.96000004       82.9599991      -408.239990    
         150   6.07999992       83.5999985      -398.880005    
         151   12.3999996       80.5599976      -398.480011    
         152   11.1599998       80.1200027      -403.600006    
         153   12.2399998       82.4000015      -405.920013    
         154   10.3599997       80.9199982      -407.040009    
         155   13.5600004       81.5599976      -405.359985    
         156   16.1599998       84.0800018      -407.279999    
         157   19.5200005       84.5599976      -405.920013    
         158   17.4799995       82.5999985      -407.119995    
         159   22.9599991       84.2399979      -403.920013    
         160   28.6800003       85.7200012      -397.200012    
         161   28.6399994       84.6399994      -403.279999    
         162   31.7600002       90.0800018      -405.200012    
         163   33.7200012       87.2399979      -407.679993    
         164   32.3600006       85.0800018      -403.920013    
         165   28.0400009       88.4400024      -406.959991    
         166   24.6399994       84.6399994      -413.200012    
         167   25.6399994       87.2399979      -408.720001    
         168   27.6399994       90.1200027      -404.239990    
         169   31.1599998       89.9599991      -405.519989    
         170   36.1199989       88.6800003      -407.679993    
         171   36.2799988       86.1200027      -403.359985    
         172   36.2799988       85.1600037      -403.679993    
         173   33.2400017       87.3199997      -411.519989    
         174   31.9200001       87.5199966      -409.359985    
         175   32.1599998       85.1999969      -408.000000    
         176   36.6800003       83.8799973      -400.559998    
         177   39.7200012       87.5599976      -408.559998    
         178   37.4399986       86.8799973      -408.959991    
         179   42.8800011       87.9199982      -408.399994    
         180   45.0400009       86.8799973      -405.040009    
         181   41.9199982       86.7200012      -402.640015    
         182   42.3600006       90.1999969      -413.040009    
         183   34.0000000       91.3600006      -409.760010    
         184   31.0000000       97.8799973      -411.679993    
         185   32.1599998       96.7200012      -408.399994    
         186   25.9599991       92.8399963      -411.440002    
         187   20.8799992       94.1600037      -407.040009    
         188   22.5599995       86.5599976      -394.160004    
         189   22.9200001       87.6399994      -397.440002    
         190   24.6800003       92.6800003      -400.640015    
         191   24.1599998       95.2799988      -399.679993    
         192   22.9599991       93.5999985      -404.480011    
         193   22.1200008       99.0000000      -412.959991    
         194   25.9599991       100.040001      -415.519989    
         195   23.0400009       101.599998      -408.399994    
         196   24.0799999       99.5999985      -409.839996    
         197   21.0799999       98.0400009      -406.160004    
         198   20.6800003       93.8000031      -406.720001    
         199   22.9200001       97.4800034      -407.119995    
         200   16.4400005       99.0000000      -404.399994    
         201   13.6800003       96.3199997      -405.200012    
         202   14.8800001       93.5999985      -407.920013    
         203   12.9200001       95.1600037      -406.079987    
         204   13.9200001       92.9599991      -407.679993    
         205   15.4399996       86.9599991      -411.600006    
         206   16.1200008       91.5599976      -406.640015    
         207   11.5600004       89.4000015      -398.640015    
         208   8.39999962       83.8399963      -395.440002    
         209   6.00000000       86.4000015      -407.200012    
         210   5.88000011       83.0800018      -399.119995    
         211   4.59999990       84.5199966      -397.519989    
         212   4.48000002       81.8399963      -397.040009    
         213   1.00000000       83.3199997      -405.920013    
         214  0.159999996       86.8000031      -409.679993    
         215  -3.55999994       87.1600037      -409.200012    
         216  -7.19999981       80.7200012      -405.119995    
         217  -8.88000011       81.5999985      -400.480011    
         218  -5.11999989       79.6800003      -404.559998    
         219  -3.75999999       81.4400024      -405.040009    
         220  -3.20000005       76.8000031      -400.480011    
         221  -10.6800003       77.8000031      -402.000000    
         222  -11.6400003       76.5999985      -403.279999    
         223  -9.15999985       75.0800018      -396.480011    
         224  -12.7200003       74.9599991      -396.320007    
         225  -20.3199997       79.6800003      -399.119995    
         226  -15.8800001       83.1600037      -394.160004    
         227  -19.7199993       84.5999985      -396.799988    
         228  -17.5200005       86.5599976      -398.640015    
         229  -13.1599998       85.1600037      -405.839996    
         230  -9.47999954       90.8399963      -406.559998    
         231  -11.0000000       90.5199966      -406.640015    
         232  -8.47999954       92.8000031      -404.239990    
         233  -12.2799997       92.1200027      -411.359985    
         234  -9.64000034       92.8399963      -419.679993    
         235  -7.63999987       88.2799988      -416.559998    
         236  -7.84000015       91.5999985      -412.880005    
         237  -10.6000004       87.8000031      -416.640015    
         238  -2.48000002       87.5199966      -416.559998    
         239  -10.9600000       89.6800003      -409.440002    
         240  -2.92000008       90.2799988      -414.239990    
         241  -9.07999992       91.7200012      -421.040009    
         242  -7.96000004       94.6800003      -416.959991    
         243  -7.28000021       90.7200012      -415.920013    
         244  -2.51999998       95.7200012      -416.239990    
         245  -5.88000011       96.2799988      -421.040009    
         246  -8.76000023       95.2399979      -418.640015    
         247  -7.23999977       96.5999985      -416.480011    
         248  -11.8000002       100.279999      -406.480011    
         249  -11.1199999       100.720001      -407.440002    
         250  -16.0000000       92.9599991      -403.440002    
         251  -15.1199999       91.4400024      -403.600006    
         252  -20.6000004       96.6800003      -405.119995    
         253  -20.0799999       101.279999      -408.880005    
         254  -18.7600002       102.599998      -415.760010    
         255  -15.4799995       100.360001      -406.000000    
         256  -17.8400002       99.8399963      -404.000000    
         257  -16.2800007       100.839996      -402.559998    
         258  -18.2399998       101.040001      -407.519989    
         259  -16.1599998       96.6399994      -406.480011    
         260  -16.9200001       96.2799988      -407.760010    
         261  -17.8400002       95.1999969      -410.880005    
         262  -21.7999992       93.9599991      -407.600006    
         263  -16.1200008       90.6800003      -404.079987    
         264  -11.6000004       85.0400009      -395.679993    
         265  -8.00000000       81.5199966      -395.200012    
         266  -3.72000003       84.7600021      -394.239990    
         267  -3.88000011       87.4000015      -398.239990    
         268  -4.07999992       89.6800003      -396.959991    
         269  -7.07999992       92.1200027      -400.799988    
         270  -7.19999981       91.9199982      -408.160004    
         271  -1.84000003       91.5999985      -407.760010    
         272  -5.40000010       92.0400009      -410.079987    
         273  -8.31999969       93.2799988      -410.239990    
         274  -10.5200005       95.8000031      -414.640015    
         275  -7.63999987       90.8399963      -408.799988    
         276  -4.88000011       93.1200027      -406.559998    
         277  -6.67999983       91.6399994      -409.519989    
         278  -10.1999998       89.2399979      -401.359985    
         279  -10.9600000       90.8000031      -397.679993    
         280  -8.07999992       86.6399994      -392.959991    
         281  -10.3199997       86.9599991      -399.519989    
         282  -10.8000002       89.4400024      -402.160004    
         283  -11.0799999       87.0800018      -405.839996    
         284  -7.67999983       91.5199966      -404.160004    
