 B-Field, AverMagnetization, AverMagnetization^2, Suceptibility, Cumulant
  -3.99999991E-02 , -0.37991600008904935      ,  0.14652059003472706      ,  -5.4610572776613020E-002 ,  0.64706899031033949     
  -4.99999970E-02 , -0.46232399956583975      ,  0.21573071954050657      ,  -3.9744783109397275E-002 ,  0.65449181593343853     
  -5.99999987E-02 , -0.53774499909877782      ,  0.29086528410753471      ,  -2.8260003019236077E-002 ,  0.65893934729706327     
  -7.00000003E-02 , -0.60461400014162059      ,  0.36716543011886799      ,  -2.2962013375537309E-002 ,  0.66085405255987473     
  -7.99999982E-02 , -0.66351899980306628      ,  0.44165662476706846      ,  -1.7489520842587508E-002 ,  0.66246056728421554     
  -8.99999961E-02 , -0.71517500082254415      ,  0.51268878618630565      ,  -1.3483382696044746E-002 ,  0.66352879800328957     
  -9.99999940E-02 , -0.76110399944782259      ,  0.58034416909309361      ,  -1.0648712191764581E-002 ,  0.66423390073792077     
 -0.109999999     , -0.80103099972009661      ,  0.64256827456388277      ,  -8.3419276595848232E-003 ,  0.66477547675611315     
 -0.119999997     , -0.83389300054311755      ,  0.69614631598955001      ,  -6.4064974449952392E-003 ,  0.66519996631556855     
 -0.129999995     , -0.86166800096035001      ,  0.74312024154641199      ,  -4.9884437619400921E-003 ,  0.66550893509306941     
 -0.140000001     , -0.88524699823856356      ,  0.78421154176637387      ,  -3.9235276481998692E-003 ,  0.66573643610233368     
 -0.149999991     , -0.90479899886846538      ,  0.81911128313430936      ,  -3.0003653492831307E-003 ,  0.66593804945205348     
 -0.159999996     , -0.92108000222444530      ,  0.84876237412870215      ,  -2.3375226932374760E-003 ,  0.66608184510202562     
 -0.170000002     , -0.93473199992179867      ,  0.87403825966488369      ,  -1.8491057710740503E-003 ,  0.66618989265218975     
 -0.179999992     , -0.94667199558019643      ,  0.89643887148499812      ,  -1.3944682287526241E-003 ,  0.66629527254737653     
 -0.189999998     , -0.95587699564695361      ,  0.91391869678967741      ,  -1.1466630555450605E-003 ,  0.66635063208876799     
 -0.199999988     , -0.96428799992799763      ,  0.93002116014097869      ,  -8.4906676017712220E-004 ,  0.66642453518318656     
 -0.199999988     , -0.96385499953031539      ,  0.92919366436706263      ,  -8.8602132188935726E-004 ,  0.66641369643292903     
 -0.189999998     , -0.95582399557828901      ,  0.91381531164223884      ,  -1.1357953522933416E-003 ,  0.66635341097016487     
 -0.179999992     , -0.94707499586343769      ,  0.89720647704281309      ,  -1.4190514736796918E-003 ,  0.66628885741713151     
 -0.170000002     , -0.93546399949789050      ,  0.87542190886601345      ,  -1.9353794302863329E-003 ,  0.66616828556865859     
 -0.159999996     , -0.92130200178623201      ,  0.84919413331746652      ,  -2.4797176384268316E-003 ,  0.66604829945873401     
 -0.149999991     , -0.90583099886178975      ,  0.82098076311801937      ,  -3.0064309371689978E-003 ,  0.66593777868686344     
 -0.140000001     , -0.88430599824190137      ,  0.78255897677329322      ,  -4.0134160094930779E-003 ,  0.66571316482269838     
 -0.129999995     , -0.86203700100183489      ,  0.74375402663181700      ,  -4.9710427473073715E-003 ,  0.66551576661411604     
 -0.119999997     , -0.83396700050830841      ,  0.69629783592895533      ,  -6.6406504410619037E-003 ,  0.66515004400846389     
 -0.109999999     , -0.80080199986696243      ,  0.64218467983002059      ,  -8.1894257318463077E-003 ,  0.66480417016207916     
  -9.99999940E-02 , -0.76245399979352946      ,  0.58242659963884891      ,  -1.0904979416954130E-002 ,  0.66419250287193532     
  -8.99999961E-02 , -0.71660900036096575      ,  0.51474020553068978      ,  -1.3463846556975117E-002 ,  0.66355298142359909     
  -7.99999982E-02 , -0.66373899952173232      ,  0.44194542441256307      ,  -1.7449561580661077E-002 ,  0.66248675075639829     
  -7.00000003E-02 , -0.60609000018835069      ,  0.36897337020838938      ,  -2.3261169493513728E-002 ,  0.66083024780683708     
  -5.99999987E-02 , -0.53654699926376348      ,  0.28961996431264742      ,  -2.8954700437375296E-002 ,  0.65869203637010076     
  -4.99999970E-02 , -0.46216099932193755      ,  0.21555132427214499      ,  -3.9170703293469576E-002 ,  0.65465782431784336     
  -3.99999991E-02 , -0.38106299991905690      ,  0.14730125491410040      ,  -5.2306125169730711E-002 ,  0.64788305939423441     
  -2.99999993E-02 , -0.29165399964004757      ,   8.7409039859078802E-002 ,  -7.8232817736754501E-002 ,  0.63163799730757164     
  -1.99999996E-02 , -0.19728199960552156      ,   4.1352809777493234E-002 , -0.12163112045701120      ,  0.59062842654864789     
  -9.99999978E-03 , -0.10136300015449524      ,   1.2761525042528655E-002 , -0.24870672422084519      ,  0.43363309654759685     
   0.00000000     ,  -3.0000014975666998E-005 ,   2.4920000165662760E-003 ,                  Infinity ,   3.6536926517616308E-002
   9.99999978E-03 ,   9.9527000119164585E-002 ,   1.2389575036938468E-002 ,  0.24839512842182807      ,  0.42921753789269224     
   1.99999996E-02 ,  0.19617699965313076      ,   4.0848414790171157E-002 ,  0.11814997986333460      ,  0.59248577491317223     
   2.99999993E-02 ,  0.29092599934041502      ,   8.6939659698513430E-002 ,   7.6724092730058979E-002 ,  0.63190380930388690     
   3.99999991E-02 ,  0.38047699998021128      ,  0.14693719496261395      ,   5.4361186216806551E-002 ,  0.64711888177322652     
   4.99999970E-02 ,  0.46253799944519997      ,  0.21591102944401119      ,   3.9392574021636116E-002 ,  0.65466032640350291     
   5.99999987E-02 ,  0.53783299911022187      ,  0.29106440415468982      ,   3.0001156002138207E-002 ,  0.65845821227352308     
   7.00000003E-02 ,  0.60460100056529043      ,  0.36713933565352319      ,   2.2813796482043409E-002 ,  0.66089879046142408     
   7.99999982E-02 ,  0.66333999972343449      ,  0.44139698966444657      ,   1.7212930392006276E-002 ,  0.66252834652317960     
   8.99999961E-02 ,  0.71710900069475170      ,  0.51546271598533444      ,   1.3526635177322686E-002 ,  0.66353476912629206     
   9.99999940E-02 ,  0.76147699977159500      ,  0.58092822459009275      ,   1.0810035120355341E-002 ,  0.66419844342315426     
  0.109999999     ,  0.80049799994230275      ,  0.64168878993900502      ,   8.1067456261250757E-003 ,  0.66482275683262837     
  0.119999997     ,  0.83454600071907048      ,  0.69721169129735006      ,   6.2055336497383326E-003 ,  0.66525030742486513     
  0.129999995     ,  0.86205100128650669      ,  0.74375866712519811      ,   4.8210640542231354E-003 ,  0.66554943146387235     
  0.140000001     ,  0.88524199792146685      ,  0.78418804620226679      ,   3.8189379512687540E-003 ,  0.66576238673513499     
  0.149999991     ,  0.90529299960136411      ,  0.82000563445758545      ,   3.0014623454545680E-003 ,  0.66593916475654591     
  0.159999996     ,  0.92166800218820577      ,  0.84983700405919482      ,   2.2818612599770360E-003 ,  0.66609620367882683     
  0.170000002     ,  0.93557899959087376      ,  0.87561905402523810      ,   1.8293502579192602E-003 ,  0.66619530001456551     
  0.179999992     ,  0.94657999578714369      ,  0.89627823189355493      ,   1.4696860098908327E-003 ,  0.66627529300087307     
  0.189999998     ,  0.95607999495267870      ,  0.91429799044694249      ,   1.1001773486043838E-003 ,  0.66636287044280773     
  0.199999988     ,  0.96432000000476836      ,  0.93008513029267215      ,   8.6033949942675798E-004 ,  0.66642134018610077     
