 B-Field, AverEnergy, AverEnergy^2, C_v
  -3.99999991E-02 ,  -2.0076212527317971      ,   4.0305439313168527      ,   5.2306028897053380E-004
  -2.99999993E-02 ,  -2.0043748828164336      ,   4.0175191989401604      ,   5.8674985771278200E-004
  -1.99999996E-02 ,  -2.0019728181185772      ,   4.0078954077475135      ,   6.0815468883035351E-004
  -9.99999978E-03 ,  -2.0005068801630168      ,   4.0020278397575950      ,   6.2178028059634016E-004
   0.00000000     ,  -2.0000000000000000      ,   4.0000000000000000      ,                       NaN
   9.99999978E-03 ,  -2.0004977000623421      ,   4.0019911100548295      ,   6.2100109055052144E-004
   1.99999996E-02 ,  -2.0019617681291106      ,   4.0078511573502418      ,   5.9074901637146127E-004
   2.99999993E-02 ,  -2.0043639627834615      ,   4.0174754131958030      ,   5.7543431440599917E-004
   3.99999991E-02 ,  -2.0076095327429853      ,   4.0304969057378308      ,   5.4361082690856932E-004
   4.99999970E-02 ,  -2.0115635261463094      ,   4.0463890507434597      ,   4.9240862702211875E-004
   5.99999987E-02 ,  -2.0161349746124873      ,   4.0648018559147019      ,   4.5001647871214601E-004
   7.00000003E-02 ,  -2.0211611104609433      ,   4.0850941907257106      ,   3.9924204389915993E-004
   7.99999982E-02 ,  -2.0265335746955926      ,   4.1068405326193043      ,   3.4425793868364529E-004
   8.99999961E-02 ,  -2.0322699765726924      ,   4.1301237229097030      ,   3.0434952788876822E-004
   9.99999940E-02 ,  -2.0380738136899530      ,   4.1537475725522368      ,   2.7025041461835428E-004
  0.109999999     ,  -2.0440274553302622      ,   4.1780509356640483      ,   2.2293553459550822E-004
  0.119999997     ,  -2.0500727122468749      ,   4.2028008062841149      ,   1.8616565144463171E-004
  0.129999995     ,  -2.0560333643269506      ,   4.2272758432001138      ,   1.5668488967689417E-004
  0.140000001     ,  -2.0619668740636143      ,   4.2517100095271205      ,   1.3366283014665383E-004
  0.149999991     ,  -2.0678970181677299      ,   4.2762006102330110      ,   1.1255494936842020E-004
  0.159999996     ,  -2.0737333650133487      ,   4.3003724057944197      ,   9.1274407545971492E-005
  0.170000002     ,  -2.0795242506895129      ,   4.3244233561087526      ,   7.7747502200272822E-005
  0.179999992     ,  -2.0851921155703015      ,   4.3480283016385561      ,   6.6135870971335692E-005
  0.189999998     ,  -2.0908276273536859      ,   4.3715620538347695      ,   5.2258429006755955E-005
  0.199999988     ,  -2.0964319059085970      ,   4.3950284567862408      ,   4.3016877047430195E-005
