 Temperature,Magnetization,Magnetization^2,Suceptibility,Cumulant,Average
   4.83265305     ,   2.1020507812500000E-004 ,   1.8133152723312377E-004 ,   3.7513005466915323E-005 ,   5.3035294650299991E-002 ,           9
   4.74897957     ,   3.3680419921875001E-004 ,   1.8484322577714919E-004 ,   3.8898839284990525E-005 ,   2.5050979675800278E-004 ,           9
   4.66530609     ,   4.1770019531250002E-004 ,   1.8501733839511872E-004 ,   3.9620737579915848E-005 ,  -7.4390342420125322E-002 ,           9
   4.58163261     ,   2.2092529296874998E-003 ,   2.2544827461242677E-004 ,   4.8141676364987996E-005 ,   4.5537179608752476E-002 ,           9
   4.49795914     ,   6.6518554687500003E-004 ,   2.0408522784709930E-004 ,   4.5274477641365215E-005 ,  -6.7141542789275865E-002 ,           9
   4.41428566     ,   1.3188842773437499E-003 ,   2.3327190428972243E-004 ,   5.2450715551553896E-005 ,  -2.1443939391221356E-003 ,           9
   4.33061218     ,   1.9193115234375000E-004 ,   2.5506936460733415E-004 ,   5.8890640910921977E-005 ,   5.4622141816437986E-002 ,           9
   4.24693871     ,   4.9547119140625005E-004 ,   2.4922164529561999E-004 ,   5.8624852198011465E-005 ,   5.9248457283508693E-002 ,           9
   4.16326523     ,   5.9594726562499996E-004 ,   2.4054984152317046E-004 ,   5.7693822349225003E-005 ,  -2.2648674346630981E-002 ,           9
   4.07959175     ,   9.7760009765624997E-004 ,   2.3831851631402970E-004 ,   5.8182982324108293E-005 ,   3.8503573082702469E-002 ,           9
   3.99591827     ,   1.6650390624999999E-005 ,   2.3739906251430510E-004 ,   5.9410322295756756E-005 ,   6.9829309489021663E-002 ,           9
   3.91224480     ,   2.0745971679687501E-003 ,   2.7141398042440412E-004 ,   6.8275386113584389E-005 ,  -4.3008408523769859E-002 ,           9
   3.82857132     ,   5.7825927734374998E-004 ,   2.8088075965642929E-004 ,   7.3277044212438178E-005 ,   4.7992211087450554E-002 ,           9
   3.74489784     ,   1.7498291015625000E-003 ,   3.2532528042793273E-004 ,   8.6053980589489705E-005 ,   8.4768072188480148E-002 ,           9
   3.66122437     ,   1.0388183593750000E-004 ,   3.4697944223880767E-004 ,   9.4768478110518107E-005 ,  -2.1420407171170108E-002 ,           9
   3.57755113     ,   1.9755371093749998E-003 ,   3.6170055866241457E-004 ,   1.0001193404322001E-004 ,   2.2544783045276739E-002 ,           9
   3.49387765     ,   8.9952392578125000E-004 ,   3.6308565884828569E-004 ,   1.0368895395276050E-004 ,  -4.5339950672163454E-002 ,           9
   3.41020393     ,   2.6788330078125001E-004 ,   4.0354653447866441E-004 ,   1.1831397278851749E-004 ,   3.4915015745936695E-002 ,           9
   3.32653046     ,   3.0785522460937500E-003 ,   4.3119313567876815E-004 ,   1.2677342757748430E-004 ,   6.9565826480058934E-002 ,           9
   3.24285722     ,   2.9261352539062500E-003 ,   4.3224871307611463E-004 ,   1.3065219936885810E-004 ,   3.7929635886266522E-002 ,           9
   3.15918374     ,   2.3000122070312499E-003 ,   4.5941505283117294E-004 ,   1.4374757734234576E-004 ,  -4.2590154940681968E-002 ,           9
   3.07551026     ,   1.6555419921875001E-003 ,   6.0963023602962499E-004 ,   1.9732966764377384E-004 ,   2.3100595366053467E-003 ,           9
   2.99183679     ,   8.7990722656249997E-004 ,   7.6028351187705989E-004 ,   2.5386052250403663E-004 , -0.24505415333675740      ,           9
   2.90816331     ,   3.2214233398437501E-003 ,   9.7387951165437694E-004 ,   3.3130943401318803E-004 ,  0.11466587851363808      ,           9
   2.82448983     ,   4.3508056640625004E-003 ,   8.8232692778110499E-004 ,   3.0568259693915326E-004 ,  0.15289381644929800      ,           9
   2.74081635     ,   7.1715454101562498E-003 ,   1.3708117380738258E-003 ,   4.8138238877329847E-004 , -0.11957868346352796      ,           9
   2.65714288     ,   1.1197167968750000E-002 ,   1.6405647337436676E-003 ,   5.7023210249666475E-004 ,  0.23200114450250209      ,           9
   2.57346940     ,   1.1289709472656249E-002 ,   2.8580198898911476E-003 ,   1.0610432861586246E-003 ,  0.18445967679678921      ,           9
   2.48979592     ,   1.2801000976562499E-002 ,   3.5588467359542846E-003 ,   1.3635579801494885E-003 ,   1.9402395688261853E-002 ,           9
   2.40612245     ,   5.8309838867187498E-002 ,   1.2629580473899841E-002 ,   3.8358575695269085E-003 ,  0.20946226644345711      ,           9
   2.32244897     ,  0.16233370361328125      ,   3.0383231751620769E-002 ,   1.7356680022117712E-003 ,  0.51166821690092490      ,           9
   2.23877549     ,  0.74248975830078123      ,  0.55180924834758038      ,   2.3146901349275389E-004 ,  0.66514691775964541      ,           9
   2.15510225     ,  0.83520279541015630      ,  0.69752446740716700      ,  -1.8208905365141096E-005 ,  0.66644213025101684      ,           9
   2.07142854     ,  0.88399165039062499      ,  0.78127615973055364      ,  -7.9692941910906526E-005 ,  0.66664864469043450      ,           9
   1.98775530     ,  0.91569179687500002      ,  0.83828451698422435      ,  -1.0411234775640509E-004 ,  0.66669598785284545      ,           9
   1.90408158     ,  0.93728583984375002      ,  0.87826595866382118      ,  -1.2540791154212196E-004 ,  0.66672920533479219      ,           9
   1.82040811     ,  0.95403280029296877      ,  0.90991855013519529      ,  -1.4284373911599616E-004 ,  0.66674769238689802      ,           9
   1.73673487     ,  0.96604626464843746      ,  0.93297512331902976      ,  -1.5561507786216852E-004 ,  0.66675289347250533      ,           9
   1.65306115     ,  0.97505952148437502      ,  0.95046178113222124      ,  -1.6895278869322018E-004 ,  0.66675843941528767      ,           9
   1.56938791     ,  0.98245695800781252      ,  0.96493555960357191      ,  -1.8230976714348306E-004 ,  0.66676198887913740      ,           9
   1.48571444     ,  0.98756523437499999      ,  0.97499477610588070      ,  -1.9540501113034686E-004 ,  0.66676365472905896      ,           9
   1.40204072     ,  0.99157078857421876      ,  0.98291923143714666      ,  -2.0926447637646990E-004 ,  0.66676463294355814      ,           9
   1.31836748     ,  0.99452952880859380      ,  0.98879322670251135      ,  -2.2433576305672323E-004 ,  0.66676544954297912      ,           9
   1.23469377     ,  0.99666002197265624      ,  0.99303383143097157      ,  -2.4084350598666023E-004 ,  0.66676590924466350      ,           9
   1.15102053     ,  0.99814110107421872      ,  0.99598715400844817      ,  -2.5933825426282609E-004 ,  0.66676624539535001      ,           9
   1.06734705     ,  0.99907784423828128      ,  0.99785734925717118      ,  -2.8031144667219456E-004 ,  0.66676641288216820      ,           9
  0.983673573     ,  0.99968496093750003      ,  0.99907037944197652      ,  -3.0461495255374718E-004 ,  0.66676653074714032      ,           9
  0.900000095     ,   1.0000161621093751      ,  0.99973243911266330      ,  -3.3320594380662475E-004 ,  0.66676659087658119      ,           9
   5.00000000     ,   9.0258789062499993E-005 ,   1.7243690788745880E-004 ,   3.4485752761568912E-005 ,  -5.3004633519895483E-002 ,          10
   4.91632652     ,   2.5878906249999999E-005 ,   1.6242001056671141E-004 ,   3.3036728181729752E-005 ,  -2.2815297321157058E-003 ,          10
   4.83265305     ,   8.9311523437499997E-004 ,   1.7202458083629608E-004 ,   3.5431247290444564E-005 ,   6.4517927455969293E-003 ,          10
   4.74897957     ,   1.0801391601562499E-003 ,   1.8610246628522872E-004 ,   3.8942212176620180E-005 ,  -6.9069459569306879E-002 ,          10
   4.66530609     ,   2.0841430664062500E-003 ,   1.9467964917421342E-004 ,   4.0798180582686423E-005 ,   4.4393365217891168E-002 ,          10
   4.58163261     ,   3.5776367187500001E-004 ,   1.8663941323757171E-004 ,   4.0708505629161774E-005 ,  -4.8464229539106229E-002 ,          10
   4.49795914     ,   9.6169433593749996E-004 ,   2.2362259924411774E-004 ,   4.9510840423562643E-005 ,   3.8534368461514035E-002 ,          10
   4.41428566     ,   2.2487792968750001E-004 ,   2.3604115247726442E-004 ,   5.3460648765938208E-005 ,   8.4834227864071798E-002 ,          10
   4.33061218     ,   1.5314941406249999E-004 ,   2.1727066636085510E-004 ,   5.0165473701608292E-005 ,   7.0739209749442034E-002 ,          10
   4.24693871     ,   9.5454101562500004E-004 ,   2.0628757178783416E-004 ,   4.8358697342850097E-005 ,   5.5954906613138511E-002 ,          10
   4.16326523     ,   3.4732666015624999E-004 ,   2.1956666558980943E-004 ,   5.2710075908954695E-005 ,  -9.2514024355095037E-002 ,          10
   4.07959175     ,   2.3533813476562500E-003 ,   2.6692978292703630E-004 ,   6.4072925803994820E-005 ,  -3.4319582682442729E-003 ,          10
   3.99591827     ,   1.6949462890625001E-004 ,   2.5163349360227583E-004 ,   6.2965445137069150E-005 ,   2.2702728909875902E-002 ,          10
   3.91224480     ,   5.1181640625000001E-004 ,   2.4647937417030333E-004 ,   6.2935073905773597E-005 ,   9.4011155522234491E-003 ,          10
   3.82857132     ,   7.9154052734375002E-004 ,   2.5893656462430952E-004 ,   6.7469042506446497E-005 ,  -2.8302440371942739E-002 ,          10
   3.74489784     ,   1.4077270507812500E-003 ,   3.4043170064687730E-004 ,   9.0376295033654330E-005 ,   1.2711048756700372E-002 ,          10
   3.66122437     ,   8.2717285156250003E-004 ,   3.3984536826610568E-004 ,   9.2635995389876437E-005 ,  -5.4706820736394324E-003 ,          10
   3.57755113     ,   1.6909179687500000E-004 ,   3.1580920219421386E-004 ,   8.8267251823392123E-005 ,  -4.2500461687616786E-002 ,          10
   3.49387765     ,   9.6739501953125001E-004 ,   3.7239629477262497E-004 ,   1.0631753087931928E-004 ,   9.8168676423584511E-003 ,          10
   3.41020393     ,   1.3047851562500001E-003 ,   3.5670671164989470E-004 ,   1.0410059232785351E-004 ,   5.2349979078761599E-002 ,          10
   3.32653046     ,   2.7153320312500000E-003 ,   4.3475742042064667E-004 ,   1.2847752766774017E-004 , -0.11574148333651624      ,          10
   3.24285722     ,   1.3706542968750001E-003 ,   4.9654551744461063E-004 ,   1.5254042044693887E-004 ,   5.9248681722704477E-003 ,          10
   3.15918374     ,   2.7941040039062498E-003 ,   5.0196468979120260E-004 ,   1.5641941928289267E-004 ,  -2.0196251340685034E-003 ,          10
   3.07551026     ,   3.5908203125000000E-003 ,   6.3830048143863674E-004 ,   2.0335048130920301E-004 ,   7.4237670723549920E-002 ,          10
   2.99183679     ,   4.8842773437499998E-004 ,   7.0514996647834773E-004 ,   2.3561157632087358E-004 ,   3.1902597834223778E-002 ,          10
   2.90816331     ,   4.3548461914062501E-003 ,   7.3803693205118175E-004 ,   2.4725992585756309E-004 ,   1.9744820618747161E-002 ,          10
   2.82448983     ,   1.4320190429687500E-003 ,   8.3404391258955007E-004 ,   2.9456406419674621E-004 ,  -8.1483357067496431E-002 ,          10
   2.74081635     ,   4.5154663085937496E-003 ,   1.3660727486014366E-003 ,   4.9097903287366516E-004 ,  -1.8146192904610725E-002 ,          10
   2.65714288     ,   2.8961059570312502E-003 ,   9.5638334900140763E-004 ,   3.5677265658104332E-004 , -0.36705325938069278      ,          10
   2.57346940     ,   1.1984020996093751E-002 ,   2.4530243828892709E-003 ,   8.9739077159660255E-004 , -0.17524165781178569      ,          10
   2.48979592     ,   8.5516479492187495E-003 ,   3.8364520862698556E-003 ,   1.5114979334447188E-003 ,  0.15876992806180679      ,          10
   2.40612245     ,   1.2011840820312500E-002 ,   3.9055191993713381E-003 ,   1.5631934349301234E-003 ,  0.32898538705970859      ,          10
   2.32244897     ,  0.30093631591796877      ,  0.10742449500113725      ,   7.2603655600760719E-003 ,  0.48437332678245759      ,          10
   2.23877549     ,  0.70968944091796871      ,  0.50470752171725031      ,   4.6830025938133509E-004 ,  0.66360185336007116      ,          10
   2.15510225     ,  0.82950128173828130      ,  0.68820011087805033      ,   5.9270723619876015E-005 ,  0.66613384350566229      ,          10
   2.07142854     ,  0.88423272705078126      ,  0.78174559721499681      ,  -5.8857147930127352E-005 ,  0.66657597503419641      ,          10
   1.98775530     ,  0.91456496582031255      ,  0.83622583925426008      ,  -1.0224469929232376E-004 ,  0.66669096693220253      ,          10
   1.90408158     ,  0.93809176025390628      ,  0.87977529175728564      ,  -1.2649609553029421E-004 ,  0.66673172522688051      ,          10
   1.82040811     ,  0.95375129394531255      ,  0.90938312117457387      ,  -1.4195142718621866E-004 ,  0.66674554348172621      ,          10
   1.73673487     ,  0.96619328613281252      ,  0.93325827409923079      ,  -1.5615053481246927E-004 ,  0.66675410218476494      ,          10
   1.65306115     ,  0.97539591064453124      ,  0.95111736108213663      ,  -1.6927468531155362E-004 ,  0.66675891603657722      ,          10
   1.56938791     ,  0.98221110839843750      ,  0.96445304140746591      ,  -1.8199456107766127E-004 ,  0.66676150440774862      ,          10
   1.48571444     ,  0.98746745605468755      ,  0.97480195740759368      ,  -1.9520532218348462E-004 ,  0.66676332775223324      ,          10
   1.40204072     ,  0.99154816894531250      ,  0.98287427734434607      ,  -2.0933343150970611E-004 ,  0.66676478207001910      ,          10
   1.31836748     ,  0.99452412109374999      ,  0.98878253023326401      ,  -2.2429042994415635E-004 ,  0.66676537347319331      ,          10
   1.23469377     ,  0.99665910644531253      ,  0.99303201408684250      ,  -2.4083735544298552E-004 ,  0.66676589985280166      ,          10
   1.15102053     ,  0.99812514648437500      ,  0.99595532237291340      ,  -2.5932263884676350E-004 ,  0.66676623412112945      ,          10
   1.06734705     ,  0.99906940917968745      ,  0.99784050600826735      ,  -2.8030091564760866E-004 ,  0.66676640461126957      ,          10
  0.983673573     ,  0.99968400878906249      ,  0.99906847877502436      ,  -3.0461187319036023E-004 ,  0.66676652746850285      ,          10
  0.900000095     ,   1.0000118041992188      ,  0.99972372909933327      ,  -3.3319935618804857E-004 ,  0.66676658645795739      ,          10
