 Temperature, Energy,Energy^2,C_v,Average
   1.90408158     ,  -1.8076992675781249      ,   3.2669224485039710      ,  -2.3560531986563501E-004 ,           2
   1.82040811     ,  -1.8503401367187500      ,   3.4228281860828398      ,  -2.8076872303621161E-004 ,           2
   1.73673487     ,  -1.8852939697265625      ,   3.5533370077550410      ,  -3.3032582779483704E-004 ,           2
   1.65306115     ,  -1.9138152099609376      ,   3.6616426357805727      ,  -3.8279211723287192E-004 ,           2
   1.56938791     ,  -1.9362472900390626      ,   3.7479639392197130      ,  -4.4240298547308567E-004 ,           2
   1.48571444     ,  -1.9543153808593750      ,   3.8182282464265822      ,  -5.0756010211177531E-004 ,           2
   1.40204072     ,  -1.9683100830078124      ,   3.8730998768627645      ,  -5.8233474981001399E-004 ,           2
   1.31836748     ,  -1.9788136230468749      ,   3.9145406493067743      ,  -6.6895480262324969E-004 ,           2
   1.23469377     ,  -1.9868176757812499      ,   3.9462675326824188      ,  -7.7203565470906519E-004 ,           2
   1.15102053     ,  -1.9921931396484376      ,   3.9676477619469166      ,  -8.9500348123856268E-004 ,           2
   1.06734705     ,  -1.9958131835937500      ,   3.9820781437516213      ,  -1.0464264137024783E-003 ,           2
  0.983673573     ,  -1.9981414062500000      ,   3.9913729174017907      ,  -1.2361978366110607E-003 ,           2
  0.900000095     ,  -1.9994625976562499      ,   3.9966522383213041      ,  -1.4795567521633456E-003 ,           2
   5.00000000     , -0.42804260253906251      ,  0.18331927552819252      ,   3.9522378708885710E-006 ,           3
   4.91632652     , -0.43661435546874999      ,  0.19072149714231490      ,   3.6988315087735732E-006 ,           3
   4.83265305     , -0.44558293457031251      ,  0.19863547912240029      ,   3.9104840111981775E-006 ,           3
   4.74897957     , -0.45439736328125002      ,  0.20656624180078506      ,   3.9586223477901788E-006 ,           3
   4.66530609     , -0.46402163085937498      ,  0.21540550475120546      ,   4.1089141947153407E-006 ,           3
   4.58163261     , -0.47344826660156247      ,  0.22424123459458351      ,   4.1909363164621437E-006 ,           3
   4.49795914     , -0.48387050781250002      ,  0.23421977869272231      ,   4.4045055707024703E-006 ,           3
   4.41428566     , -0.49467778320312500      ,  0.24479228959083557      ,   4.4227010032281504E-006 ,           3
   4.33061218     , -0.50602980957031252      ,  0.25614794309735300      ,   4.3603520934028035E-006 ,           3
   4.24693871     , -0.51844516601562496      ,  0.26886230764389041      ,   4.2645483953229337E-006 ,           3
   4.16326523     , -0.53079770507812496      ,  0.28182453315258027      ,   4.5191506999689225E-006 ,           3
   4.07959175     , -0.54340891113281253      ,  0.29537506048083306      ,   4.9159072603742466E-006 ,           3
   3.99591827     , -0.55851459960937500      ,  0.31201738982200622      ,   4.9370614948078661E-006 ,           3
   3.91224480     , -0.57348596191406254      ,  0.32895413410067559      ,   4.4418595468269034E-006 ,           3
   3.82857132     , -0.58815405273437504      ,  0.34599675933122637      ,   4.8826436635974853E-006 ,           3
   3.74489784     , -0.60537919921875005      ,  0.36655079536437990      ,   4.7646374612010673E-006 ,           3
   3.66122437     , -0.62259406738281253      ,  0.38768999350666999      ,   4.9700067041727994E-006 ,           3
   3.57755113     , -0.64181267089843752      ,  0.41197658110260965      ,   4.1469729613553413E-006 ,           3
   3.49387765     , -0.66177268066406247      ,  0.43800661693215370      ,   5.2048103768844219E-006 ,           3
   3.41020393     , -0.68328793945312505      ,  0.46693424652814863      ,   4.4574890451154583E-006 ,           3
   3.32653046     , -0.70692573242187495      ,  0.49979348641633986      ,   4.4728114077165917E-006 ,           3
   3.24285722     , -0.73028222656249997      ,  0.53335933477878572      ,   4.4887590914360840E-006 ,           3
   3.15918374     , -0.75910632324218752      ,  0.57627671256661417      ,   3.4369801962973963E-006 ,           3
   3.07551026     , -0.78836442871093748      ,  0.62154451274275779      ,   2.7530327422261118E-006 ,           3
   2.99183679     , -0.82053300781250005      ,  0.67328113647699361      ,   7.5069834999917617E-007 ,           3
   2.90816331     , -0.85754768066406251      ,  0.73539397044777866      ,   7.0303234454547513E-007 ,           3
   2.82448983     , -0.89711494140625003      ,  0.80481004856824878      ,  -6.4799353985894344E-007 ,           3
   2.74081635     , -0.94130947265624998      ,  0.88604092237949372      ,  -3.0086143042965866E-006 ,           3
   2.65714288     , -0.99166315917968750      ,  0.98335355723500251      ,  -5.9860615589233344E-006 ,           3
   2.57346940     ,  -1.0458816406250000      ,   1.0938160714983940      ,  -7.9022676563231322E-006 ,           3
   2.48979592     ,  -1.1128931152343751      ,   1.2384635304570197      ,  -1.0897655331848763E-005 ,           3
   2.40612245     ,  -1.1987433837890624      ,   1.4369845597922801      ,  -1.9697737154681504E-007 ,           3
   2.32244897     ,  -1.3015880371093751      ,   1.6941142429113387      ,  -3.1843101752191261E-006 ,           3
   2.23877549     ,  -1.4852106201171875      ,   2.2055969248950480      ,  -5.0609606398437204E-005 ,           3
   2.15510225     ,  -1.6061017089843750      ,   2.5790870050072670      ,  -1.0242180679467542E-004 ,           3
   2.07142854     ,  -1.6882346191406250      ,   2.8494961654782296      ,  -1.4914733915256234E-004 ,           3
   1.98775530     ,  -1.7553131835937501      ,   3.0803631209135056      ,  -1.9266477342494626E-004 ,           3
   1.90408158     ,  -1.8083197509765625      ,   3.2691744463384151      ,  -2.3331101492462148E-004 ,           3
   1.82040811     ,  -1.8514214355468750      ,   3.4268218630075453      ,  -2.8349468466341192E-004 ,           3
   1.73673487     ,  -1.8857698730468750      ,   3.5551268313169477      ,  -3.3192988767085274E-004 ,           3
   1.65306115     ,  -1.9139745117187501      ,   3.6622485350251197      ,  -3.8420995025368476E-004 ,           3
   1.56938791     ,  -1.9365652832031250      ,   3.7491964907288553      ,  -4.4198739709944032E-004 ,           3
   1.48571444     ,  -1.9544264404296876      ,   3.8186639558851718      ,  -5.0683240899742472E-004 ,           3
   1.40204072     ,  -1.9682751953124999      ,   3.8729626362681389      ,  -5.8228500049367865E-004 ,           3
   1.31836748     ,  -1.9788660644531251      ,   3.9147475032567978      ,  -6.6935313481971553E-004 ,           3
   1.23469377     ,  -1.9865724121093751      ,   3.9452938703298570      ,  -7.7146765994366782E-004 ,           3
   1.15102053     ,  -1.9922201171875000      ,   3.9677547633767127      ,  -8.9537200232313395E-004 ,           3
   1.06734705     ,  -1.9958942871093750      ,   3.9824017184019089      ,  -1.0465728801544176E-003 ,           3
  0.983673573     ,  -1.9980663818359374      ,   3.9910731955468655      ,  -1.2361034881661083E-003 ,           3
  0.900000095     ,  -1.9994726562500000      ,   3.9966924228310585      ,  -1.4796050921554453E-003 ,           3
   5.00000000     , -0.42830424804687500      ,  0.18353274649381637      ,   3.5287042024567096E-006 ,           4
   4.91632652     , -0.43637624511718748      ,  0.19051994401812553      ,   3.9601018921688349E-006 ,           4
   4.83265305     , -0.44528798828124999      ,  0.19836941237449646      ,   3.7688552036376047E-006 ,           4
   4.74897957     , -0.45410270996093749      ,  0.20630430590510368      ,   4.2138751653292087E-006 ,           4
   4.66530609     , -0.46422233886718750      ,  0.21559375062584876      ,   4.1980421337395950E-006 ,           4
   4.58163261     , -0.47353693847656247      ,  0.22431998245120049      ,   3.9421150159680780E-006 ,           4
   4.49795914     , -0.48392807617187500      ,  0.23427933875322343      ,   4.5945783580742396E-006 ,           4
   4.41428566     , -0.49454624023437499      ,  0.24466640971899031      ,   4.6405810441974827E-006 ,           4
   4.33061218     , -0.50641220703125001      ,  0.25653523983955384      ,   4.3678963070470438E-006 ,           4
   4.24693871     , -0.51791862792968746      ,  0.26832090635895728      ,   4.5020515778005559E-006 ,           4
   4.16326523     , -0.53130605468750003      ,  0.28236197918653488      ,   4.3764155065216235E-006 ,           4
   4.07959175     , -0.54458820800781249      ,  0.29664419434666633      ,   4.0784573270193910E-006 ,           4
   3.99591827     , -0.55735917968750004      ,  0.31072856367826462      ,   4.9669130866724511E-006 ,           4
   3.91224480     , -0.57286198730468751      ,  0.32824149132370950      ,   4.6149482606856306E-006 ,           4
   3.82857132     , -0.58923317871093750      ,  0.34725957110524175      ,   4.3547821313836279E-006 ,           4
   3.74489784     , -0.60569790039062499      ,  0.36693001550436022      ,   4.2832180790340431E-006 ,           4
   3.66122437     , -0.62259807128906253      ,  0.38768382959961889      ,   4.1382347245769910E-006 ,           4
   3.57755113     , -0.64223308105468746      ,  0.41251871650815009      ,   4.3274209179515846E-006 ,           4
   3.49387765     , -0.66195856933593755      ,  0.43823623790144922      ,   3.8575971595963354E-006 ,           4
   3.41020393     , -0.68272465820312500      ,  0.46616652808189391      ,   4.6063207831885325E-006 ,           4
   3.32653046     , -0.70690808105468750      ,  0.49976972289681437      ,   4.5805830812068926E-006 ,           4
   3.24285722     , -0.73226022949218750      ,  0.53624069283604625      ,   3.3899506352693661E-006 ,           4
   3.15918374     , -0.75875927734375004      ,  0.57575806430578236      ,   4.2506486196176029E-006 ,           4
   3.07551026     , -0.78836047363281248      ,  0.62155488070845599      ,   4.5084456565945692E-006 ,           4
   2.99183679     , -0.82020949707031254      ,  0.67276027168631558      ,   1.8603997136099871E-006 ,           4
   2.90816331     , -0.85720678710937503      ,  0.73482002134323121      ,   1.9563281646700661E-006 ,           4
   2.82448983     , -0.89617729492187503      ,  0.80312573809623722      ,  -1.0035215471560043E-006 ,           4
   2.74081635     , -0.93841674804687503      ,  0.88063552873134610      ,   1.2693853444129443E-006 ,           4
   2.65714288     , -0.98907055664062504      ,  0.97825006822347638      ,  -1.4868530747880637E-006 ,           4
   2.57346940     ,  -1.0487085449218749      ,   1.0997703825235368      ,  -2.9035801111315641E-006 ,           4
   2.48979592     ,  -1.1124029785156251      ,   1.2374196990609170      ,  -3.3371946652115363E-006 ,           4
   2.40612245     ,  -1.1975023925781250      ,   1.4340273451685905      ,   2.6539660769114482E-006 ,           4
   2.32244897     ,  -1.3035856445312499      ,   1.6992839217782021      ,  -9.5686051038006068E-006 ,           4
   2.23877549     ,  -1.4864660888671875      ,   2.2093995035707952      ,  -3.6297999546482186E-005 ,           4
   2.15510225     ,  -1.6037159912109376      ,   2.5714660722315310      ,  -9.4501335113405730E-005 ,           4
   2.07142854     ,  -1.6900103271484375      ,   2.8555000624954698      ,  -1.4795399649162629E-004 ,           4
   1.98775530     ,  -1.7547458496093751      ,   3.0783726034879684      ,  -1.9244753376940294E-004 ,           4
   1.90408158     ,  -1.8080828369140625      ,   3.2683093890964985      ,  -2.3559498983345765E-004 ,           4
   1.82040811     ,  -1.8502469970703126      ,   3.4224859345853327      ,  -2.8003849654972547E-004 ,           4
   1.73673487     ,  -1.8853084472656250      ,   3.5533888599395751      ,  -3.3123319996073477E-004 ,           4
   1.65306115     ,  -1.9142109863281249      ,   3.6631534772157668      ,  -3.8432942557312420E-004 ,           4
   1.56938791     ,  -1.9366315917968751      ,   3.7494542889237406      ,  -4.4159277048929176E-004 ,           4
   1.48571444     ,  -1.9547020019531249      ,   3.8197401250362395      ,  -5.0730185837350881E-004 ,           4
   1.40204072     ,  -1.9680537353515626      ,   3.8720918103396893      ,  -5.8182037500511727E-004 ,           4
   1.31836748     ,  -1.9789594238281250      ,   3.9151165398120882      ,  -6.6961984019054733E-004 ,           4
   1.23469377     ,  -1.9866693603515626      ,   3.9456787121236325      ,  -7.7170184767999463E-004 ,           4
   1.15102053     ,  -1.9922035400390625      ,   3.9676888827025891      ,  -8.9524390592311820E-004 ,           4
   1.06734705     ,  -1.9959082519531250      ,   3.9824573776245118      ,  -1.0466480854756605E-003 ,           4
  0.983673573     ,  -1.9981217529296875      ,   3.9912943683683872      ,  -1.2362073378023059E-003 ,           4
  0.900000095     ,  -1.9994441162109375      ,   3.9965783582270147      ,  -1.4795252935841188E-003 ,           4
   5.00000000     , -0.42852814941406248      ,  0.18373727248311042      ,   4.0359060004377893E-006 ,           5
   4.91632652     , -0.43649963378906248      ,  0.19062392962574959      ,   3.8063018550456787E-006 ,           5
   4.83265305     , -0.44547397460937499      ,  0.19854348417520523      ,   4.1286248761363551E-006 ,           5
   4.74897957     , -0.45450776367187501      ,  0.20666763391494750      ,   4.0051191376927750E-006 ,           5
   4.66530609     , -0.46407727050781250      ,  0.21545995414853095      ,   4.2380339015653064E-006 ,           5
   4.58163261     , -0.47392126464843748      ,  0.22469251161217690      ,   4.3420975501304559E-006 ,           5
   4.49795914     , -0.48447541503906250      ,  0.23480024378895759      ,   4.1428188834166779E-006 ,           5
   4.41428566     , -0.49617722167968747      ,  0.24627307390570641      ,   4.1690920254978366E-006 ,           5
   4.33061218     , -0.50593457031250000      ,  0.25605270879268649      ,   4.4213747810846267E-006 ,           5
   4.24693871     , -0.51775253906249996      ,  0.26814979069232941      ,   4.5518275786522544E-006 ,           5
   4.16326523     , -0.53065949707031246      ,  0.28168402131199838      ,   4.8762801031254360E-006 ,           5
   4.07959175     , -0.54444140625000004      ,  0.29649469956159591      ,   4.7019406999506668E-006 ,           5
   3.99591827     , -0.55866315917968745      ,  0.31217564057707786      ,   4.4537823518699465E-006 ,           5
   3.91224480     , -0.57298586425781250      ,  0.32838319992423060      ,   4.5995591766154610E-006 ,           5
   3.82857132     , -0.58813566894531255      ,  0.34596560675501825      ,   4.2326271737816667E-006 ,           5
   3.74489784     , -0.60521125488281247      ,  0.36633780644536018      ,   4.0746111306323951E-006 ,           5
   3.66122437     , -0.62306972656250004      ,  0.38826943088769911      ,   3.9946643766701466E-006 ,           5
   3.57755113     , -0.64214350585937496      ,  0.41239624820947646      ,   3.7476811606026173E-006 ,           5
   3.49387765     , -0.66136855468750000      ,  0.43746387400627135      ,   4.5472316569213913E-006 ,           5
   3.41020393     , -0.68377170410156252      ,  0.46759496042132376      ,   4.4040701367317907E-006 ,           5
   3.32653046     , -0.70651623535156249      ,  0.49920247169137000      ,   3.3690163582595136E-006 ,           5
   3.24285722     , -0.73229909667968751      ,  0.53631406131386761      ,   4.9537565024986346E-006 ,           5
   3.15918374     , -0.75859443359375001      ,  0.57550614902973174      ,   4.0713980088831581E-006 ,           5
   3.07551026     , -0.78774384765625005      ,  0.62056642837524412      ,   2.7549958884286827E-006 ,           5
   2.99183679     , -0.82229111328125004      ,  0.67618876724243160      ,   2.9149820046514090E-006 ,           5
   2.90816331     , -0.85542265625000002      ,  0.73175509911775594      ,   8.4875732748256508E-007 ,           5
   2.82448983     , -0.89745490722656251      ,  0.80542364528775212      ,  -2.0873287507707401E-007 ,           5
   2.74081635     , -0.94063032226562504      ,  0.88477334005832675      ,  -1.6058291517265399E-006 ,           5
   2.65714288     , -0.99200668945312498      ,  0.98407259970903393      ,  -6.6174794129034341E-007 ,           5
   2.57346940     ,  -1.0510705322265625      ,   1.1046970811903476      ,  -7.8792902682339674E-006 ,           5
   2.48979592     ,  -1.1171614501953124      ,   1.2480191843211650      ,  -4.9235471112286445E-006 ,           5
   2.40612245     ,  -1.1976258544921874      ,   1.4342755659639836      ,  -5.5482854844368955E-006 ,           5
   2.32244897     ,  -1.3041209472656250      ,   1.7006012628912925      ,  -2.4135663796526262E-005 ,           5
   2.23877549     ,  -1.4874110107421874      ,   2.2122316682636738      ,  -3.1892042410241706E-005 ,           5
   2.15510225     ,  -1.6036504882812499      ,   2.5713079947352409      ,  -8.3302113256313761E-005 ,           5
   2.07142854     ,  -1.6896171142578125      ,   2.8541703580439091      ,  -1.4813843136208521E-004 ,           5
   1.98775530     ,  -1.7547668212890626      ,   3.0784505625545977      ,  -1.9134439488867626E-004 ,           5
   1.90408158     ,  -1.8076768554687499      ,   3.2668342202067375      ,  -2.3759126334650570E-004 ,           5
   1.82040811     ,  -1.8504025878906250      ,   3.4230591455698014      ,  -2.8081586799231861E-004 ,           5
   1.73673487     ,  -1.8854265136718751      ,   3.5538351722478865      ,  -3.3086347484299726E-004 ,           5
   1.65306115     ,  -1.9138534423828124      ,   3.6617876388967039      ,  -3.8328173188874559E-004 ,           5
   1.56938791     ,  -1.9364347900390626      ,   3.7486935878098011      ,  -4.4097353721577777E-004 ,           5
   1.48571444     ,  -1.9541311767578124      ,   3.8175091927230360      ,  -5.0715319600688302E-004 ,           5
   1.40204072     ,  -1.9681585205078125      ,   3.8725039198219777      ,  -5.8199696897321697E-004 ,           5
   1.31836748     ,  -1.9789679687499999      ,   3.9151507991433143      ,  -6.6936717767510914E-004 ,           5
   1.23469377     ,  -1.9865905761718750      ,   3.9453658579468729      ,  -7.7158649730483771E-004 ,           5
   1.15102053     ,  -1.9921307861328126      ,   3.9673993300735950      ,  -8.9499991038428472E-004 ,           5
   1.06734705     ,  -1.9959053710937500      ,   3.9824458139896395      ,  -1.0467040717029594E-003 ,           5
  0.983673573     ,  -1.9980832763671874      ,   3.9911407188832762      ,  -1.2360928835926533E-003 ,           5
  0.900000095     ,  -1.9994348632812500      ,   3.9965413925051689      ,  -1.4794813131193533E-003 ,           5
   5.00000000     , -0.42807917480468749      ,  0.18333825287222863      ,   3.4589190754818007E-006 ,           6
   4.91632652     , -0.43623239746093750      ,  0.19040029127001762      ,   4.2029606172417381E-006 ,           6
   4.83265305     , -0.44483173828125000      ,  0.19796713633537291      ,   3.9333237255461801E-006 ,           6
   4.74897957     , -0.45483271484374999      ,  0.20696682022809981      ,   4.1689594572835231E-006 ,           6
   4.66530609     , -0.46410214843749997      ,  0.21548057162761688      ,   4.1243792195876629E-006 ,           6
   4.58163261     , -0.47361638183593752      ,  0.22440056036114692      ,   4.1961656694440151E-006 ,           6
   4.49795914     , -0.48420051269531250      ,  0.23454171625971795      ,   4.5265620906206569E-006 ,           6
   4.41428566     , -0.49496818847656249      ,  0.24508121228814125      ,   4.5009261179026459E-006 ,           6
   4.33061218     , -0.50600927734375001      ,  0.25612737306356431      ,   4.3715166332145595E-006 ,           6
   4.24693871     , -0.51793198242187499      ,  0.26833824253082278      ,   4.6962641566101147E-006 ,           6
   4.16326523     , -0.53051042480468746      ,  0.28152191539406779      ,   4.6504124761163573E-006 ,           6
   4.07959175     , -0.54404082031250001      ,  0.29605444318056107      ,   4.4480387345156683E-006 ,           6
   3.99591827     , -0.55786420898437505      ,  0.31128642770051956      ,   4.6314499223191399E-006 ,           6
   3.91224480     , -0.57262641601562503      ,  0.32796947358846662      ,   4.4729383383084368E-006 ,           6
   3.82857132     , -0.58863820800781252      ,  0.34656422197222708      ,   4.7265825086576239E-006 ,           6
   3.74489784     , -0.60534560546875005      ,  0.36651697959899904      ,   5.2535773917358139E-006 ,           6
   3.66122437     , -0.62198027343749995      ,  0.38692417448759081      ,   4.8277548278854886E-006 ,           6
   3.57755113     , -0.64133779296875004      ,  0.41136376569271088      ,   3.8754198046469414E-006 ,           6
   3.49387765     , -0.66143476562500003      ,  0.43755221790075305      ,   4.6094775232972446E-006 ,           6
   3.41020393     , -0.68350334472656249      ,  0.46723207644820214      ,   4.7512138461055784E-006 ,           6
   3.32653046     , -0.70634848632812497      ,  0.49898228598833083      ,   4.8891023520835162E-006 ,           6
   3.24285722     , -0.73209641113281254      ,  0.53600310446619992      ,   3.6086750088366930E-006 ,           6
