Temp,B-Field, AverMagnetization, AverMagnetization^2, Suceptibility, Cumulant,AverEnergy, AverEnergy^2, C_v
  0.500000000     ,   2.47499999E-03 ,   4.9326556396484377E-003 ,   3.9694424401968717E-005 ,   3.0726665485226357E-005 ,  0.25135237651412501      ,  -2.0000060443200955      ,   4.0000241773406042      ,   9.4754426527288160E-011
  0.500000000     ,   4.94999997E-03 ,   9.8952285766601561E-003 ,   1.1314106903038919E-004 ,   3.0451040892074825E-005 ,  0.49918601568234777      ,  -2.0000244909209934      ,   4.0000979643768799      ,   3.7240255323922611E-010
  0.500000000     ,   7.42499996E-03 ,   1.4892087097167968E-002 ,   2.3701815675012766E-004 ,   3.0487797280981952E-005 ,  0.58379503068549765      ,  -2.0000552269008458      ,   4.0002209108636020      ,   8.4083140450275096E-010
  0.500000000     ,   9.89999995E-03 ,   1.9808444519042970E-002 ,   4.0751232187263668E-004 ,   3.0275695217266423E-005 ,  0.61810006517816274      ,  -2.0000980527222509      ,   4.0003922208742679      ,   1.4837127082500956E-009
  0.500000000     ,   1.23749999E-02 ,   2.4746485290527344E-002 ,   6.2780495251528923E-004 ,   3.0832836562006034E-005 ,  0.63427835666670362      ,  -2.0001530592377033      ,   4.0006122609678165      ,   2.3594921572112071E-009
  0.500000000     ,   1.48499999E-02 ,   2.9701859436035156E-002 ,   8.9745369651354854E-004 ,   3.0506485111115797E-005 ,  0.64419754731639589      ,  -2.0002205962140449      ,   4.0008824343595757      ,   3.3628246853822930E-009
  0.500000000     ,   1.73249990E-02 ,   3.4658412170410158E-002 ,   1.2164401878509670E-003 ,   3.0469307353864130E-005 ,  0.65008639520402678      ,  -2.0003002271865213      ,   4.0012010000258309      ,   4.5735291109849641E-009
  0.500000000     ,   1.97999999E-02 ,   3.9575655822753908E-002 ,   1.5815240027662366E-003 ,   3.0582937930322737E-005 ,  0.65383454600172841      ,  -2.0003918599220225      ,   4.0015675947406359      ,   5.9933888962859783E-009
  0.500000000     ,   2.22750008E-02 ,   4.4512720642089845E-002 ,   1.9966013486217705E-003 ,   3.0438099322078159E-005 ,  0.65654332682821492      ,  -2.0004957597808732      ,   4.0019832867892564      ,   7.5520141251672612E-009
  0.500000000     ,   2.47499999E-02 ,   4.9458172302246091E-002 ,   2.4614372099097817E-003 ,   3.0652804862238425E-005 ,  0.65839172022535508      ,  -2.0006121072932923      ,   4.0024488061955186      ,   9.3880423435166449E-009
  0.500000000     ,   2.72249989E-02 ,   5.4388519287109374E-002 ,   2.9734199524484575E-003 ,   3.0617844408378433E-005 ,  0.65981327790829225      ,  -2.0007403641959840      ,   4.0029620077595940      ,   1.1346060091455001E-008
  0.500000000     ,   2.96999998E-02 ,   5.9331203002929690E-002 ,   3.5354047321714461E-003 ,   3.0426164793186106E-005 ,  0.66093715575788781      ,  -2.0008810064343816      ,   4.0035248052650427      ,   1.3420716982182057E-008
  0.500000000     ,   3.21750008E-02 ,   6.4274624938964839E-002 ,   4.1465863600093867E-003 ,   3.0717897929572260E-005 ,  0.66173574735869733      ,  -2.0010340200882868      ,   4.0041371535255958      ,   1.5899622951565107E-008
  0.500000000     ,   3.46499979E-02 ,   6.9218455200195317E-002 ,   4.8064554155431687E-003 ,   3.0521750483444854E-005 ,  0.66243963035849562      ,  -2.0011991490293282      ,   4.0047980386562037      ,   1.8321987482750046E-008
