 Tiempo,InterPos2,InterNeg2,InterPN2,InterZero,InterPN,InterNZ
           1 ,                17391 ,                17343 ,                30801 ,                    0 ,                    0 ,                    0
           2 ,                17742 ,                17693 ,                30099 ,                    0 ,                    0 ,                    0
           3 ,                17984 ,                17936 ,                29615 ,                    0 ,                    0 ,                    0
           4 ,                18085 ,                18037 ,                29413 ,                    0 ,                    0 ,                    0
           5 ,                18221 ,                18173 ,                29141 ,                    0 ,                    0 ,                    0
           6 ,                18272 ,                18223 ,                29040 ,                    0 ,                    0 ,                    0
           7 ,                18320 ,                18272 ,                28943 ,                    0 ,                    0 ,                    0
           8 ,                18396 ,                18347 ,                28792 ,                    0 ,                    0 ,                    0
           9 ,                18460 ,                18411 ,                28664 ,                    0 ,                    0 ,                    0
          10 ,                18492 ,                18443 ,                28600 ,                    0 ,                    0 ,                    0
          11 ,                18499 ,                18450 ,                28585 ,                    0 ,                    0 ,                    0
          12 ,                18549 ,                18500 ,                28485 ,                    0 ,                    0 ,                    0
          13 ,                18592 ,                18543 ,                28400 ,                    0 ,                    0 ,                    0
          14 ,                18586 ,                18537 ,                28411 ,                    0 ,                    0 ,                    0
          15 ,                18595 ,                18546 ,                28393 ,                    0 ,                    0 ,                    0
          16 ,                18626 ,                18577 ,                28332 ,                    0 ,                    0 ,                    0
          17 ,                18637 ,                18588 ,                28310 ,                    0 ,                    0 ,                    0
          18 ,                18649 ,                18600 ,                28286 ,                    0 ,                    0 ,                    0
          19 ,                18675 ,                18626 ,                28234 ,                    0 ,                    0 ,                    0
          20 ,                18706 ,                18657 ,                28172 ,                    0 ,                    0 ,                    0
          21 ,                18704 ,                18656 ,                28175 ,                    0 ,                    0 ,                    0
          22 ,                18679 ,                18630 ,                28226 ,                    0 ,                    0 ,                    0
          23 ,                18704 ,                18655 ,                28175 ,                    0 ,                    0 ,                    0
          24 ,                18699 ,                18651 ,                28185 ,                    0 ,                    0 ,                    0
          25 ,                18738 ,                18690 ,                28107 ,                    0 ,                    0 ,                    0
          26 ,                18804 ,                18755 ,                27976 ,                    0 ,                    0 ,                    0
          27 ,                18763 ,                18715 ,                28057 ,                    0 ,                    0 ,                    0
          28 ,                18799 ,                18750 ,                27986 ,                    0 ,                    0 ,                    0
          29 ,                18807 ,                18758 ,                27970 ,                    0 ,                    0 ,                    0
          30 ,                18825 ,                18776 ,                27934 ,                    0 ,                    0 ,                    0
          31 ,                18834 ,                18785 ,                27915 ,                    0 ,                    0 ,                    0
          32 ,                18840 ,                18791 ,                27904 ,                    0 ,                    0 ,                    0
          33 ,                18823 ,                18774 ,                27937 ,                    0 ,                    0 ,                    0
          34 ,                18833 ,                18784 ,                27918 ,                    0 ,                    0 ,                    0
          35 ,                18845 ,                18796 ,                27894 ,                    0 ,                    0 ,                    0
          36 ,                18832 ,                18783 ,                27920 ,                    0 ,                    0 ,                    0
          37 ,                18822 ,                18773 ,                27939 ,                    0 ,                    0 ,                    0
          38 ,                18780 ,                18731 ,                28024 ,                    0 ,                    0 ,                    0
          39 ,                18791 ,                18742 ,                28002 ,                    0 ,                    0 ,                    0
          40 ,                18816 ,                18767 ,                27952 ,                    0 ,                    0 ,                    0
          41 ,                18790 ,                18741 ,                28004 ,                    0 ,                    0 ,                    0
          42 ,                18856 ,                18808 ,                27871 ,                    0 ,                    0 ,                    0
          43 ,                18845 ,                18796 ,                27894 ,                    0 ,                    0 ,                    0
          44 ,                18795 ,                18746 ,                27994 ,                    0 ,                    0 ,                    0
          45 ,                18835 ,                18786 ,                27914 ,                    0 ,                    0 ,                    0
          46 ,                18848 ,                18799 ,                27888 ,                    0 ,                    0 ,                    0
          47 ,                18863 ,                18814 ,                27858 ,                    0 ,                    0 ,                    0
          48 ,                18830 ,                18781 ,                27923 ,                    0 ,                    0 ,                    0
          49 ,                18813 ,                18764 ,                27957 ,                    0 ,                    0 ,                    0
          50 ,                18795 ,                18746 ,                27994 ,                    0 ,                    0 ,                    0
          51 ,                18797 ,                18748 ,                27990 ,                    0 ,                    0 ,                    0
          52 ,                18817 ,                18768 ,                27949 ,                    0 ,                    0 ,                    0
          53 ,                18815 ,                18767 ,                27953 ,                    0 ,                    0 ,                    0
          54 ,                18769 ,                18720 ,                28046 ,                    0 ,                    0 ,                    0
          55 ,                18788 ,                18740 ,                28007 ,                    0 ,                    0 ,                    0
          56 ,                18870 ,                18821 ,                27844 ,                    0 ,                    0 ,                    0
          57 ,                18851 ,                18803 ,                27881 ,                    0 ,                    0 ,                    0
          58 ,                18865 ,                18816 ,                27853 ,                    0 ,                    0 ,                    0
          59 ,                18881 ,                18832 ,                27822 ,                    0 ,                    0 ,                    0
          60 ,                18854 ,                18805 ,                27876 ,                    0 ,                    0 ,                    0
          61 ,                18878 ,                18829 ,                27827 ,                    0 ,                    0 ,                    0
          62 ,                18882 ,                18833 ,                27819 ,                    0 ,                    0 ,                    0
          63 ,                18916 ,                18867 ,                27752 ,                    0 ,                    0 ,                    0
          64 ,                18920 ,                18871 ,                27743 ,                    0 ,                    0 ,                    0
          65 ,                18926 ,                18878 ,                27731 ,                    0 ,                    0 ,                    0
