 Tiempo,AverMagnetization,AverMagnetization^2,Suceptibility,Cumulant
           1 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
           2 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
           3 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
           4 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
           5 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
           6 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
           7 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
           8 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
           9 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          10 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          11 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          12 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          13 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          14 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          15 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          16 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          17 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          18 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          19 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          20 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          21 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          22 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          23 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          24 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          25 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          26 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          27 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
          28 ,   4.0405273437500002E-003 ,   7.1190297603607178E-005 ,   6.0960487782395488E-005 ,  0.24447725128774689     
