Temp,B-Field, AverMagnetization, AverMagnetization^2, Suceptibility, Cumulant,AverEnergy, AverEnergy^2, C_v
  0.800000012     ,   2.47499999E-03 ,   3.1032019042968751E-003 ,   7.0587703734636313E-005 ,   7.6197302094755694E-005 ,   9.9985555591305397E-003 ,  -2.0000037804588646      ,   4.0000151219434290      ,   1.4637319134536142E-010
  0.800000012     ,   4.94999997E-03 ,   6.2052233886718752E-003 ,   9.9376036673784254E-005 ,   7.6089049213079734E-005 ,  0.10431454664978357      ,  -2.0000153580722801      ,   4.0000614328978399      ,   5.8257704216302386E-010
  0.800000012     ,   7.42499996E-03 ,   9.2694201660156253E-003 ,   1.4673715695738792E-004 ,   7.6018758429063479E-005 ,  0.22728081544771217      ,  -2.0000343528887798      ,   4.0001374135732153      ,   1.3093359729765552E-009
  0.800000012     ,   9.89999995E-03 ,   1.2362615966796876E-002 ,   2.1344762638211251E-004 ,   7.5766691049514344E-005 ,  0.34086582687449174      ,  -2.0000611955243834      ,   4.0002447873276887      ,   2.3207227806132380E-009
  0.800000012     ,   1.23749999E-02 ,   1.5485900878906250E-002 ,   3.0047797381877898E-004 ,   7.5831059734337010E-005 ,  0.42350281124010714      ,  -2.0000957593848958      ,   4.0003830490321377      ,   3.6292108207547358E-009
  0.800000012     ,   1.48499999E-02 ,   1.8612136230468750E-002 ,   4.0743326485157011E-004 ,   7.6277062237553315E-005 ,  0.48192279044230091      ,  -2.0001382549061049      ,   4.0005530421031645      ,   5.2567589170493534E-009
  0.800000012     ,   1.73249990E-02 ,   2.1612050781249999E-002 ,   5.2793063044548035E-004 ,   7.6062364342689541E-005 ,  0.52198052254233551      ,  -2.0001872135737027      ,   4.0007488939098037      ,   7.1344860574917845E-009
  0.800000012     ,   1.97999999E-02 ,   2.4744345703125000E-002 ,   6.7334904730319972E-004 ,   7.6333003784298791E-005 ,  0.55138733082649094      ,  -2.0002450294554182      ,   4.0009801838463792      ,   9.3519886279480602E-009
  0.800000012     ,   2.22750008E-02 ,   2.7812362060546873E-002 ,   8.3462944164872164E-004 ,   7.6377447827218184E-005 ,  0.57268353515120629      ,  -2.0003097597792854      ,   4.0012391426477043      ,   1.1842878067103157E-008
  0.800000012     ,   2.47499999E-02 ,   3.0893607177734376E-002 ,   1.0152141733467579E-003 ,   7.5999011118246232E-005 ,  0.58934455241411099      ,  -2.0003823697465291      ,   4.0015296345035409      ,   1.4548127980074099E-008
