 Tiempo InterPos2 InterNeg2 InterPN2
           1                 9846                19852                35837   7160.1254882812500        5703.6357421875000       0.79658320954324879     
           2                 9851                19902                35781   7160.1254882812500        5694.7226562500000       0.79533838695569958     
           3                 9855                19942                35738   7160.1254882812500        5687.8793945312500       0.79438264089650690     
           4                 9856                19970                35709   7160.1254882812500        5683.2636718750000       0.79373799819243629     
           5                 9857                19996                35681   7160.1254882812500        5678.8071289062500       0.79311558689866168     
           6                 9858                20020                35656   7160.1254882812500        5674.8286132812500       0.79255993803028479     
           7                 9858                20042                35634   7160.1254882812500        5671.3271484375000       0.79207091519828543     
           8                 9858                20065                35612   7160.1254882812500        5667.8256835937500       0.79158189236628607     
           9                 9858                20082                35595   7160.1254882812500        5665.1201171875000       0.79120402658576616     
          10                 9857                20094                35583   7160.1254882812500        5663.2099609375000       0.79093724966221557     
          11                 9858                20109                35568   7160.1254882812500        5660.8227539062500       0.79060384670228734     
          12                 9858                20125                35551   7160.1254882812500        5658.1171875000000       0.79022598092176743     
          13                 9858                20134                35542   7160.1254882812500        5656.6850585937500       0.79002596642361467     
          14                 9857                20143                35534   7160.1254882812500        5655.4116210937500       0.78984811514124753     
          15                 9858                20159                35518   7160.1254882812500        5652.8652343750000       0.78949248077102352     
          16                 9857                20166                35512   7160.1254882812500        5651.9101562500000       0.78935909230924817     
          17                 9858                20172                35504   7160.1254882812500        5650.6367187500000       0.78918124102688114     
          18                 9857                20181                35496   7160.1254882812500        5649.3637695312500       0.78900345793902416     
          19                 9859                20191                35485   7160.1254882812500        5647.6127929687500       0.78875891242576945     
          20                 9859                20201                35475   7160.1254882812500        5646.0214843750000       0.78853666651732068     
          21                 9858                20213                35463   7160.1254882812500        5644.1118164062500       0.78826995778828013     
          22                 9859                20227                35448   7160.1254882812500        5641.7241210937500       0.78793648663384186     
          23                 9859                20231                35444   7160.1254882812500        5641.0874023437500       0.78784756099265840     
          24                 9859                20242                35434   7160.1254882812500        5639.4960937500000       0.78762531508420963     
          25                 9859                20248                35427   7160.1254882812500        5638.3818359375000       0.78746969521213850     
          26                 9859                20260                35416   7160.1254882812500        5636.6313476562500       0.78722521789339384     
          27                 9859                20263                35413   7160.1254882812500        5636.1538085937500       0.78715852366250616     
          28                 9859                20268                35408   7160.1254882812500        5635.3579101562500       0.78704736661102670     
          29                 9858                20281                35396   7160.1254882812500        5633.4482421875000       0.78678065788198626     
          30                 9859                20285                35391   7160.1254882812500        5632.6523437500000       0.78666950083050691     
          31                 9859                20292                35383   7160.1254882812500        5631.3793945312500       0.78649171774264981     
          32                 9859                20300                35375   7160.1254882812500        5630.1059570312500       0.78631386646028278     
          33                 9859                20308                35367   7160.1254882812500        5628.8325195312500       0.78613601517791576     
          34                 9859                20314                35362   7160.1254882812500        5628.0371093750000       0.78602492632094645     
          35                 9859                20320                35356   7160.1254882812500        5627.0820312500000       0.78589153785917110     
          36                 9858                20328                35349   7160.1254882812500        5625.9677734375000       0.78573591798709996     
          37                 9859                20333                35343   7160.1254882812500        5625.0131835937500       0.78560259771983476     
          38                 9859                20339                35337   7160.1254882812500        5624.0581054687500       0.78546920925805941     
          39                 9859                20346                35330   7160.1254882812500        5622.9438476562500       0.78531358938598816     
