 Alfa,posDsty,Temperatura,Energia,Cv,magnetANTI,SusceptAnti,cumulantAnti,magnetFerro,SusceptFerro,cumulantFerro
  -1.10000002     ,  0.500000000     ,   6.00000024E-02 ,  -2.1994305221942740      ,   4.20616161E-05 ,  0.99703062500004347      ,   7.28046798E-05 ,  0.666660786     ,   1.3498749707126991E-003 ,   2.45551018E-05 , -0.160045415    
  -1.10000002     ,  0.500000000     ,   7.00000003E-02 ,  -2.1983993962751418      ,   9.06533678E-05 ,  0.99135712499999840      ,   2.11440973E-04 ,  0.666646659     ,   2.2458749588811769E-003 ,   4.70885934E-05 ,  -7.00919628E-02
  -1.10000002     ,  0.500000000     ,   7.99999982E-02 ,  -2.1963876819027610      ,   1.64024925E-04 ,  0.97946824999999849      ,   5.35227242E-04 ,  0.666607380     ,   3.2264999566832559E-003 ,   7.91407510E-05 ,  -3.56305428E-02
  -1.10000002     ,  0.500000000     ,   9.00000036E-02 ,  -2.1929780160363777      ,   2.74929072E-04 ,  0.95699862500000088      ,   1.40693772E-03 ,  0.666483700     ,   4.4283749607857319E-003 ,   1.28850283E-04 ,  -1.76684540E-02
  -1.10000002     ,  0.500000000     ,   9.99999940E-02 ,  -2.1873046849793014      ,   4.62037453E-04 ,  0.91146762500000422      ,   4.93332511E-03 ,  0.665892780     ,   5.7103749673115094E-003 ,   1.88199003E-04 ,  -1.92706473E-02
  -1.10000002     ,  0.500000000     ,  0.109999999     ,  -2.1765601846849285      ,   1.13395404E-03 ,  0.74471375000000095      ,  0.184380576     ,  0.638175964     ,   7.2014999739592892E-003 ,   2.81459856E-04 ,  -2.56852768E-02
  -1.10000002     ,  0.500000000     ,  0.120000005     ,  -2.1600566887987092      ,   7.87476369E-04 ,  0.23236125000000016      ,  0.221637309     ,  0.217778563     ,   8.9112499816110351E-003 ,   3.82569764E-04 ,  -5.85611491E-03
  -1.10000002     ,  0.500000000     ,  0.129999995     ,  -2.1513400408168657      ,   4.36809292E-04 ,  0.10718850000000006      ,   4.90840040E-02 ,   3.26447673E-02 ,   9.9727499824948610E-003 ,   4.44850069E-04 ,  -1.35853244E-02
  -1.10000002     ,  0.500000000     ,  0.140000001     ,  -2.1454195841950825      ,   3.32085328E-04 ,   8.5538000000000877E-002 ,   2.86013465E-02 ,   6.24459907E-02 ,   1.0647999982628971E-002 ,   4.56688198E-04 ,   2.93644834E-02
  -1.10000002     ,  0.500000000     ,  0.149999991     ,  -2.1409661667984343      ,   2.55764433E-04 ,   6.8260125000000615E-002 ,   1.67686511E-02 ,   5.52052371E-02 ,   1.1044624984404072E-002 ,   4.65794874E-04 ,   1.40368873E-02
  -1.10000002     ,  0.500000000     ,  0.159999996     ,  -2.1371853128262677      ,   2.04305543E-04 ,   5.8358750000000501E-002 ,   1.19693913E-02 ,   1.02442561E-03 ,   1.1560999983176589E-002 ,   4.84743156E-04 ,  -2.41204537E-02
  -1.10000002     ,  0.500000000     ,  0.170000002     ,  -2.1342904848464568      ,   1.67398495E-04 ,   5.1080750000000431E-002 ,   8.68747663E-03 ,   9.40236729E-03 ,   1.1983749983320012E-002 ,   4.94588516E-04 ,  -8.60344898E-03
  -1.10000002     ,  0.500000000     ,  0.179999992     ,  -2.1318075199561402      ,   1.41282231E-04 ,   4.7201750000000202E-002 ,   6.89820759E-03 ,   2.22335104E-02 ,   1.2596249993750825E-002 ,   5.01875649E-04 ,   1.31815043E-03
  -1.10000002     ,  0.500000000     ,  0.189999998     ,  -2.1296364304608661      ,   1.21346966E-04 ,   4.3914250000000148E-002 ,   5.73428394E-03 ,   1.45090569E-03 ,   1.2736499985796399E-002 ,   5.00624999E-04 ,  -2.61061862E-02
  -1.10000002     ,  0.500000000     ,  0.199999988     ,  -2.1278920412521312      ,   1.05438077E-04 ,   4.2059750000000243E-002 ,   5.03651565E-03 ,   1.19302953E-02 ,   1.2869749980582856E-002 ,   4.79972718E-04 ,   9.32296179E-03
  -1.10000002     ,  0.500000000     ,  0.209999993     ,  -2.1262716522543395      ,   9.50706089E-05 ,   3.8779250000000272E-002 ,   4.13600495E-03 ,  -1.68486722E-02 ,   1.3314999993238598E-002 ,   4.85476892E-04 ,   1.90532068E-03
  -1.10000002     ,  0.500000000     ,  0.219999999     ,  -2.1248270885637459      ,   8.40555076E-05 ,   3.7828000000000216E-002 ,   3.67626804E-03 ,   3.13693937E-03 ,   1.3386749997432343E-002 ,   4.62322088E-04 ,   1.51836956E-02
  -1.10000002     ,  0.500000000     ,  0.229999989     ,  -2.1235720374772207      ,   7.48920720E-05 ,   3.6058750000000132E-002 ,   3.18729505E-03 ,   2.21770424E-02 ,   1.3421749988407828E-002 ,   4.58898430E-04 ,  -2.19720900E-02
  -1.10000002     ,  0.500000000     ,  0.239999995     ,  -2.1224725366216868      ,   6.70988302E-05 ,   3.4319374999999999E-002 ,   2.82059284E-03 ,   1.63091798E-04 ,   1.3934124995721504E-002 ,   4.61882853E-04 ,  -7.97695573E-03
  -1.10000002     ,  0.500000000     ,  0.249999985     ,  -2.1214438733077055      ,   6.12189033E-05 ,   3.3737624999999966E-002 ,   2.58375145E-03 ,  -1.14071509E-02 ,   1.4060124982940033E-002 ,   4.45327227E-04 ,   1.78294592E-02
