 Tiempo InterPos InterNeg InterPN IdealR MeasuredR Rho
           1                 2098                  418                13867   7160.1254882812500        2207.0014648437500       0.30823502583242135     
           2                 2129                  440                13813   7160.1254882812500        2198.4072265625000       0.30703473425997396     
           3                 2120                  436                13827   7160.1254882812500        2200.6352539062500       0.30734590580960630     
           4                 2137                  475                13770   7160.1254882812500        2191.5634765625000       0.30607892000627113     
           5                 2109                  403                13870   7160.1254882812500        2207.4790039062500       0.30830172006330903     
           6                 2112                  417                13853   7160.1254882812500        2204.7734375000000       0.30792385428278912     
           7                 2056                  417                13909   7160.1254882812500        2213.6860351562500       0.30916860867582829     
           8                 2192                  445                13746   7160.1254882812500        2187.7438964843750       0.30554546845093511     
           9                 2164                  444                13775   7160.1254882812500        2192.3593750000000       0.30619007705775059     
          10                 2145                  442                13795   7160.1254882812500        2195.5424804687500       0.30663463706915817     
          11                 2069                  416                13898   7160.1254882812500        2211.9353027343750       0.30892409725982861     
          12                 2095                  428                13860   7160.1254882812500        2205.8874511718750       0.30807944005760524     
          13                 2082                  414                13887   7160.1254882812500        2210.1845703125000       0.30867958584382893     
          14                 2169                  436                13777   7160.1254882812500        2192.6774902343750       0.30623450578108735     
          15                 2113                  434                13836   7160.1254882812500        2202.0676269531250       0.30754595440501420     
          16                 2110                  438                13835   7160.1254882812500        2201.9086914062500       0.30752375709197333     
          17                 2127                  432                13824   7160.1254882812500        2200.1579589843750       0.30727924567597364     
          18                 2111                  435                13837   7160.1254882812500        2202.2268066406250       0.30756818581531009     
          19                 2154                  444                13784   7160.1254882812500        2193.7917480468750       0.30639012565315848     
          20                 2144                  454                13785   7160.1254882812500        2193.9509277343750       0.30641235706345438     
          21                 2124                  432                13826   7160.1254882812500        2200.4760742187500       0.30732367439931041     
          22                 2130                  430                13823   7160.1254882812500        2199.9987792968750       0.30725701426567775     
          23                 2141                  448                13793   7160.1254882812500        2195.2241210937500       0.30659017424856638     
          24                 2162                  429                13792   7160.1254882812500        2195.0649414062500       0.30656794283827049     
          25                 2106                  434                13842   7160.1254882812500        2203.0227050781250       0.30767934286678944     
          26                 2030                  404                13949   7160.1254882812500        2220.0522460937500       0.31005772869864345     
          27                 2114                  430                13838   7160.1254882812500        2202.3859863281250       0.30759041722560587     
          28                 2127                  441                13815   7160.1254882812500        2198.7255859375000       0.30707919708056575     
          29                 2081                  428                13874   7160.1254882812500        2208.1157226562500       0.30839064570449259     
          30                 2113                  443                13827   7160.1254882812500        2200.6352539062500       0.30734590580960630     
          31                 2100                  421                13861   7160.1254882812500        2206.0466308593750       0.30810167146790113     
          32                 2089                  427                13866   7160.1254882812500        2206.8422851562500       0.30821279442212557     
          33                 2082                  414                13887   7160.1254882812500        2210.1845703125000       0.30867958584382893     
          34                 2092                  447                13843   7160.1254882812500        2203.1818847656250       0.30770157427708533     
          35                 2105                  424                13853   7160.1254882812500        2204.7734375000000       0.30792385428278912     
          36                 2116                  436                13831   7160.1254882812500        2201.2719726562500       0.30743483145078976     
          37                 2050                  417                13916   7160.1254882812500        2214.8000488281250       0.30932419445064441     
          38                 2112                  437                13834   7160.1254882812500        2201.7495117187500       0.30750152568167743     
          39                 2137                  418                13828   7160.1254882812500        2200.7944335937500       0.30736813721990208     
          40                 2137                  421                13825   7160.1254882812500        2200.3171386718750       0.30730147708626954     
          41                 2129                  441                13813   7160.1254882812500        2198.4072265625000       0.30703473425997396     
          42                 2103                  421                13859   7160.1254882812500        2205.7282714843750       0.30805720864730934     
          43                 2144                  450                13789   7160.1254882812500        2194.5874023437500       0.30650124860738281     
          44                 2106                  430                13846   7160.1254882812500        2203.6591796875000       0.30776823441071799     
          45                 2102                  436                13844   7160.1254882812500        2203.3410644531250       0.30772380568738122     
          46                 2145                  445                13793   7160.1254882812500        2195.2241210937500       0.30659017424856638     
          47                 2060                  418                13905   7160.1254882812500        2213.0493164062500       0.30907968303464484     
          48                 2094                  421                13868   7160.1254882812500        2207.1606445312500       0.30825725724271724     
          49                 2105                  425                13853   7160.1254882812500        2204.7734375000000       0.30792385428278912     
          50                 2112                  421                13850   7160.1254882812500        2204.2958984375000       0.30785716005190145     
          51                 2068                  417                13897   7160.1254882812500        2211.7761230468750       0.30890186584953272     
          52                 2076                  413                13893   7160.1254882812500        2211.1396484375000       0.30881297430560428     
          53                 2077                  416                13889   7160.1254882812500        2210.5029296875000       0.30872404866442071     
          54                 2122                  466                13795   7160.1254882812500        2195.5424804687500       0.30663463706915817     
          55                 2087                  432                13864   7160.1254882812500        2206.5241699218750       0.30816836569878880     
          56                 2096                  435                13852   7160.1254882812500        2204.6142578125000       0.30790162287249323     
          57                 2121                  445                13817   7160.1254882812500        2199.0437011718750       0.30712362580390251     
          58                 2099                  439                13844   7160.1254882812500        2203.3410644531250       0.30772380568738122     
          59                 2071                  425                13886   7160.1254882812500        2210.0253906250000       0.30865735443353315     
          60                 2140                  431                13812   7160.1254882812500        2198.2480468750000       0.30701250284967807     
          61                 2131                  443                13809   7160.1254882812500        2197.7705078125000       0.30694580861879039     
          62                 2153                  463                13766   7160.1254882812500        2190.9270019531250       0.30599002846234269     
          63                 2132                  428                13823   7160.1254882812500        2199.9987792968750       0.30725701426567775     
          64                 2079                  425                13879   7160.1254882812500        2208.9113769531250       0.30850176865871692     
          65                 2152                  441                13790   7160.1254882812500        2194.7465820312500       0.30652348001767871     
          66                 2122                  445                13816   7160.1254882812500        2198.8845214843750       0.30710139439360662     
          67                 2125                  446                13811   7160.1254882812500        2198.0888671875000       0.30699027143938218     
