 Tiempo,  AverEnergy,  AverEnergy^2,  C_v
        3914 , -0.31369628906250002      ,   9.8531144857406619E-002 ,   7.8614428639404640E-004
        3915 , -0.30722656250000002      ,   9.4471800327301028E-002 ,   5.2274763584127942E-004
        3916 , -0.31110839843749999      ,   9.6944898366928101E-002 ,   9.7789242863655437E-004
        3917 , -0.31062011718749999      ,   9.6609121561050421E-002 ,   7.7665224671374586E-004
        3918 , -0.30983886718749998      ,   9.6176034212112432E-002 ,   1.0994412004948668E-003
        3919 , -0.30910644531249998      ,   9.5753389596939090E-002 ,   1.2912191450597035E-003
        3920 , -0.31357421875000002      ,   9.8461759090423581E-002 ,   8.3105266094193539E-004
        3921 , -0.31376953125000001      ,   9.8689138889312744E-002 ,   1.4863759279250960E-003
        3922 , -0.31423339843749998      ,   9.8936063051223752E-002 ,   1.2089647352696471E-003
        3923 , -0.31643066406249998      ,  0.10025202631950378      ,   7.7288225293166077E-004
        3924 , -0.31428222656249999      ,   9.8888474702835086E-002 ,   7.1972981095323046E-004
        3925 , -0.31550292968749999      ,   9.9611169099807745E-002 ,   4.3169036507617262E-004
        3926 , -0.31523437500000001      ,   9.9497318267822266E-002 ,   7.7879428863518799E-004
        3927 , -0.31623535156249999      ,  0.10010766386985778      ,   6.4291432499887641E-004
        3928 , -0.31599121093749999      ,   9.9927037954330444E-002 ,   4.7870352864265789E-004
        3929 , -0.31435546874999998      ,   9.8892998695373532E-002 ,   4.6023726463324463E-004
        3930 , -0.31303710937500001      ,   9.8116385936737063E-002 ,   7.7596306800840897E-004
        3931 , -0.31601562500000002      ,   9.9893522262573239E-002 ,   1.7279386520371517E-004
        3932 , -0.31547851562500001      ,   9.9567055702209473E-002 ,   2.5226175785061575E-004
        3933 , -0.31489257812499999      ,   9.9210262298583984E-002 ,   3.3079087734229698E-004
        3934 , -0.31535644531250001      ,   9.9504512548446652E-002 ,   3.4265592694275940E-004
        3935 , -0.31569824218749998      ,   9.9805647134780878E-002 ,   8.7666884064675765E-004
        3936 , -0.31958007812500000      ,  0.10227348804473876      ,   8.8788568973537790E-004
        3937 , -0.31938476562500001      ,  0.10210492610931396      ,   6.1435997486102706E-004
        3938 , -0.31911621093749998      ,  0.10194413065910339      ,   6.8109109997759390E-004
        3939 , -0.32021484374999998      ,  0.10269583463668823      ,   9.8930299282078832E-004
        3940 , -0.31999511718750001      ,  0.10255963206291199      ,   1.0172314941882601E-003
        3941 , -0.31555175781250000      ,   9.9817067384719849E-002 ,   1.5259720385074615E-003
        3942 , -0.31542968750000000      ,   9.9634170532226562E-002 ,   8.6426734924316406E-004
        3943 , -0.31308593750000002      ,   9.8175156116485598E-002 ,   9.5219910144798622E-004
        3944 , -0.31662597656250002      ,  0.10036099553108216      ,   6.8116560578337232E-004
        3945 , -0.31401367187500001      ,   9.8755562305450434E-002 ,   9.4360113143910837E-004
        3946 , -0.31130371093749998      ,   9.7017568349838254E-002 ,   6.7229941487318909E-004
        3947 , -0.31467285156250002      ,   9.9112230539321902E-002 ,   5.8266893029207401E-004
        3948 , -0.30976562499999999      ,   9.5997333526611328E-002 ,   2.6619434356691535E-004
        3949 , -0.31174316406250002      ,   9.7295159101486201E-002 ,   6.9599226117118135E-004
        3950 , -0.31159667968749999      ,   9.7292107343673703E-002 ,   1.2476034462451970E-003
        3951 , -0.31579589843750000      ,   9.9988716840744021E-002 ,   1.6354210674762899E-003
        3952 , -0.31386718749999998      ,   9.8681187629699713E-002 ,   1.0536015033722756E-003
        3953 , -0.31440429687499999      ,   9.9013352394103998E-002 ,   1.0205656290054529E-003
        3954 , -0.31105957031249998      ,   9.6888667345047003E-002 ,   8.1631913781176138E-004
        3955 , -0.31325683593749998      ,   9.8284763097763059E-002 ,   9.6823647618296885E-004
        3956 , -0.31318359374999999      ,   9.8257625102996821E-002 ,   1.0853856801986903E-003
        3957 , -0.31782226562499999      ,  0.10113050937652587      ,   7.4698030948635794E-004
        3958 , -0.31687011718750002      ,  0.10055406689643860      ,   9.2122331261631010E-004
        3959 , -0.31921386718750000      ,  0.10203023552894593      ,   8.2964077591897792E-004
        3960 , -0.31809082031250002      ,  0.10132113099098206      ,   8.7100639939302615E-004
        3961 , -0.31796875000000002      ,  0.10119628906250000      ,   5.7601928710928479E-004
        3962 , -0.31552734375000002      ,   9.9655234813690180E-002 ,   6.1081349849688438E-004
        3963 , -0.31257324218749999      ,   9.7782009840011591E-002 ,   4.9986317753793891E-004
        3964 , -0.31523437500000001      ,   9.9482727050781247E-002 ,   6.8759918212882298E-004
        3965 , -0.31511230468750001      ,   9.9341672658920285E-002 ,   2.8692558407773447E-004
        3966 , -0.30610351562499999      ,   9.3744325637817386E-002 ,   2.8102099895481111E-004
        3967 , -0.31066894531250000      ,   9.6607476472854614E-002 ,   5.7676807045936584E-004
        3968 , -0.31286621093750000      ,   9.7946673631668091E-002 ,   3.8379803299903870E-004
        3969 , -0.31577148437500002      ,   9.9836623668670660E-002 ,   7.8120827674858437E-004
        3970 , -0.31784667968750002      ,  0.10107250809669495      ,   2.8747692704189989E-004
        3971 , -0.31157226562500001      ,   9.7142422199249262E-002 ,   4.0715932846059275E-004
        3972 , -0.30971679687499998      ,   9.5953214168548587E-002 ,   1.7949938774120683E-004
        3973 , -0.31142578124999998      ,   9.7093701362609863E-002 ,   6.7302584648137181E-004
        3974 , -0.31296386718750002      ,   9.8016005754470822E-002 ,   4.3514743447289547E-004
        3975 , -0.31113281250000002      ,   9.6920180320739749E-002 ,   7.2845816612232897E-004
        3976 , -0.31027832031250002      ,   9.6335679292678833E-002 ,   3.9402022957791064E-004
        3977 , -0.31203613281249998      ,   9.7435802221298218E-002 ,   4.3283775448803991E-004
        3978 , -0.31284179687500002      ,   9.8060905933380127E-002 ,   1.1932253837584721E-003
        3979 , -0.30966796875000002      ,   9.6015930175781250E-002 ,   7.6049566268910143E-004
        3980 , -0.30661621093750002      ,   9.4077998399734492E-002 ,   4.0310993790612301E-004
        3981 , -0.30903320312499999      ,   9.5541334152221685E-002 ,   2.4883449077613487E-004
        3982 , -0.31101074218750002      ,   9.6931082010269162E-002 ,   1.2712515890597395E-003
        3983 , -0.31159667968749999      ,   9.7306913137435919E-002 ,   1.3401396572590429E-003
        3984 , -0.30783691406250002      ,   9.4909471273422238E-002 ,   9.1191008687006858E-004
        3985 , -0.30913085937500001      ,   9.5689845085144040E-002 ,   7.9973042011252660E-004
        3986 , -0.31174316406250002      ,   9.7407478094100955E-002 ,   1.3979859650133965E-003
        3987 , -0.31516113281250002      ,   9.9498826265335086E-002 ,   1.0767914354800276E-003
        3988 , -0.31169433593750001      ,   9.7251123189926153E-002 ,   6.1102584004400773E-004
        3989 , -0.31186523437500002      ,   9.7367107868194580E-002 ,   6.6989660263052503E-004
        3990 , -0.31525878906249999      ,   9.9550086259841922E-002 ,   1.0123886168003464E-003
        3991 , -0.31579589843750000      ,   9.9892050027847290E-002 ,   1.0312534868717194E-003
        3992 , -0.32114257812500002      ,  0.10333507061004639      ,   1.2657195329665756E-003
        3993 , -0.32058105468749998      ,  0.10287255644798279      ,   6.2714889645584804E-004
        3994 , -0.31750488281250000      ,  0.10091895461082459      ,   6.8502500653270376E-004
        3995 , -0.31508789062499998      ,   9.9452781677246097E-002 ,   1.0775178670883838E-003
        3996 , -0.31123046874999999      ,   9.7031152248382574E-002 ,   1.0421723127366188E-003
        3997 , -0.30725097656250000      ,   9.4561141729354856E-002 ,   9.8736956715582067E-004
        3998 , -0.30412597656250001      ,   9.2633956670761103E-002 ,   8.8341906666743880E-004
        3999 , -0.30678710937499998      ,   9.4444847106933599E-002 ,   2.0407289266587310E-003
        4000 , -0.30219726562499999      ,   9.1566240787506109E-002 ,   1.5190839767456957E-003
        4001 , -0.30947265624999998      ,   9.6107685565948481E-002 ,   2.0897537469864377E-003
        4002 , -0.30720214843749999      ,   9.4619852304458615E-002 ,   1.5418268740177363E-003
        4003 , -0.30869140625000002      ,   9.5519793033599851E-002 ,   1.4338046312330731E-003
        4004 , -0.31416015624999999      ,   9.8990249633789065E-002 ,   1.8352866172790736E-003
        4005 , -0.31306152343749999      ,   9.8173159360885623E-002 ,   1.0352618992329546E-003
        4006 , -0.31389160156250001      ,   9.8625725507736212E-002 ,   6.1117485165591151E-004
        4007 , -0.31140136718750000      ,   9.7097235918045047E-002 ,   7.9015269875528163E-004
        4008 , -0.31252441406249998      ,   9.7823625802993780E-002 ,   9.5072761178028459E-004
        4009 , -0.30869140625000002      ,   9.5538175106048590E-002 ,   1.5486925840376906E-003
        4010 , -0.31110839843749999      ,   9.7039371728897095E-002 ,   1.5683509409427678E-003
        4011 , -0.31633300781250001      ,  0.10034053921699523      ,   1.7122961580752147E-003
        4012 , -0.31313476562499998      ,   9.8241281509399411E-002 ,   1.1743754148483936E-003
        4013 , -0.31071777343750001      ,   9.6637696027755737E-002 ,   5.7600811123846574E-004
        4014 , -0.31333007812500002      ,   9.8312449455261228E-002 ,   8.5444748401629356E-004
        4015 , -0.31157226562500001      ,   9.7177612781524661E-002 ,   6.2710046768183619E-004
        4016 , -0.31513671874999999      ,   9.9394166469573969E-002 ,   5.1884353160858501E-004
        4017 , -0.31101074218750002      ,   9.6824580430984492E-002 ,   6.0561671853054735E-004
        4018 , -0.31066894531250000      ,   9.6699351072311396E-002 ,   1.1509843170642506E-003
