 Alfa,Temperatura,Energia,Energia2,Cv,magnetFerro,magnetFerro2,magnetFerro4,susceptFerro,cumulantFerro,magnetAnti,magnetAnti2,magnetAnti4,susceptAnti,cumulantAnti 
    1.00000000     ,   2.26915503     ,  -1.4634920000000000      ,   2.9896240000000001      ,  0.16465420261158639      ,   9.7677734375000011E-004 ,  0.57800006411743166      ,  0.37478492301224359      ,  0.25471996711927397      ,  0.62605727867770811      ,   1.9081355468749998E-002 ,   5.9246463012695312E-004 ,   1.1096517164260149E-006 ,   1.0063944265645138E-004 ,  -5.3757290552264525E-002
   1.00000000     ,   2.26909995     ,  -1.4634920000000000      ,   2.9896240000000001      ,  0.16466219957306136      ,   9.7677734375000011E-004 ,  0.57800006411743166      ,  0.37478492301224359      ,  0.25472615115125219      ,  0.62605727867770811      ,   1.9081355468749998E-002 ,   5.9246463012695312E-004 ,   1.1096517164260149E-006 ,   1.0064188595737786E-004 ,  -5.3757290552264525E-002
   1.00000000     ,   2.26912498     ,  -1.4634920000000000      ,   2.9896240000000001      ,  0.16465857377852217      ,   9.7677734375000011E-004 ,  0.57800006411743166      ,  0.37478492301224359      ,  0.25472334335957408      ,  0.62605727867770811      ,   1.9081355468749998E-002 ,   5.9246463012695312E-004 ,   1.1096517164260149E-006 ,   1.0064077660347531E-004 ,  -5.3757290552264525E-002
   1.00000000     ,   2.26918006     ,  -1.4634920000000000      ,   2.9896240000000001      ,  0.16465057681704717      ,   9.7755468749999991E-004 ,  0.57798582470703130      ,  0.37476619114239701      ,  0.25471088352358862      ,  0.62605755487642267      ,   1.9082156249999999E-002 ,   5.9248205566406252E-004 ,   1.1096267625689506E-006 ,   1.0063254482966047E-004 ,  -5.3671597336085064E-002
   3.00000000     ,   2.26909995     ,  -1.9862610000000001      ,   4.0009620000000004      ,   1.0823702603715454E-002 ,  0.99797844921875001      ,  0.99597867098999027      ,  0.99204330949792263      ,   7.7942289522136995E-006 ,  0.66664320168817248      ,   1.6281132812499999E-003 ,   1.4371307373046874E-005 ,   1.5085693448781968E-009 ,   5.1652877825646155E-006 ,  -1.4347337121519028     
   1.00000000     ,   2.26916003     ,  -1.4634990000000001      ,   2.9896590000000001      ,  0.16465631332124667      ,   3.2503125000000002E-004 ,  0.57798524707031251      ,  0.37477400401118954      ,  0.25471326005083589      ,  0.62604900301290500      ,   1.9080953125000001E-002 ,   5.9244738769531245E-004 ,   1.1095678508281708E-006 ,   1.0063839281446071E-004 ,  -5.3738967065981136E-002
   3.00000000     ,   2.26912498     ,  -1.9862580000000001      ,   4.0009560000000004      ,   1.0824613549583457E-002 ,  0.99797825390624995      ,  0.99597828189086912      ,  0.99204253735551240      ,   7.7944674682507139E-006 ,  0.66664322078692351      ,   1.6283085937500001E-003 ,   1.4372833251953126E-005 ,   1.5086624771356583E-009 ,   5.1656230062406437E-006 ,  -1.4343671283817052     
   3.00000000     ,   2.26915503     ,  -1.9862540000000000      ,   4.0009480000000002      ,   1.0825858516561071E-002 ,  0.99797807421874996      ,  0.99597792391967777      ,  0.99204182698449495      ,   7.7946625982290785E-006 ,  0.66664321912860081      ,   1.6284882812500001E-003 ,   1.4374237060546876E-005 ,   1.5087481588125229E-009 ,   5.1659152905872981E-006 ,  -1.4340298779613794     
   3.00000000     ,   2.26918006     ,  -1.9862500000000001      ,   4.0009399999999999      ,   1.0827152410433550E-002 ,  0.99797793359374998      ,  0.99597764376831055      ,  0.99204127104195949      ,   7.7948102181266669E-006 ,  0.66664321899196555      ,   1.6286289062500000E-003 ,   1.4375335693359375E-005 ,   1.5088152140378951E-009 ,   5.1661406513498116E-006 ,  -1.4337660063074624     
   1.00000000     ,   2.26910496     ,  -1.4634990000000001      ,   2.9896590000000001      ,  0.16466429778594963      ,   3.2503125000000002E-004 ,  0.57798524707031251      ,  0.37477400401118954      ,  0.25471944393336354      ,  0.62604900301290500      ,   1.9080953125000001E-002 ,   5.9244738769531245E-004 ,   1.1095678508281708E-006 ,   1.0064083609518672E-004 ,  -5.3738967065981136E-002
