 Alfa,posDsty,Temperatura,Energia,Cv,magnetANTI,SusceptAnti,cumulantAnti,magnetFerro,SusceptFerro,cumulantFerro
 -0.800000012     ,  0.500000000     ,   1.04999999E-02 ,  -2.0000000000000000      ,   0.00000000     ,   0.0000000000000000      ,   0.00000000     ,              NaN ,   1.0000000000000000      ,   0.00000000     ,  0.666666687    
 -0.800000012     ,  0.500000000     ,   2.04999987E-02 ,  -2.0000000000000000      ,   0.00000000     ,   0.0000000000000000      ,   0.00000000     ,              NaN ,   1.0000000000000000      ,   0.00000000     ,  0.666666687    
 -0.800000012     ,  0.500000000     ,   3.04999985E-02 ,  -2.0000000000000000      ,   0.00000000     ,   0.0000000000000000      ,   0.00000000     ,              NaN ,   1.0000000000000000      ,   0.00000000     ,  0.666666687    
 -0.800000012     ,  0.500000000     ,   4.05000001E-02 ,  -2.0000000000000000      ,   0.00000000     ,   0.0000000000000000      ,   0.00000000     ,              NaN ,   1.0000000000000000      ,   0.00000000     ,  0.666666687    
 -0.800000012     ,  0.500000000     ,   5.04999980E-02 ,  -1.9999999499999954      ,   9.80209069E-09 ,   1.2499999999999735E-007 ,   3.09375014E-09 ,  -3332.33325     ,  0.99999987499713894      ,   3.09389270E-09 ,  0.666666687    
 -0.800000012     ,  0.500000000     ,   6.04999997E-02 ,  -1.9999982999998458      ,   2.31436303E-07 ,   4.2499999999999093E-006 ,   8.75113599E-08 ,  -97.0392151     ,  0.99999574990272522      ,   8.75153816E-08 ,  0.666666627    
 -0.800000012     ,  0.500000000     ,   7.05000013E-02 ,  -1.9999907999991680      ,   9.28601423E-07 ,   2.2749999999999520E-005 ,   4.00460095E-07 ,  -18.2974167     ,  0.99997699948549268      ,   4.09181069E-07 ,  0.666666627    
 -0.800000012     ,  0.500000000     ,   8.04999992E-02 ,  -1.9999594499962452      ,   3.08140739E-06 ,   9.6999999999997980E-005 ,   1.43203113E-06 ,  -3.86805987     ,  0.99989774785041807      ,   1.59766955E-06 ,  0.666666508    
 -0.800000012     ,  0.500000000     ,   9.04999971E-02 ,  -1.9998782749886639      ,   7.54275243E-06 ,   2.6437499999998516E-004 ,   3.27983025E-06 ,  -1.37152576     ,  0.99969236962199215      ,   4.44305078E-06 ,  0.666666150    
 -0.800000012     ,  0.500000000     ,  0.100499995     ,  -1.9997016999715012      ,   1.49989000E-05 ,   5.4574999999995599E-004 ,   5.60293029E-06 , -0.548304081     ,  0.99923924064636227      ,   1.00966017E-05 ,  0.666665316    
