Temperatura,Energia,Energia2,Cv,magnetFerro,magnetFerro2,magnetFerro4,susceptFerro,cumulantFerro,magnetAnti,magnetAnti2,magnetAnti4,susceptAnti,cumulantAnti 
   2.26909995     ,  -5.4298529999999996      ,   30.361920000000001      ,  0.17064439815758800      ,   7.1034423828125005E-005 ,   3.9073202490806583E-005 ,   4.4033589275329632E-009 ,   1.7217467970244612E-005 ,   3.8598482270786771E-002 ,  0.66639208422851559      ,  0.45546961107432843      ,  0.22163441856849936      ,   5.0201406474420490E-003 ,  0.64387938114241772     
   2.26912498     ,  -5.4298529999999996      ,   30.361920000000001      ,  0.17064064063747356      ,   7.1034423828125005E-005 ,   3.9073202490806583E-005 ,   4.4033589275329632E-009 ,   1.7217278185791519E-005 ,   3.8598482270786771E-002 ,  0.66639208422851559      ,  0.45546961107432843      ,  0.22163441856849936      ,   5.0200853115094438E-003 ,  0.64387938114241772     
   2.26915503     ,  -5.4298529999999996      ,   30.361920000000001      ,  0.17063611066548889      ,   7.1034423828125005E-005 ,   3.9073202490806583E-005 ,   4.4033589275329632E-009 ,   1.7217049978719085E-005 ,   3.8598482270786771E-002 ,  0.66639208422851559      ,  0.45546961107432843      ,  0.22163441856849936      ,   5.0200187725966180E-003 ,  0.64387938114241772     
   2.26918006     ,  -5.4291260000000001      ,   30.354607000000001      ,  0.17074527946232451      ,   6.1338134765624998E-005 ,   3.9130185246467593E-005 ,   4.4187764056289322E-009 ,   1.7242537432558992E-005 ,   3.8040072907170153E-002 ,  0.66466073315429686      ,  0.45368408046543596      ,  0.22007915962754224      ,   5.2486756113711945E-003 ,  0.64358941977998874     
   2.26910496     ,  -5.4291429999999998      ,   30.354779000000001      ,  0.17075414036157438      ,   1.6633325195312501E-004 ,   3.9094514250755310E-005 ,   4.4049153827643295E-009 ,   1.7216853787812350E-005 ,   3.9306855186296619E-002 ,  0.66488925854492187      ,  0.45403343324601653      ,  0.22067709302920779      ,   5.2689089226708946E-003 ,  0.64317084614905329     
   2.26912999     ,  -5.4291429999999998      ,   30.354779000000001      ,  0.17075038040853818      ,   1.6633325195312501E-004 ,   3.9094514250755310E-005 ,   4.4049153827643295E-009 ,   1.7216664009718580E-005 ,   3.9306855186296619E-002 ,  0.66488925854492187      ,  0.45403343324601653      ,  0.22067709302920779      ,   5.2688508444933184E-003 ,  0.64317084614905329     
   2.26916003     ,  -5.4291429999999998      ,   30.354779000000001      ,  0.17074586060436575      ,   1.6633325195312501E-004 ,   3.9094514250755310E-005 ,   4.4049153827643295E-009 ,   1.7216435810292943E-005 ,   3.9306855186296619E-002 ,  0.66488925854492187      ,  0.45403343324601653      ,  0.22067709302920779      ,   5.2687810081570915E-003 ,  0.64317084614905329     
   2.26918507     ,  -5.4284644999999996      ,   30.347798500000000      ,  0.17081712573741892      ,   2.8554687499999999E-005 ,   3.9216100454330447E-005 ,   4.4352722312055445E-009 ,   1.7281660523817055E-005 ,   3.8675057230690646E-002 ,  0.66293918017578124      ,  0.45140480829882623      ,  0.21819957852919436      ,   5.2514235777175360E-003 ,  0.64305584085665712     
   2.26910996     ,  -5.4292425000000000      ,   30.356016499999999      ,  0.17078389030028182      ,   1.3718041992187501E-004 ,   3.9085964798927310E-005 ,   4.4064109878547695E-009 ,   1.7216947061845866E-005 ,   3.8560236765003864E-002 ,  0.66554162670898442      ,  0.45459994196283815      ,  0.22096576824079273      ,   5.1360600431674371E-003 ,  0.64359400853544946     
   2.26913500     ,  -5.4292425000000000      ,   30.356016499999999      ,  0.17078012967542655      ,   1.3718041992187501E-004 ,   3.9085964798927310E-005 ,   4.4064109878547695E-009 ,   1.7216757282300442E-005 ,   3.8560236765003864E-002 ,  0.66554162670898442      ,  0.45459994196283815      ,  0.22096576824079273      ,   5.1360034292313667E-003 ,  0.64359400853544946     
   2.26916504     ,  -5.4292425000000000      ,   30.356016499999999      ,  0.17077559596044423      ,   1.3718041992187501E-004 ,   3.9085964798927310E-005 ,   4.4064109878547695E-009 ,   1.7216529081129252E-005 ,   3.8560236765003864E-002 ,  0.66554162670898442      ,  0.45459994196283815      ,  0.22096576824079273      ,   5.1359353535781792E-003 ,  0.64359400853544946     
   2.26919007     ,  -5.4278700000000004      ,   30.341712000000001      ,  0.17088775317968097      ,   2.6388574218749999E-004 ,   3.9192677021026609E-005 ,   4.4320132458040003E-009 ,   1.7240971440296610E-005 ,   3.8232858978914375E-002 ,  0.66066592236328125      ,  0.44916443067121503      ,  0.21683250939494517      ,   5.5900868857363516E-003 ,  0.64174486840892686     
   2.26911497     ,  -5.4288129999999999      ,   30.351265000000001      ,  0.17076604599416392      ,   4.4856689453125002E-005 ,   3.9118820309638976E-005 ,   4.4152318159547122E-009 ,   1.7238794641972219E-005 ,   3.8253197694992469E-002 ,  0.66424754321289059      ,  0.45327699085915091      ,  0.22002332644895364      ,   5.3114064224786661E-003 ,  0.64303953346036558     
   2.26914001     ,  -5.4288129999999999      ,   30.351265000000001      ,  0.17076228574550339      ,   4.4856689453125002E-005 ,   3.9118820309638976E-005 ,   4.4152318159547122E-009 ,   1.7238604621180498E-005 ,   3.8253197694992469E-002 ,  0.66424754321289059      ,  0.45327699085915091      ,  0.22002332644895364      ,   5.3113478755979510E-003 ,  0.64303953346036558     
